Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Platinum American Eagle 1 oz Eagle $100 Random .9995 Fine US Mint Coin,406110505976,"Apr 4, 2026","$2,158.76",$0.00,,,Fixed price,https://www.ebay.com/itm/406110505976
American Platinum Eagle (1/2 oz) $50 - BU - Random Date,303860736274,"Apr 3, 2026","$1,147.20",$0.00,,,Fixed price,https://www.ebay.com/itm/303860736274
1 oz Platinum American Eagle Coin $100 (BU) - Random Date #A583,364708960744,"Mar 22, 2026","$2,215.86",$0.00,,,Fixed price,https://www.ebay.com/itm/364708960744
American Platinum Eagle 1/2 oz $50 - NGC MS70 Random Date and Label,306373099549,"Apr 1, 2026","$1,218.66",$0.00,,,Fixed price,https://www.ebay.com/itm/306373099549
1 oz gold Krugerrand / Platinum American Eagle Coin Capsules 33mm By Lighthouse,112844461484,"Apr 5, 2026",$10.22,$0.00,,,Fixed price,https://www.ebay.com/itm/112844461484
American Platinum Eagle 1/4 oz $25 - NGC MS70 Random Date and Label,305898797995,"Mar 15, 2026",$656.13,$0.00,,,Fixed price,https://www.ebay.com/itm/305898797995
Platinum Eagle $100 1 Troy Oz .9995 Fine Platinum Coin Random Date!!!,127746600633,"Mar 22, 2026","$2,225.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127746600633
1 oz American Platinum Eagle Coin (Random Year),386516816695,"Apr 2, 2026","$2,209.81",$0.00,,,Fixed price,https://www.ebay.com/itm/386516816695
American Platinum Eagle 1/2 oz $50 - NGC MS69 Random Date and Label,405300272515,"Mar 27, 2026","$1,126.84",$0.00,,,Fixed price,https://www.ebay.com/itm/405300272515
2020 Platinum Eagle $100 1 Troy Oz .9995 Fine Platinum Coin !!!,117079970708,"Mar 15, 2026","$2,290.00",$0.00,,,Fixed price,https://www.ebay.com/itm/117079970708
"1 oz American Platinum Eagle Coin BU (Random Year, 1997-2023)",126174665313,"Apr 2, 2026","$2,314.27",$85.99,,,Fixed price,https://www.ebay.com/itm/126174665313
2025-W 1 oz Reverse Proof American Palladium Eagle (w/Box & COA),146862686327,"Mar 18, 2026","$3,014.74",$0.00,,,Fixed price,https://www.ebay.com/itm/146862686327
2013-W Proof $100 1 oz American Platinum Eagle PCGS PR70DCAM FS Flag Label,206113785110,"Mar 31, 2026","$2,248.67",$0.00,,,Fixed price,https://www.ebay.com/itm/206113785110
1 oz $100 American Platinum Eagle .9995 Fine Coin - Random Year BU,235588568224,"Mar 29, 2026","$2,319.19",$89.13,,,Fixed price,https://www.ebay.com/itm/235588568224
American Platinum Eagle 1 oz $100 - NGC MS70 Random Date and Label,305825730675,"Mar 27, 2026","$2,224.23",$0.00,,,Fixed price,https://www.ebay.com/itm/305825730675
American Platinum Eagle Proof 1/2 oz $50 - Coin in Capsule - Random Date,306347372495,"Apr 5, 2026","$1,112.40",$0.00,,,Fixed price,https://www.ebay.com/itm/306347372495
American Platinum Eagle 1/2 oz $50 - NGC PF70 Random Date and Label,306812646048,"Mar 30, 2026","$1,197.99",$0.00,,,Fixed price,https://www.ebay.com/itm/306812646048
2026-W Proof $100 American Platinum Eagle Declaration of Independence PCGS,317848926297,"Mar 31, 2026","$3,595.00",$0.00,,,Fixed price,https://www.ebay.com/itm/317848926297
American Platinum Eagle (1/10 oz) $10 - BU - Random Date,373487202565,"Mar 19, 2026",$307.36,$0.00,,,Fixed price,https://www.ebay.com/itm/373487202565
American Platinum Eagle 1/4 oz $25 - PCGS MS69 Random Date and Label,375988322862,"Mar 29, 2026",$595.09,$0.00,,,Fixed price,https://www.ebay.com/itm/375988322862
Random Year $25 1/4-oz American Platinum Eagle BU,389391262320,"Apr 5, 2026",$585.09,$33.96,,,Fixed price,https://www.ebay.com/itm/389391262320
American Platinum Eagle Proof 1 oz $100 - Coin in Capsule - Random Date,405870414753,"Mar 20, 2026","$2,238.65",$0.00,,,Fixed price,https://www.ebay.com/itm/405870414753
2022 Platinum Eagle $100 1 Troy Oz .9995 Fine Platinum Coin !!!,117071897881,"Mar 7, 2026","$2,365.00",$0.00,,,Fixed price,https://www.ebay.com/itm/117071897881
1/4 oz American Platinum Eagle Coin BU (Random Year),124670031959,"Mar 17, 2026",$699.71,$0.00,,,Fixed price,https://www.ebay.com/itm/124670031959
2020 Platinum Eagle $100 1 Troy Oz .9995 Fine Platinum Coin !!!,127725815205,"Mar 8, 2026","$2,385.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127725815205
2026-W $100 Platinum Eagle Declaration of Independence 250 FDI NGC PF70,168169684165,"Mar 29, 2026","$3,489.95",$0.00,,,Fixed price,https://www.ebay.com/itm/168169684165
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.04,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520
1/4 oz $25 American Platinum Eagle .9995 Fine Platinum Coin BU - Random Year,235525669845,"Mar 23, 2026",$577.96,$0.00,,,Fixed price,https://www.ebay.com/itm/235525669845
1 oz American Platinum Eagle Coin $100 BU - Random Year,296527337466,"Apr 2, 2026","$2,225.70",$83.04,,,Fixed price,https://www.ebay.com/itm/296527337466
American Platinum Eagle 1 oz $100 - PCGS MS69 Random Date and Label,305852994259,"Mar 20, 2026","$2,221.52",$0.00,,,Fixed price,https://www.ebay.com/itm/305852994259
American Platinum Eagle Proof 1/10 oz $10 - Coin in OGP - Random Date,306366576342,"Mar 19, 2026",$271.60,$0.00,,,Fixed price,https://www.ebay.com/itm/306366576342
2003 $25 1/4 oz American Platinum Eagle NGC MS70,335675202218,"Apr 1, 2026",$747.44,$34.99,,,Fixed price,https://www.ebay.com/itm/335675202218
American Platinum Eagle 1/10 oz $10 - NGC MS70 Random Date and Label,376354442227,"Mar 26, 2026",$336.93,$0.00,,,Fixed price,https://www.ebay.com/itm/376354442227
2013-W $100 1-oz Proof American Platinum Eagle PCGS PR70DCAM FS Flag Label,389704599693,"Mar 31, 2026","$2,243.81",$0.00,,,Fixed price,https://www.ebay.com/itm/389704599693
"2018-W 1 oz Proof American Platinum Eagle Coin (Box, CoA)",397494523048,"Mar 24, 2026","$2,554.12",$0.00,,,Fixed price,https://www.ebay.com/itm/397494523048
American Platinum Eagle Proof 1 oz $100 - Coin in OGP - Random Date,405824493960,"Mar 26, 2026","$2,103.73",$0.00,,,Fixed price,https://www.ebay.com/itm/405824493960
Empty US Mint Capsule 1/4 oz - Fits Gold American Eagles Buffalo Platinum Coins,112285324284,"Mar 7, 2026",$4.97,$2.99,,,Fixed price,https://www.ebay.com/itm/112285324284
Empty US Mint Capsule 1/10 oz - Fits Gold American Eagles Buffalo Platinum Coins,112285332796,"Mar 21, 2026",$6.47,$4.49,,,Fixed price,https://www.ebay.com/itm/112285332796
US Mint Presentation Gift Display Case For 1 oz Platinum American Eagle Coin Box,113130660274,"Mar 13, 2026",$13.78,$0.00,,,Fixed price,https://www.ebay.com/itm/113130660274
2023-W 1 oz Proof American Platinum Eagle (w/Box & COA),115714510258,"Mar 18, 2026","$2,634.95",$49.99,,,Fixed price,https://www.ebay.com/itm/115714510258
1 oz American Platinum Eagle MS-70 PCGS (Random Year),116036910495,"Mar 21, 2026","$2,409.04",$0.00,,,Fixed price,https://www.ebay.com/itm/116036910495
2000 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117075078302,"Apr 2, 2026",$379.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075078302
1997 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117075093749,"Apr 3, 2026",$465.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075093749
2008 1/10 oz $10 US Platinum Eagle MS70 NGC NICE LOW PRICE!!,117088383713,"Mar 24, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117088383713
2007 W $10 Proof Platinum Eagle 1/10 oz 🦅 Vault Box 10 NGC X PF70 Ultra Cameo,117093017936,"Mar 24, 2026",$225.00,$4.85,,,Fixed price,https://www.ebay.com/itm/117093017936
2014 Platinum Eagle 1 oz $100 First Strike PCGS MS70,117099952768,"Mar 26, 2026","$2,200.00",$0.00,,,Auction,https://www.ebay.com/itm/117099952768
Platinum Eagle $100 1 Troy Oz .9995 Fine Platinum Coin Random Date!!!,117115471042,"Apr 1, 2026","$2,185.00",$0.00,,,Fixed price,https://www.ebay.com/itm/117115471042
"2023 1 oz American Platinum Eagle MS-70 PCGS (FDI, Hall)",126517224336,"Mar 29, 2026","$2,370.07",$0.00,,,Fixed price,https://www.ebay.com/itm/126517224336
2008-W $10 Burnished Tenth Ounce Platinum Eagle PCGS MS70,127725265979,"Apr 2, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127725265979
American Platinum Eagle 1/10 oz $10 - NGC MS70 Random Date and Label,376354442227,"Mar 26, 2026",$344.81,$0.00,,,Fixed price,https://www.ebay.com/itm/376354442227,7
2023-W 1 oz Proof American Platinum Eagle (w/Box & COA),115714510258,"Mar 18, 2026","$2,529.38",$49.99,,,Fixed price,https://www.ebay.com/itm/115714510258,4
United States Mint American Eagle 1/4 oz Platinum Coin - Random Years,127155330831,"Feb 15, 2026",$657.13,$54.11,,,Fixed price,https://www.ebay.com/itm/127155330831,5
,,"Feb 28, 2026",$499.90,$0.00,,,Fixed price,,4
,,"Dec 12, 2025",$165.21,$4.99,,,Fixed price,,5
,,"Jan 6, 2026","$2,475.00",$0.00,,,Fixed price,,4
2008-W 1/10th OZ PROOF AMERICAN EAGLE PLATINUM Tenth OGP US Mint Box COA NO COIN,185293205253,"Mar 23, 2026",$15.50,$0.00,,,Fixed price,https://www.ebay.com/itm/185293205253,4
$100 American Platinum Eagle 1 oz Brilliant Uncirculated Random Date,205656635356,"Jan 20, 2026","$2,011.53",$0.00,,,Fixed price,https://www.ebay.com/itm/205656635356,6
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.21,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520,5
,,"Mar 17, 2026",$499.90,$0.00,,,Fixed price,,4
,,"Jan 8, 2026","$2,346.25",$0.00,,,Fixed price,,4
American Platinum Eagle 1 oz $100 - NGC MS69 Random Date and Label,375719269482,"Mar 1, 2026","$2,101.68",$0.00,,,Fixed price,https://www.ebay.com/itm/375719269482,5
2025 W Right To Petition $100 Platinum Eagle PCGS PR70 DCAM Flag Frame,406609219588,"Mar 27, 2026","$3,182.50",$0.00,,,Fixed price,https://www.ebay.com/itm/406609219588,4
1/10 oz American Platinum Eagle Coin BU (Random Year),116051139561,"Feb 28, 2026",$395.62,$0.00,,,Fixed price,https://www.ebay.com/itm/116051139561,6
1997 1/2 oz American Platinum Eagle BU,125056271842,"Dec 29, 2025","$1,395.54",$0.00,,,Fixed price,https://www.ebay.com/itm/125056271842,3
2002 $10 American Platinum Eagle 1/10 Oz Platinum MS70 ICG,127406876547,"Jan 3, 2026",$286.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127406876547,3
2021 $100 American Eagle 1 oz .9995 Platinum Statue of Liberty Bullion Coin,147233826236,"Apr 12, 2026","$2,200.00",$0.00,,,Fixed price,https://www.ebay.com/itm/147233826236,4
,,"Jan 10, 2026","$2,475.00",$0.00,,,Fixed price,,6
2026-W $100 Platinum Eagle Declaration of Independence 250 FDI NGC PF70,168169684165,"Mar 29, 2026","$3,476.63",$0.00,,,Fixed price,https://www.ebay.com/itm/168169684165,3
2020 1oz Platinum American Eagle PCGS MS70 FDI,196809398233,"Jan 2, 2026","$2,490.67",$0.00,,,Fixed price,https://www.ebay.com/itm/196809398233,3
1997 W American Platinum Eagle Proof 1/10 oz $10 w/ Box & COA,206025202338,"Feb 23, 2026",$352.66,$0.00,,,Fixed price,https://www.ebay.com/itm/206025202338,3
,,"Jan 12, 2026","$2,530.13",$0.00,,,Fixed price,,4
2023 Platinum Eagle P$100 PCGS MS70 First Day of Issue,257030310543,"Feb 21, 2026","$2,524.23",$0.00,,,Fixed price,https://www.ebay.com/itm/257030310543,4
,,"Nov 10, 2025",$229.90,$0.00,,,Fixed price,,5
2 US Mint Presentation Gift Display Case For 1 Oz Platinum American Eagle Coin,283155584746,"Mar 9, 2026",$19.83,$0.00,,,Fixed price,https://www.ebay.com/itm/283155584746,3
2003 $25 1/4 oz American Platinum Eagle NGC MS70,335675202218,"Apr 1, 2026",$688.29,$34.99,,,Fixed price,https://www.ebay.com/itm/335675202218,3
Platinum American Eagle *Random Date* - 1/10 oz,335690396647,"Feb 11, 2026",$353.11,$0.00,,,Fixed price,https://www.ebay.com/itm/335690396647,3
,,"Dec 12, 2025",$515.00,$0.00,,,Fixed price,,3
2006 W American Eagle 1/4 Oz Proof Platinum Bullion Coin BOX/COA (NO COIN),389479362267,"Mar 11, 2026",$12.73,$10.54,,,Fixed price,https://www.ebay.com/itm/389479362267,3
2025 W Right To Petition $100 Platinum Eagle PCGS PR69 DCAM Flag Frame,406609218551,"Jan 29, 2026","$2,983.33",$0.00,,,Fixed price,https://www.ebay.com/itm/406609218551,3
US Mint Presentation Gift Display Case For 1 oz Platinum American Eagle Coin Box,113130660274,"Mar 13, 2026",$13.67,$0.00,,,Fixed price,https://www.ebay.com/itm/113130660274,3
,,"Nov 26, 2025","$1,745.00",$0.00,,,Fixed price,,5
,,"Nov 30, 2025","$1,805.00",$0.00,,,Fixed price,,5
2018-W 1 oz Proof American Platinum Eagle (w/Box & COA),122971232386,"Apr 10, 2026","$2,752.77",$0.00,,,Fixed price,https://www.ebay.com/itm/122971232386,2
1/2 oz American Platinum Eagle MS-69 PCGS (Random Year),126212837514,"Jan 31, 2026","$1,316.44",$0.00,,,Fixed price,https://www.ebay.com/itm/126212837514,2
2004 $10 American Platinum Eagle 1/10 Oz Platinum MS70 NGC Brown Label,127406863655,"Oct 23, 2025",$289.95,$0.00,,,Fixed price,https://www.ebay.com/itm/127406863655,7
2004 $10 American Platinum Eagle 1/10 Oz Platinum MS70 ICG,127406876555,"Dec 31, 2025",$292.48,$0.00,,,Fixed price,https://www.ebay.com/itm/127406876555,2
,,"Dec 26, 2025","$1,325.00",$0.00,,,Fixed price,,4
,,"Dec 25, 2025","$2,425.00",$0.00,,,Fixed price,,5
2023-W Proof $100 American Platinum Eagle Freedom of Press NGC PF70UC AR,135194899256,"Dec 25, 2025","$2,475.00",$0.00,,,Fixed price,https://www.ebay.com/itm/135194899256,2
2002 $10 American Platinum Eagle 1/10 Oz Platinum MS70 NGC Brown Label,136533826515,"Jan 15, 2026",$349.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136533826515,2
2021 $100 American Eagle 1 oz .9995 Platinum Statue of Liberty Bullion Coin,137075338873,"Mar 5, 2026","$2,250.00",$0.00,,,Fixed price,https://www.ebay.com/itm/137075338873,2
1997 1 oz American Platinum Eagle BU,143908589706,"Feb 2, 2026","$2,592.69",$0.00,,,Fixed price,https://www.ebay.com/itm/143908589706,3
2002 1/4 oz American Platinum Eagle BU,144206181430,"Dec 24, 2025",$804.57,$0.00,,,Fixed price,https://www.ebay.com/itm/144206181430,2
QTY 10 - 1/10 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,156284926297,"Apr 11, 2026",$25.85,$0.00,,,Fixed price,https://www.ebay.com/itm/156284926297,2
1x 2024 Or 2018-W 1 oz Proof American Platinum Eagle (w/Box & COA) Dealer Pick 1,157606002030,"Jan 23, 2026","$2,900.00",$14.45,,,Fixed price,https://www.ebay.com/itm/157606002030,2
,,"Nov 1, 2025",$489.95,$8.90,,,Fixed price,,2
1 oz American Platinum Eagle Coin PCGS MS70 (Random Year),177431845203,"Mar 17, 2026","$2,496.93",$0.00,,,Fixed price,https://www.ebay.com/itm/177431845203,2
"1/4 oz American Platinum Eagle Coin (Random Year, BU)",177660210724,"Mar 28, 2026",$619.17,$0.00,,,Fixed price,https://www.ebay.com/itm/177660210724,3
$10 American Platinum Eagle 1/10 oz Brilliant Uncirculated Random Date,178030776931,"Apr 8, 2026",$258.70,$0.00,,,Fixed price,https://www.ebay.com/itm/178030776931,2
,,"Oct 31, 2025","$2,089.88",$0.00,,,Fixed price,,2
2007 W $50 American Platinum Eagle 10th Anniversary Set NGC PF69 w/ Box & COA,257158581444,"Dec 11, 2025","$1,899.07",$0.00,,,Fixed price,https://www.ebay.com/itm/257158581444,2
,,"Dec 26, 2025","$2,685.00",$5.17,,,Fixed price,,2
,,"Nov 12, 2025",$289.99,$0.00,,,Fixed price,,2
,,"Oct 27, 2025",$11.00,$4.25,,,Fixed price,,2
,,"Dec 16, 2025","$1,920.00",$0.00,,,Fixed price,,4
1997 $100 American Platinum Eagle 1 oz .9995 NGC MS69 Coin,297751498223,"Jan 16, 2026","$2,290.44",$0.00,,,Fixed price,https://www.ebay.com/itm/297751498223,2
2003 W PLATINUM $10 DOLLAR PROOF AMERICAN EAGLE 1/10 OZ COIN NGC PF 70 UC,306402259939,"Jan 14, 2026",$375.00,$5.95,,,Fixed price,https://www.ebay.com/itm/306402259939,2
,,"Jan 8, 2026",$664.97,$0.00,,,Fixed price,,2
,,"Jan 6, 2026",$285.00,$8.47,,,Fixed price,,2
,,"Nov 12, 2025",$272.50,$5.23,,,Fixed price,,2
,,"Nov 26, 2025",$900.00,$0.00,,,Fixed price,,2
,,"Dec 26, 2025","$2,783.47",$0.00,,,Fixed price,,2
2005 AMERICAN EAGLE PLATINUM PROOF 1/2 OZ BOX ONLY WITH PAPERS,383431207032,"Feb 28, 2026",$16.95,$5.95,,,Fixed price,https://www.ebay.com/itm/383431207032,2
"1 oz Proof American Platinum Eagle Coin (Box, CoA, Random Year)",388226982842,"Jan 26, 2026","$2,863.23",$0.00,,,Fixed price,https://www.ebay.com/itm/388226982842,2
2018 1 oz American Platinum Eagle Coin (BU),388979900937,"Mar 3, 2026","$2,341.36",$0.00,,,Fixed price,https://www.ebay.com/itm/388979900937,2
"1/2 oz American Platinum Eagle Coin (Random Year, BU)",396556304775,"Feb 1, 2026","$1,255.28",$0.00,,,Fixed price,https://www.ebay.com/itm/396556304775,2
"1/2 oz Proof American Platinum Eagle PF70/PR70 (Random Year, Label, PCGS or NGC)",397393944165,"Apr 1, 2026","$1,423.45",$0.00,,,Fixed price,https://www.ebay.com/itm/397393944165,2
1997-W 1/10 oz Proof American Platinum Eagle (w/Box & COA),111845991732,"Oct 16, 2025",$363.42,$0.00,,,Fixed price,https://www.ebay.com/itm/111845991732,1
US Mint Presentation Gift Display Case For 1/10 oz Platinum American Eagle Coin,113130902432,"Jan 6, 2026",$13.69,$0.00,,,Fixed price,https://www.ebay.com/itm/113130902432,5
,,"Dec 18, 2025","$2,037.75",$0.00,,,Fixed price,,1
2014 1 oz American Platinum Eagle MS-70 NGC (Early Releases),115816128805,"Nov 28, 2025","$2,242.05",$0.00,,,Fixed price,https://www.ebay.com/itm/115816128805,1
,,"Nov 7, 2025","$2,750.00",$0.00,,,Fixed price,,1
,,"Nov 27, 2025",$285.00,$0.00,,,Fixed price,,1
,,"Dec 18, 2025",$575.00,$0.00,,,Fixed price,,1
2019 1 oz American Platinum Eagle MS-70 NGC (Early Releases),116129186005,"Jan 1, 2026","$2,628.78",$49.99,,,Fixed price,https://www.ebay.com/itm/116129186005,1
,,"Dec 13, 2025",$315.00,$0.00,,,Fixed price,,1
,,"Oct 30, 2025",$299.00,$0.00,,,Fixed price,,1
2007-W 1/2 oz Proof American Platinum Eagle PR-70 DCAM PCGS,116209173185,"Feb 5, 2026","$1,460.32",$0.00,,,Fixed price,https://www.ebay.com/itm/116209173185,1
2006-W 1 oz Burnished American Platinum Eagle MS-70 NGC (ER),116329069615,"Dec 18, 2025","$2,874.04",$0.00,,,Fixed price,https://www.ebay.com/itm/116329069615,1
,,"Nov 24, 2025",$325.00,$0.00,,,Fixed price,,1
2008 1/2 oz American Platinum Eagle MS-69 PCGS,116493589893,"Feb 2, 2026","$1,337.68",$0.00,,,Fixed price,https://www.ebay.com/itm/116493589893,1
2008-W 1 oz Burnished American Platinum Eagle MS/SP-70 NGC,116561725781,"Dec 15, 2025","$3,285.35",$0.00,,,Fixed price,https://www.ebay.com/itm/116561725781,1
,,"Oct 22, 2025",$499.00,$11.75,,,Fixed price,,1
,,"Oct 16, 2025",$950.00,$0.00,,,Fixed price,,1
,,"Dec 19, 2025",$309.00,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$545.00,$0.00,,,Fixed price,,1
,,"Oct 15, 2025",$295.00,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$305.00,$0.00,,,Fixed price,,1
,,"Oct 27, 2025",$275.00,$0.00,,,Fixed price,,1
,,"Oct 15, 2025","$2,300.00",$0.00,,,Fixed price,,1
,,"Oct 16, 2025","$2,300.00",$0.00,,,Fixed price,,1
,,"Oct 31, 2025",$269.00,$0.00,,,Fixed price,,1
,,"Nov 28, 2025",$265.00,$0.00,,,Fixed price,,1
,,"Dec 2, 2025",$305.00,$0.00,,,Fixed price,,1
,,"Dec 6, 2025",$299.95,$0.00,,,Fixed price,,1
,,"Oct 26, 2025",$249.00,$0.00,,,Fixed price,,1
,,"Oct 28, 2025",$244.95,$0.00,,,Fixed price,,1
,,"Nov 20, 2025",$302.95,$0.00,,,Fixed price,,1
,,"Dec 12, 2025",$299.00,$0.00,,,Fixed price,,1
"2021 1 oz American Platinum Eagle MS-69 PCGS (FDI, Rogers)",116849619019,"Dec 9, 2025","$2,020.05",$0.00,,,Fixed price,https://www.ebay.com/itm/116849619019,1
,,"Nov 9, 2025","$1,800.00",$0.00,,,Fixed price,,1
,,"Nov 5, 2025",$247.95,$0.00,,,Fixed price,,1
,,"Nov 30, 2025",$269.45,$0.00,,,Fixed price,,1
,,"Dec 2, 2025",$289.00,$0.00,,,Fixed price,,1
,,"Dec 13, 2025",$345.00,$0.00,,,Fixed price,,1
,,"Nov 29, 2025",$279.45,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$301.50,$0.00,,,Fixed price,,1
,,"Nov 10, 2025","$1,810.00",$0.00,,,Fixed price,,1
,,"Dec 23, 2025","$2,400.00",$19.00,,,Fixed price,,1
,,"Nov 23, 2025",$950.00,$0.00,,,Auction,,1
,,"Nov 17, 2025",$281.99,$4.76,,,Auction,,1
,,"Nov 19, 2025","$1,780.00",$0.00,,,Fixed price,,1
,,"Dec 17, 2025","$1,007.99",$0.00,,,Fixed price,,1
,,"Nov 20, 2025",$275.00,$0.00,,,Fixed price,,1
,,"Nov 28, 2025","$1,805.00",$0.00,,,Fixed price,,1
2001 $10 Platinum Eagle 1/10 oz MS70 NGC NICE LOW PRICE!!,116906077726,"Jan 26, 2026",$389.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116906077726,1
,,"Dec 1, 2025",$264.50,$0.00,,,Fixed price,,1
,,"Dec 5, 2025",$269.95,$0.00,,,Fixed price,,1
,,"Dec 13, 2025",$265.95,$0.00,,,Fixed price,,1
,,"Jan 2, 2026",$550.00,$0.00,,,Fixed price,,1
2007-W 1 oz Burnished American Platinum Eagle MS-70 PCGS,116914601793,"Dec 24, 2025","$2,976.86",$0.00,,,Fixed price,https://www.ebay.com/itm/116914601793,1
,,"Dec 11, 2025",$276.95,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$319.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$279.95,$0.00,,,Fixed price,,1
,,"Dec 17, 2025",$293.00,$0.00,,,Fixed price,,1
,,"Dec 17, 2025",$550.00,$0.00,,,Fixed price,,1
,,"Jan 6, 2026",$375.00,$5.37,,,Fixed price,,1
,,"Dec 17, 2025",$324.50,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$321.44,$9.00,,,Auction,,1
,,"Dec 17, 2025",$265.00,$0.00,,,Fixed price,,1
,,"Dec 20, 2025",$277.50,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$289.00,$0.00,,,Fixed price,,1
,,"Dec 19, 2025",$307.00,$0.00,,,Fixed price,,1
,,"Dec 20, 2025",$291.50,$0.00,,,Fixed price,,1
,,"Jan 7, 2026",$339.90,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$309.50,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$264.95,$0.00,,,Fixed price,,1
