Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Item ID 296011074646,296011074646,"Apr 5, 2026","$4,855.71",$0.00,,,Fixed price,https://www.ebay.com/itm/296011074646
1/10 oz American Gold Eagle $5 Coin (Random Year),176038891530,"Apr 6, 2026",$528.61,$0.00,,,Fixed price,https://www.ebay.com/itm/176038891530
American Gold Eagle (1 oz) $50 - BU - Random Date,301567319583,"Apr 6, 2026","$5,097.70",$0.00,,,Fixed price,https://www.ebay.com/itm/301567319583
1 oz American Gold Eagle $50 Coin (Random Year),386271138121,"Apr 6, 2026","$4,935.72",$0.00,,,Fixed price,https://www.ebay.com/itm/386271138121
1 oz American Gold Eagle $50 Coin BU - Random Year,141504369404,"Apr 6, 2026","$4,870.74",$0.00,,,Fixed price,https://www.ebay.com/itm/141504369404
2026 1/10 oz American Gold Eagle Coin $5 (BU),177682411371,"Apr 3, 2026",$605.47,$0.00,,,Fixed price,https://www.ebay.com/itm/177682411371
1/10 oz American Gold Eagle Coin $5 BU - Random Year,297325569120,"Apr 6, 2026",$535.25,$0.00,,,Fixed price,https://www.ebay.com/itm/297325569120
American Gold Eagle Proof 1/2 oz $25 - Coin in Capsule - Random Date,305705374463,"Apr 4, 2026","$2,477.08",$0.00,,,Fixed price,https://www.ebay.com/itm/305705374463
1/10 oz American Gold Eagle Coin BU (Random Year),126124829455,"Apr 6, 2026",$556.60,$49.99,,,Fixed price,https://www.ebay.com/itm/126124829455
American Gold Eagle Proof 1/4 oz $10 - Coin in Capsule - Random Date,305692394428,"Mar 31, 2026","$1,286.62",$0.00,,,Fixed price,https://www.ebay.com/itm/305692394428
$50 American Gold Eagle 1 oz Random Year Brilliant Uncirculated,317033453637,"Apr 3, 2026","$4,826.56",$0.00,,,Fixed price,https://www.ebay.com/itm/317033453637
2026 Gold 1/10 oz Gold American Eagle $5 US Mint Gold Eagle .9167 Fine Coin,206001843668,"Apr 5, 2026",$539.70,$0.00,,,Fixed price,https://www.ebay.com/itm/206001843668
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 70 UC, FDOI Gold 250 Presale",317967704365,"Apr 2, 2026",$339.78,$0.00,,,Fixed price,https://www.ebay.com/itm/317967704365
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 69 UC, FR Gold 250 Presale",318039814056,"Apr 6, 2026",$195.04,$0.00,,,Fixed price,https://www.ebay.com/itm/318039814056
1/2 oz American Gold Eagle $25 Coin (Random Year),395094778663,"Apr 3, 2026","$2,615.56",$0.00,,,Fixed price,https://www.ebay.com/itm/395094778663
American Gold Eagle Proof 1/10 oz $5 - Coin in Capsule - Random Date,305690894883,"Mar 30, 2026",$530.80,$0.00,,,Fixed price,https://www.ebay.com/itm/305690894883
American Gold Eagle Proof 1/10 oz $5 - Coin in OGP - Random Date,405824564097,"Mar 30, 2026",$516.31,$0.00,,,Fixed price,https://www.ebay.com/itm/405824564097
2026 American Gold Eagle 1/10 oz $5 - BU,406597727963,"Apr 4, 2026",$570.58,$0.00,,,Fixed price,https://www.ebay.com/itm/406597727963
1/4 oz American Gold Eagle Coin BU (Random Year),146670377002,"Apr 2, 2026","$1,287.71",$0.00,,,Fixed price,https://www.ebay.com/itm/146670377002
American Gold Eagle Proof 1/4 oz $10 - Coin in OGP - Random Date,376211949126,"Apr 2, 2026","$1,303.74",$0.00,,,Fixed price,https://www.ebay.com/itm/376211949126
Random Date 1986-2026 $5 American Gold Eagle - 1/10 Oz Gold US Mint BU,134554630342,"Apr 5, 2026",$555.28,$0.00,,,Fixed price,https://www.ebay.com/itm/134554630342
2026 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,205844257928,"Apr 5, 2026",$544.74,$0.00,,,Fixed price,https://www.ebay.com/itm/205844257928
1/2 oz American Gold Eagle Coin BU - Random Year - $25 US Gold,297174346398,"Apr 2, 2026","$2,539.26",$0.00,,,Fixed price,https://www.ebay.com/itm/297174346398
Random Year - 1/4 oz Gold American Eagle $10 Coin BU,233681915508,"Apr 1, 2026","$1,340.59",$0.00,,,Fixed price,https://www.ebay.com/itm/233681915508
$5 American Gold Eagle 1/10 oz Random Year Brilliant Uncirculated,317033453861,"Apr 1, 2026",$524.25,$0.00,,,Fixed price,https://www.ebay.com/itm/317033453861
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 70 UC, FR Gold 250 Presale",317967717604,"Apr 3, 2026",$329.79,$0.00,,,Fixed price,https://www.ebay.com/itm/317967717604
1/2 oz American Gold Eagle Coin BU (Random Year),116740742791,"Apr 4, 2026","$2,562.79",$0.00,,,Fixed price,https://www.ebay.com/itm/116740742791
2026 American Gold Eagle 1/4 oz $10 - BU,406592996706,"Mar 26, 2026","$1,331.89",$0.00,,,Fixed price,https://www.ebay.com/itm/406592996706
1/4 oz American Gold Eagle $10 Coin (Random Year),386299955115,"Apr 6, 2026","$1,301.69",$0.00,,,Fixed price,https://www.ebay.com/itm/386299955115
1 oz American Gold Eagle $50 Coin (Random Year),394325781264,"Apr 3, 2026","$4,993.98",$0.00,,,Fixed price,https://www.ebay.com/itm/394325781264
2026 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,205844257922,"Apr 2, 2026","$2,516.50",$0.00,,,Fixed price,https://www.ebay.com/itm/205844257922
American Gold Eagle Coin Proof 1/2 oz $25 - PCGS PR70 Random Date and Label,306379814263,"Mar 26, 2026","$2,502.62",$0.00,,,Fixed price,https://www.ebay.com/itm/306379814263
2026 1/4 oz American Gold Eagle Coin BU,127621919942,"Apr 6, 2026","$1,358.75",$0.00,,,Fixed price,https://www.ebay.com/itm/127621919942
2026 W Silver Eagle Liberty Bell 250 Privy FDI PF70 John Hancock (1776-2026),257398241204,"Mar 20, 2026",$370.69,$0.00,,,Fixed price,https://www.ebay.com/itm/257398241204
American Gold Eagle Coin Proof 1/4 oz $10 - NGC PF70 Random Date and Label,306302894439,"Apr 2, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894439
1/10 oz American Gold Eagle Coin Random Year (BU) $5 Gold Coin #A618,145664097350,"Apr 1, 2026",$553.72,$0.00,,,Fixed price,https://www.ebay.com/itm/145664097350
American Gold Eagle (1/2 oz) $25 - BU - Random Date,302304568623,"Apr 3, 2026","$2,512.75",$0.00,,,Fixed price,https://www.ebay.com/itm/302304568623
American Gold Eagle Coin Proof 1/2 oz $25 - NGC PF70 Random Date and Label,306302894508,"Apr 2, 2026","$2,505.08",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894508
American Gold Eagle Proof 1 oz $50 - Coin in OGP - Random Date,376211961356,"Apr 4, 2026","$4,804.09",$0.00,,,Fixed price,https://www.ebay.com/itm/376211961356
2026 $10 American Gold Eagle 1/4 oz Brilliant Uncirculated,317533509823,"Mar 23, 2026","$1,339.28",$0.00,,,Fixed price,https://www.ebay.com/itm/317533509823
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI W/OGP #255,137107581250,"Apr 3, 2026",$937.30,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581250
Random Year $5 1/10 oz Proof American Gold Eagle in Capsule Coin,297127088468,"Apr 3, 2026",$517.81,$0.00,,,Fixed price,https://www.ebay.com/itm/297127088468
American Gold Eagle Coin Proof 1 oz $50 - NGC PF70 Random Date and Label,306302894434,"Mar 31, 2026","$4,815.30",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894434
American Gold Eagle Proof 1 oz $50 - Coin in Capsule - Random Date,375568496381,"Mar 31, 2026","$4,978.64",$0.00,,,Fixed price,https://www.ebay.com/itm/375568496381
2026 American Gold Eagle 1 oz $50 - BU,376864788980,"Apr 6, 2026","$5,063.83",$0.00,,,Fixed price,https://www.ebay.com/itm/376864788980
1/100 oz Gold Round: American Bald Eagle - MPM,127041037284,"Mar 20, 2026",$75.62,$0.00,,,Fixed price,https://www.ebay.com/itm/127041037284
American Gold Eagle 1/4 oz $10 - NGC MS69 Random Date and Label,404887927806,"Apr 4, 2026","$1,278.85",$0.00,,,Fixed price,https://www.ebay.com/itm/404887927806
2026 W $5 Gold American Eagle 1/10 oz Proof Coin NGC PF70 First Day of Issue,147224864229,"Apr 5, 2026",$944.26,$0.00,,,Fixed price,https://www.ebay.com/itm/147224864229
1776-2026 W Proof $5 American Gold Eagle 1/10 oz NGC PF70UC First Day Bell,168170151305,"Apr 3, 2026","$1,168.48",$0.00,,,Fixed price,https://www.ebay.com/itm/168170151305
2026 W Silver Eagle Liberty Bell 250 Privy FDI PF70 NGC Harrigal (1776–2026),257323059963,"Apr 4, 2026",$379.87,$0.00,,,Fixed price,https://www.ebay.com/itm/257323059963
American Gold Eagle Coin Proof 1/2 oz $25 - PCGS PR70 Random Date and Label,306379814263,"Apr 7, 2026","$2,466.81",$0.00,,,Fixed price,https://www.ebay.com/itm/306379814263,54
2025 American Gold Eagle 1/4 oz $10 - BU,306040981921,"Jan 10, 2026","$1,196.03",$0.00,,,Fixed price,https://www.ebay.com/itm/306040981921,86
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 69 UC, FR Gold 250 Presale",318039814056,"Apr 12, 2026",$196.69,$0.00,,,Fixed price,https://www.ebay.com/itm/318039814056,70
2025 1/10 oz American Gold Eagle Coin (BU) “Not Random”,358064934503,"Jan 18, 2026",$507.17,$0.00,,,Fixed price,https://www.ebay.com/itm/358064934503,93
American Gold Eagle Proof 1/2 oz $25 - Coin in OGP - Random Date,405824564104,"Mar 7, 2026","$2,617.79",$0.00,,,Fixed price,https://www.ebay.com/itm/405824564104,52
2026 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,205844257922,"Apr 2, 2026","$2,649.63",$0.00,,,Fixed price,https://www.ebay.com/itm/205844257922,53
American Gold Eagle 1/4 oz $10 - NGC MS69 Random Date and Label,404887927806,"Apr 11, 2026","$1,297.55",$0.00,,,Fixed price,https://www.ebay.com/itm/404887927806,82
2025-W $1 Silver Eagle US Army Privy 250th PR69DCAM FIRST STRIKE GOLD SHIELD,277412623227,"Jan 18, 2026",$190.27,$0.00,,,Fixed price,https://www.ebay.com/itm/277412623227,52
American Gold Eagle 1 oz $50 - PCGS MS70 Random Date and Label,305477964163,"Apr 8, 2026","$4,857.47",$0.00,,,Fixed price,https://www.ebay.com/itm/305477964163,71
2026 Gold 1/10 oz Gold American Eagle $5 US Mint Gold Eagle .9167 Fine Coin,287150780089,"Mar 12, 2026",$584.52,$0.00,,,Fixed price,https://www.ebay.com/itm/287150780089,59
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 70 UC, FDOI Gold 250 Presale",317967704365,"Apr 9, 2026",$340.11,$0.00,,,Fixed price,https://www.ebay.com/itm/317967704365,61
1986 1/2 oz American Gold Eagle BU (MCMLXXXVI),121832138047,"Apr 8, 2026","$2,768.69",$0.00,,,Fixed price,https://www.ebay.com/itm/121832138047,46
1/4 oz American Gold Eagle Coin BU - Random Year - $10 US Gold,297174346410,"Apr 1, 2026","$1,261.65",$0.00,,,Fixed price,https://www.ebay.com/itm/297174346410,58
Random Year - 1/10 oz Gold American Eagle $5 Coin Uncirculated BU,233573165678,"Mar 30, 2026",$490.88,$0.00,,,Fixed price,https://www.ebay.com/itm/233573165678,53
Empty US Mint 1/10 oz American Gold Eagle Tube (Weak Lid Impression) - No Coins,127593496614,"Feb 27, 2026",$8.31,$4.38,,,Fixed price,https://www.ebay.com/itm/127593496614,73
[Removed] Item 136701874059,136701874059,"Dec 8, 2025",$49.84,$0.00,,,Fixed price,,45
American Gold Eagle 1/10 oz $5 - NGC MS70 Random Date and Label,305506002247,"Apr 3, 2026",$550.65,$0.00,,,Fixed price,https://www.ebay.com/itm/305506002247,280
2025 $25 American Gold Eagle 1/2 oz Brilliant Uncirculated,316004995506,"Jan 3, 2026","$2,314.47",$0.00,,,Fixed price,https://www.ebay.com/itm/316004995506,51
2026 American Gold Eagle 1 oz $50 - BU,376864788980,"Apr 6, 2026","$5,214.63",$0.00,,,Fixed price,https://www.ebay.com/itm/376864788980,78
US Mint Presentation Case For 1 oz Gold American Eagle Coin Display Gift Box New,363861016815,"Apr 9, 2026",$12.58,$16.97,,,Fixed price,https://www.ebay.com/itm/363861016815,61
American Gold Eagle 1/10 oz $5 - NGC MS69 Random Date and Label,404890978429,"Apr 12, 2026",$545.85,$0.00,,,Fixed price,https://www.ebay.com/itm/404890978429,77
[Removed] Item 397215832646,397215832646,"Dec 31, 2025",$55.01,$0.00,,,Fixed price,,62
1/100 oz Gold Round: American Bald Eagle - MPM,127041037284,"Mar 20, 2026",$75.51,$0.00,,,Fixed price,https://www.ebay.com/itm/127041037284,42
2026 $50 American Gold Eagle 1 oz Brilliant Uncirculated,177571659563,"Apr 6, 2026","$5,043.13",$0.00,,,Fixed price,https://www.ebay.com/itm/177571659563,45
Random Year - 1/4 oz Gold American Eagle $10 Coin BU,233681915508,"Apr 10, 2026","$1,349.08",$0.00,,,Fixed price,https://www.ebay.com/itm/233681915508,47
2025 1 oz American Gold Eagle BU,146320228479,"Feb 7, 2026","$4,650.16",$0.00,,,Fixed price,https://www.ebay.com/itm/146320228479,35
24k Pure Gold American Liberty Eagle Coin .9999 Fine Gold Round,257327878294,"Apr 12, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/257327878294,55
American Gold Eagle Coin Proof 1 oz $50 - NGC PF70 Random Date and Label,306302894434,"Apr 10, 2026","$4,886.44",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894434,36
1/2 oz American Gold Eagle $25 Coin (Random Year),396053483765,"Apr 10, 2026","$2,755.68",$0.00,,,Fixed price,https://www.ebay.com/itm/396053483765,35
2026 1/4 oz American Gold Eagle Coin BU,127621919942,"Apr 9, 2026","$1,394.86",$49.99,,,Fixed price,https://www.ebay.com/itm/127621919942,34
1/10 oz Gold American Eagle $5 US Mint Gold Eagle Coin Random Date,203643692614,"Mar 25, 2026",$504.85,$12.00,,,Fixed price,https://www.ebay.com/itm/203643692614,39
,,"Dec 24, 2025",$488.23,$0.00,,,Fixed price,,49
Random Year $5 1/10 oz American Gold Eagle Uncirculated Coin BU,375031786154,"Mar 22, 2026",$532.16,$0.00,,,Fixed price,https://www.ebay.com/itm/375031786154,70
American Gold Eagle 1/4 oz $10 - NGC MS70 Random Date and Label,375364348272,"Apr 11, 2026","$1,275.59",$0.00,,,Fixed price,https://www.ebay.com/itm/375364348272,67
1 oz gold Krugerrand / Platinum American Eagle Coin Capsules 33mm By Lighthouse,112844461484,"Apr 5, 2026",$9.67,$0.00,,,Fixed price,https://www.ebay.com/itm/112844461484,36
2025 $50 American Gold Eagle 1 oz Brilliant Uncirculated,316004995350,"Mar 3, 2026","$4,486.27",$0.00,,,Fixed price,https://www.ebay.com/itm/316004995350,38
2026 1/10th oz $5 Gold American Eagle Coin BU,365337328874,"Apr 1, 2026",$508.40,$49.95,,,Fixed price,https://www.ebay.com/itm/365337328874,31
"1/4 oz American Gold Eagle MS70 (Random Year, Varied Label, PCGS or NGC)",176690358377,"Mar 30, 2026","$1,261.44",$0.00,,,Fixed price,https://www.ebay.com/itm/176690358377,45
1/10 oz American Gold Eagle MS-70 NGC (Random Year),126053499378,"Apr 12, 2026",$641.88,$0.00,,,Fixed price,https://www.ebay.com/itm/126053499378,32
2025 American Gold Eagle 1 oz $50 - BU,306040981854,"Dec 29, 2025","$4,531.52",$0.00,,,Fixed price,https://www.ebay.com/itm/306040981854,44
2026 1/10 oz. American Gold Eagle BU & 1 oz American Silver Eagle BU,334104253541,"Apr 11, 2026",$603.79,$0.00,,,Fixed price,https://www.ebay.com/itm/334104253541,29
"1 oz Proof American Gold Eagle Coin (Random Year, Capsules Only)",395172087510,"Feb 2, 2026","$4,881.46",$0.00,,,Fixed price,https://www.ebay.com/itm/395172087510,52
American Gold Eagle 1/2 oz $25 - PCGS MS69 Random Date and Label,404887945086,"Mar 24, 2026","$2,636.03",$0.00,,,Fixed price,https://www.ebay.com/itm/404887945086,31
2026 $5 1/10-oz American Gold Eagle Brilliant Uncirculated,146970072496,"Apr 10, 2026",$563.59,$0.00,,,Fixed price,https://www.ebay.com/itm/146970072496,31
2026 1/2 oz American Gold Eagle Coin $25 (BU),177682411372,"Mar 13, 2026","$2,688.93",$0.00,,,Fixed price,https://www.ebay.com/itm/177682411372,26
1/4 oz American Gold Eagle Coin - Random Year (BU) $10 Gold Coin #A628,315271630065,"Dec 14, 2025","$1,160.34",$0.00,,,Fixed price,https://www.ebay.com/itm/315271630065,34
1 oz Gold American Eagle $50 Coin (BU) - Random Year #A310,364560274786,"Mar 27, 2026","$4,626.85",$0.00,,,Fixed price,https://www.ebay.com/itm/364560274786,32
American Gold Eagle Coin Proof 1/10 oz $5 - NGC PF70 Random Date and Label,405954289374,"Mar 23, 2026",$549.55,$0.00,,,Fixed price,https://www.ebay.com/itm/405954289374,60
US Mint Presentation Case For 1/10 oz Gold American Eagle Coin Display Gift Box,114118996658,"Apr 6, 2026",$11.68,$0.00,,,Fixed price,https://www.ebay.com/itm/114118996658,33
Guardhouse 1/10 Oz $5 American Gold Eagle Direct Fit Capsules 10 per Box,124550746400,"Apr 2, 2026",$10.08,$0.00,,,Fixed price,https://www.ebay.com/itm/124550746400,25
2026 Gold 1/4 oz Gold American Eagle $10 US Mint Gold Eagle .9167 Fine Coin,206001814577,"Apr 5, 2026","$1,387.00",$0.00,,,Fixed price,https://www.ebay.com/itm/206001814577,25
American Gold Eagle Coin Proof 1 oz $50 - PCGS PR70 Random Date and Label,306302894506,"Apr 11, 2026","$4,957.71",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894506,26
Lot of 5 Gold 2025 Gold 1/10 oz American Eagle $5 US Eagle Mint BU Coins,402925146004,"Dec 29, 2025","$2,387.43",$0.00,,,Fixed price,https://www.ebay.com/itm/402925146004,24
2025 1/2 oz American Gold Eagle $25 Coin (BU),176720614393,"Mar 15, 2026","$2,365.41",$0.00,,,Fixed price,https://www.ebay.com/itm/176720614393,23
2026 W Silver Eagle Liberty Bell 250 Privy FDI PF70 NGC Harrigal (1776–2026),257323059963,"Apr 10, 2026",$383.18,$0.00,,,Fixed price,https://www.ebay.com/itm/257323059963,28
2025-W Proof $1 American Silver Eagle Laser Privy PR68DCAM First Strike Gold,277485637656,"Feb 7, 2026",$113.19,$0.00,,,Fixed price,https://www.ebay.com/itm/277485637656,71
"2026 W 250th Anniversary Proof Silver Eagle NGC PF 70 UC, FR Gold 250 Presale",317967717604,"Apr 9, 2026",$329.68,$0.00,,,Fixed price,https://www.ebay.com/itm/317967717604,29
22mm Airtite Coin Capsule Holder Black Ring for 1/4 oz Gold American Eagle,145416620211,"Mar 31, 2026",$1.76,$4.67,,,Fixed price,https://www.ebay.com/itm/145416620211,70
American Gold Eagle 1/2 oz $25 - NGC MS70 Random Date and Label,405103826473,"Apr 10, 2026","$2,541.57",$0.00,,,Fixed price,https://www.ebay.com/itm/405103826473,22
2025 1/4 oz American Gold Eagle Coin BU,146291126793,"Apr 1, 2026","$1,338.05",$0.00,,,Fixed price,https://www.ebay.com/itm/146291126793,22
2025 1/2 oz American Gold Eagle $25 Coin (BU),156623628786,"Jan 2, 2026","$2,350.47",$0.00,,,Fixed price,https://www.ebay.com/itm/156623628786,37
1/100 oz .9999 Fine Gold Round American Eagle & Flag round in Capsule,296886931176,"Jan 22, 2026",$69.00,$0.00,,,Fixed price,https://www.ebay.com/itm/296886931176,29
American Gold Eagle 1/10 oz $5 - PCGS MS70 Random Date and Label,305683022746,"Apr 11, 2026",$523.94,$0.00,,,Fixed price,https://www.ebay.com/itm/305683022746,52
2026 W Silver Eagle Liberty Bell Battlefield 250 Privy FDD CAC PR70 (1776–2026),257357424374,"Mar 15, 2026",$381.00,$0.00,,,Fixed price,https://www.ebay.com/itm/257357424374,30
2026 1/10 oz American Gold Eagle Coin BU,297852751754,"Apr 6, 2026",$567.26,$0.00,,,Fixed price,https://www.ebay.com/itm/297852751754,30
American Gold Eagle 1/10 oz US Mint Presentation Gift Case Capsule Box -No Coin,126849900658,"Mar 31, 2026",$9.47,$4.41,,,Fixed price,https://www.ebay.com/itm/126849900658,35
Lot (5) 1/10 Oz American Gold Eagle Original US Mint Capsules - NO Coins,135788789576,"Mar 10, 2026",$13.40,$14.58,,,Fixed price,https://www.ebay.com/itm/135788789576,22
Lot of 5 Gold 2026 Gold 1/10 oz American Eagle $5 US Eagle Mint .9167 Fine Coins,206001851143,"Apr 10, 2026","$2,833.57",$0.00,,,Fixed price,https://www.ebay.com/itm/206001851143,21
American Gold Eagle 1 oz $50 - NGC MS70 Random Date and Label,375336158614,"Apr 12, 2026","$4,873.28",$0.00,,,Fixed price,https://www.ebay.com/itm/375336158614,29
2025 $5 1/10-oz American Gold Eagle Brilliant Uncirculated,387655928898,"Mar 25, 2026",$500.30,$0.00,,,Fixed price,https://www.ebay.com/itm/387655928898,23
2025 1/2 oz American Gold Eagle Coin BU,126847436601,"Jan 29, 2026","$2,673.98",$0.00,,,Fixed price,https://www.ebay.com/itm/126847436601,18
2025 $50 1-oz American Gold Eagle BU,146226606926,"Apr 2, 2026","$4,734.62",$0.00,,,Fixed price,https://www.ebay.com/itm/146226606926,24
Guardhouse 1 Oz $50 Gold American Eagle Direct Fit Capsules 10 per Box,255339422917,"Mar 27, 2026",$9.70,$0.00,,,Fixed price,https://www.ebay.com/itm/255339422917,22
2026 W Silver Eagle Liberty Bell 250 Privy FDD CAC PR70 (1776–2026),257323049466,"Apr 8, 2026",$386.64,$0.00,,,Fixed price,https://www.ebay.com/itm/257323049466,19
2026 1/4 oz American Gold Eagle Coin BU,297852751759,"Mar 21, 2026","$1,426.38",$0.00,,,Fixed price,https://www.ebay.com/itm/297852751759,21
2001 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,317017776196,"Mar 26, 2026",$595.76,$0.00,,,Fixed price,https://www.ebay.com/itm/317017776196,30
American Gold Eagle 1/10 oz $5 - PCGS MS69 Random Date and Label,375540878373,"Mar 20, 2026",$496.98,$0.00,,,Fixed price,https://www.ebay.com/itm/375540878373,25
American Gold Eagle Proof 1 oz $50 - Coin in OGP - Random Date,376211961356,"Apr 10, 2026","$4,842.36",$0.00,,,Fixed price,https://www.ebay.com/itm/376211961356,23
American Gold Eagle 1/4 oz $10 - Cull Condition - Random Date,405294791770,"Mar 25, 2026","$1,224.71",$0.00,,,Fixed price,https://www.ebay.com/itm/405294791770,19
2000 1 oz American Gold Eagle BU,121836343477,"Feb 22, 2026","$5,383.57",$0.00,,,Fixed price,https://www.ebay.com/itm/121836343477,19
2020 $5 1/10-oz American Gold Eagle GEM BU,134970176930,"Mar 21, 2026",$578.06,$0.00,,,Fixed price,https://www.ebay.com/itm/134970176930,21
2026 $5 American Gold Eagle 1/10 oz PCGS MS70 FS Flag Label,205945158368,"Apr 8, 2026",$649.37,$0.00,,,Fixed price,https://www.ebay.com/itm/205945158368,19
1/100 OZ MONARCH AMERICAN BALD EAGLE .9999 FINE GOLD ROUND IN SEALED CAPSULE BU,226927408163,"Mar 21, 2026",$61.15,$5.67,,,Fixed price,https://www.ebay.com/itm/226927408163,34
Air Tite 1/4 oz American Gold Eagle Direct Fit Coin Capsule - 22mm (1),284033202080,"Apr 12, 2026",$1.75,$5.01,,,Fixed price,https://www.ebay.com/itm/284033202080,28
Air Tite 1 oz American Gold Eagle Direct Fit Coin Capsule - 32mm (1),284033210767,"Mar 22, 2026",$1.75,$5.44,,,Fixed price,https://www.ebay.com/itm/284033210767,31
American Gold Eagle 1/4 oz $10 - PCGS MS70 Random Date and Label,375552718373,"Apr 12, 2026","$1,313.65",$0.00,,,Fixed price,https://www.ebay.com/itm/375552718373,30
2025 1/4 oz American Gold Eagle $10 Coin (BU),387696206560,"Apr 10, 2026","$1,214.04",$0.00,,,Fixed price,https://www.ebay.com/itm/387696206560,21
Random Date 1986-2026 $25 American Gold Eagle - 1/2 Oz. Gold - U.S. Gold Coin,137016716486,"Apr 12, 2026","$2,626.17",$0.00,,,Fixed price,https://www.ebay.com/itm/137016716486,20
Coin Bezel 1/10 oz American Gold Eagle Reeded Edge 14K Gold Filled Soldered Bail,146447627359,"Mar 21, 2026",$39.37,$0.00,,,Fixed price,https://www.ebay.com/itm/146447627359,20
2024 BLACK RUTHENIUM 1 Oz 999 Silver American Eagle Coin 24K Gold Gilded 2-Sided,192482483568,"Feb 6, 2026",$125.09,$0.00,,,Fixed price,https://www.ebay.com/itm/192482483568,21
Empty US Mint American Gold American Eagle 1/10 oz. Coin Tube - Holds 50 Coins,195236714930,"Apr 7, 2026",$10.03,$0.00,,,Fixed price,https://www.ebay.com/itm/195236714930,16
Empty US Mint American Gold American Eagle 1 oz. Coin Tube - Holds 20 Coins,203761348756,"Mar 30, 2026",$9.07,$0.00,,,Fixed price,https://www.ebay.com/itm/203761348756,17
Random Year $5 1/10 oz Proof American Gold Eagle in Capsule Coin,297127088468,"Apr 3, 2026",$515.58,$0.00,,,Fixed price,https://www.ebay.com/itm/297127088468,19
1993 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,315623968204,"Mar 19, 2026",$565.59,$0.00,,,Fixed price,https://www.ebay.com/itm/315623968204,17
Coin Bezel 1/4 oz. American Gold Eagle Reeded Edge 14K Gold Filled Soldered Bail,356664665088,"Apr 9, 2026",$45.20,$9.30,,,Fixed price,https://www.ebay.com/itm/356664665088,18
24k Pure Gold American Liberty Eagle Coin .9999 Fine Gold Round,358208404314,"Apr 12, 2026",$83.51,$0.00,,,Fixed price,https://www.ebay.com/itm/358208404314,27
American Gold Eagle 1/4 oz $10 - PCGS MS69 Random Date and Label,375564317391,"Mar 23, 2026","$1,259.07",$0.00,,,Fixed price,https://www.ebay.com/itm/375564317391,19
[Removed] Item 397654348493,397654348493,"Mar 25, 2026",$9.34,$0.00,,,Fixed price,,35
Random Year $50 1-oz American Gold Eagle BU,134957464184,"Apr 6, 2026","$5,018.95",$0.00,,,Fixed price,https://www.ebay.com/itm/134957464184,17
"2026 1 oz American Gold Eagle MS-70 PCGS (FS, 250th Anniv Label)",147082490308,"Apr 5, 2026","$5,323.91",$0.00,,,Fixed price,https://www.ebay.com/itm/147082490308,15
Lot of 2 Gold 2026 Gold 1/10 oz Gold American Eagle $5 US Mint .9167 Fine Coins,206001847358,"Mar 26, 2026","$1,134.33",$0.00,,,Fixed price,https://www.ebay.com/itm/206001847358,15
,,"Jan 12, 2026",$498.09,$0.00,,,Fixed price,,48
2006-W American Gold Buffalo Proof (1 oz) $50,371491762736,"Apr 11, 2026","$5,051.35",$0.00,,,Fixed price,https://www.ebay.com/itm/371491762736,15
2026 1/4 oz American Gold Eagle Coin $10 (BU),389381955093,"Apr 12, 2026","$1,332.26",$0.00,,,Fixed price,https://www.ebay.com/itm/389381955093,19
Lot of 10 Gold 2025 Gold 1/10 oz American Eagle $5 US Eagle Mint BU Coins,402925162193,"Dec 26, 2025","$4,698.75",$0.00,,,Fixed price,https://www.ebay.com/itm/402925162193,15
2018 1/10 oz American Gold Eagle BU,114732165418,"Apr 8, 2026",$575.95,$49.99,,,Fixed price,https://www.ebay.com/itm/114732165418,15
2026 1/10 oz American Gold Eagle Coin BU,116982041409,"Apr 10, 2026",$583.29,$0.00,,,Fixed price,https://www.ebay.com/itm/116982041409,19
(1) US Gold $20 American Liberty Head Double Eagle XF Random Date .9675 T Oz,126219204284,"Apr 2, 2026","$4,730.70",$0.00,,,Fixed price,https://www.ebay.com/itm/126219204284,16
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI W/OGP #255,137107581250,"Apr 6, 2026",$939.27,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581250,14
2026 1 oz American Gold Eagle BU,147090818090,"Apr 7, 2026","$5,153.59",$0.00,,,Fixed price,https://www.ebay.com/itm/147090818090,15
