Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2013 Lunar Year of the Snake - APMEX - 1/2 oz .999 Silver Round,376991365960,"Mar 13, 2026",$51.46,$0.00,,,Fixed price,https://www.ebay.com/itm/376991365960
2013 Australia Year of the Snake 1 oz Silver Coin 999 Lunar Series II BU,198226428802,"Apr 2, 2026",$85.65,$2.65,,,Fixed price,https://www.ebay.com/itm/198226428802
1 Oz .999 Fine Silver Bar Rand Refinery 2013 Lunar Snake Design Collectible,127746190585,"Mar 22, 2026",$88.92,$0.00,,,Auction,https://www.ebay.com/itm/127746190585
"2013 Canadian 1 oz .9999 Fine Silver 5 Dollars ""Maple Leaf Lunar Snake Privy"" BU",134484265011,"Apr 3, 2026",$138.88,$4.95,,,Fixed price,https://www.ebay.com/itm/134484265011
( Two ) 2013 Australia Year of the Snake 1/2 oz .999 Silver Coins,137108965620,"Mar 18, 2026",$118.00,$0.00,,,Auction,https://www.ebay.com/itm/137108965620
"Australia, 2013 P $1 Silver Lunar Snake High Relief - NGC Graded PF70 UCAM !!",137145879261,"Mar 21, 2026",$149.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137145879261
2013 Australia Year of the Snake Colorized 1 Oz Silver Coin,137146315907,"Mar 28, 2026",$110.00,$0.00,,,Auction,https://www.ebay.com/itm/137146315907
2013 Canada 1 oz Silver Maple Leaf Lunar Snake Privy,144767254311,"Mar 20, 2026",$102.44,$0.00,,,Fixed price,https://www.ebay.com/itm/144767254311
2013 Niue Lunar Year of the Snake Coral 1/2 oz Colorized Proof Silver Coin,156271552742,"Mar 18, 2026",$79.00,$5.52,,,Fixed price,https://www.ebay.com/itm/156271552742
2013 Canada $5 1oz Lunar Snake Privy Mark Silver Maple Leaf Bullion coin,168131445738,"Mar 14, 2026",$109.95,$2.00,,,Fixed price,https://www.ebay.com/itm/168131445738
2013 1 oz Lunar Snake Privy British Silver Britannia Coin,177647686009,"Mar 16, 2026",$92.64,$0.00,,,Fixed price,https://www.ebay.com/itm/177647686009
(2) 2012/2013 Australia 1/2 oz Lunar Year of the Dragon & Year Of The Snake,178007930981,"Apr 3, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178007930981
2013 Year SNAKE Australia PROOF 50¢ Perth Lunar 1/2 Oz Silver Color in FULL OGP,181018238402,"Mar 25, 2026",$76.51,$0.00,,,Fixed price,https://www.ebay.com/itm/181018238402
2013 1 oz Lunar Snake Privy British .999 Silver Britannia Coin,188114751435,"Mar 12, 2026",$91.50,$5.50,,,Auction,https://www.ebay.com/itm/188114751435
2013 Australia $1 Year of the Snake Colorized 1 Oz .999 Fine Silver Coin,188119356975,"Mar 8, 2026",$100.00,$9.45,,,Fixed price,https://www.ebay.com/itm/188119356975
Australia 1 dollar 1 Oz Year of the Snake Lunar Series II high relief coin 2013,204248393634,"Mar 8, 2026",$199.26,$10.00,,,Fixed price,https://www.ebay.com/itm/204248393634
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206151995764,"Mar 26, 2026",$57.00,$4.50,,,Auction,https://www.ebay.com/itm/206151995764
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,206162555887,"Mar 30, 2026",$145.50,$5.52,,,Auction,https://www.ebay.com/itm/206162555887
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206164905556,"Mar 31, 2026",$41.01,$2.68,,,Auction,https://www.ebay.com/itm/206164905556
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,227273452733,"Apr 1, 2026",$162.50,$1.90,,,Auction,https://www.ebay.com/itm/227273452733
Silver! 2013 P Perth Mint ANACS MS70 DCAM Lunar II Snake First Day of Issue,236686224178,"Mar 21, 2026",$103.50,$23.05,,,Auction,https://www.ebay.com/itm/236686224178
2013 P Australia Silver Lunar year SNAKE COLORIZED YELLOW NGC PF 70 ER 1 oz Coin,251427688458,"Mar 29, 2026",$188.76,$96.00,,,Fixed price,https://www.ebay.com/itm/251427688458
2013 P Australia Silver Lunar year SNAKE GREEN Berlin Fair NGC MS 70 1 oz Coin R,251427734754,"Mar 14, 2026",$276.52,$23.05,,,Fixed price,https://www.ebay.com/itm/251427734754
2013 Lunar Year of the Snake 1/2 oz .999 Silver Coin Perth Australia Series II,257422836746,"Mar 30, 2026",$50.00,$5.20,,,Fixed price,https://www.ebay.com/itm/257422836746
2013 PAMP Suisse 1 Oz Silver Lunar Year Snake Silver Bar In Assay,257430895615,"Apr 4, 2026",$144.50,$6.00,,,Auction,https://www.ebay.com/itm/257430895615
1/2 OZ SILVER PROOF COIN NIUE LUNAR YEAR OF THE SNAKE HARLEQUIN CORALW/COA,277221392517,"Mar 30, 2026",$50.00,$9.45,,,Fixed price,https://www.ebay.com/itm/277221392517
2013 Australia Silver 1 Oz $ 1 Yr Of The Snake Coin Colorized .999,277809216443,"Mar 16, 2026",$100.00,$3.00,,,Auction,https://www.ebay.com/itm/277809216443
2013 Australia Chinese Lunar Year Snake Colored 1/2oz Silver Proof Coin w/OGP,285776068992,"Mar 11, 2026",$75.00,$5.62,,,Fixed price,https://www.ebay.com/itm/285776068992
1/2 OZ SILVER PROOF COIN NIUE LUNAR YEAR OF THE SNAKE HARLEQUIN CORALW/COA,286588272341,"Mar 26, 2026",$120.00,$5.62,,,Fixed price,https://www.ebay.com/itm/286588272341
Pamp Suisse 1 oz Silver Bar 2013 Lunar Snake,306827895028,"Mar 20, 2026",$199.95,$0.00,,,Fixed price,https://www.ebay.com/itm/306827895028
2013 P Australia Snake 1 oz Silver NGC MS70 First 1000 Struck,306841420343,"Mar 31, 2026",$124.95,$0.00,,,Fixed price,https://www.ebay.com/itm/306841420343
2013 1/2 oz .999 Fine Silver BU Perth Lunar Year of the Snake W/ Capsule,317909471367,"Mar 29, 2026",$50.00,$0.00,,,Fixed price,https://www.ebay.com/itm/317909471367
2013 Year of the Snake 1/2 oz .999 Silver Coin - Colorized - Proof w/ Packaging,318043818409,"Mar 25, 2026",$53.00,$10.00,,,Auction,https://www.ebay.com/itm/318043818409
Proof 2013 Australia Year Of The Snake 1 OZ Silver Perth Mint,327049300446,"Mar 20, 2026",$105.50,$5.52,,,Auction,https://www.ebay.com/itm/327049300446
PAMP Suisse 2013 Lunar Snake 1 oz Silver Bar with Assay Card Year of the Snake,366316480531,"Apr 1, 2026",$145.00,$6.75,,,Fixed price,https://www.ebay.com/itm/366316480531
2013-P Australia PCGS 1 oz Silver Year of the Snake UNC MS70 First Strike,389708343404,"Mar 22, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389708343404
2013 P AUSTRALIA Lunar YEAR of SNAKE 1 oz pure Silver Coin NGC MS70 red label,397700859772,"Mar 18, 2026",$96.00,$5.27,,,Auction,https://www.ebay.com/itm/397700859772
2013 - Lunar Year of the Snake Niue $2 coin w/ Egg & Box 1/2 0z. 999 Silver Coin,406329900757,"Mar 20, 2026",$89.99,$10.15,,,Fixed price,https://www.ebay.com/itm/406329900757
2013 1 oz 10 Yuan Fan shape silver coin China Lunar year of snake with COA & box,123000697738,"Jan 24, 2026",$149.99,$0.00,,,Fixed price,https://www.ebay.com/itm/123000697738,1
,,"Dec 24, 2025",$80.00,$0.00,,,Fixed price,,3
,,"Dec 22, 2025",$685.00,$15.00,,,Auction,,1
,,"Jan 9, 2026",$89.98,$4.79,,,Auction,,1
2013 Canada Lunar Year of the Snake 15 Dollar .999 Silver Proof Coin 1 TROY OZ,127657326968,"Feb 9, 2026",$89.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127657326968,1
,,"Dec 3, 2025",$74.00,$0.00,,,Fixed price,,1
,,"Oct 19, 2025",$80.00,$4.59,,,Fixed price,,1
,,"Dec 13, 2025",$61.99,$0.00,,,Fixed price,,1
,,"Nov 17, 2025",$103.50,$0.00,,,Auction,,1
,,"Jan 11, 2026",$89.99,$0.00,,,Fixed price,,1
2013 Australia YEAR OF SNAKE 1 Oz. COLORIZED SILVER COIN with Dark Toning,136950280794,"Jan 24, 2026",$124.50,$0.00,,,Auction,https://www.ebay.com/itm/136950280794,1
2013 Tuvalu 1/2 oz Silver Lunar Baby Snake Proof (Colorized),136961768213,"Jan 29, 2026",$67.00,$7.95,,,Auction,https://www.ebay.com/itm/136961768213,1
(4) PAMP SUISSE LUNAR 1 Oz SILVER 2013 Snake 2015 Goat 2016 Monkey 2017 Rooster,136973802712,"Jan 22, 2026",$749.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136973802712,1
2013 Lunar Year Of The Snake ~ 1 oz 999 AG ~ RAND REFINERY BAR,136980053925,"Jan 29, 2026",$123.50,$0.00,,,Fixed price,https://www.ebay.com/itm/136980053925,1
2013 Lunar Year Of The Snake ~ (2) - 1 oz 999 AG ~ RAND REFINERY BAR,137023676745,"Feb 23, 2026",$180.00,$7.70,,,Fixed price,https://www.ebay.com/itm/137023676745,1
2013 PAMP Suisse 1 oz .999 Silver Lunar Snake - F The Ugly Assay - Gorgeous Bar,137032058934,"Feb 18, 2026",$125.50,$4.25,,,Auction,https://www.ebay.com/itm/137032058934,1
2013 Lunar Year of the Snake 1/2 oz .999 Silver Coin Perth Australia Series II,137056440354,"Feb 21, 2026",$59.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137056440354,1
"2013 Australia Year of the Snake Colorized 1 Oz Silver Coin, Gold Toning",137198079257,"Apr 14, 2026",$110.00,$0.00,,,Auction,https://www.ebay.com/itm/137198079257,1
,,"Oct 22, 2025",$60.00,$4.50,,,Fixed price,,1
2013 Australia 1/2 oz Silver Year of the Snake BU (Series II),145346073004,"Apr 11, 2026",$65.09,$0.00,,,Fixed price,https://www.ebay.com/itm/145346073004,1
,,"Nov 10, 2025",$66.00,$1.39,,,Fixed price,,1
,,"Oct 21, 2025",$49.02,$4.87,,,Auction,,1
,,"Nov 1, 2025",$52.21,$5.12,,,Fixed price,,1
,,"Dec 11, 2025",$75.95,$5.62,,,Fixed price,,1
,,"Nov 5, 2025",$86.00,$4.99,,,Auction,,1
,,"Nov 12, 2025",$57.78,$5.15,,,Auction,,1
,,"Dec 25, 2025",$75.00,$0.00,,,Fixed price,,1
"2013- China Lunar Series ""Snake"" Silver 10Y- NGC PF70 Ultra Cameo",147077232982,"Mar 5, 2026",$130.00,$5.00,,,Fixed price,https://www.ebay.com/itm/147077232982,1
"2013-P Australia Silver Dollar - Year Of The Snake, NGC MS69",147085145661,"Jan 12, 2026",$89.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147085145661,1
2013 PAMP Lunar Calendar Series One Ounce Silver Bar Snake A3,147139005599,"Feb 12, 2026",$215.50,$4.99,,,Auction,https://www.ebay.com/itm/147139005599,1
,,"Dec 24, 2025",$94.00,$5.09,,,Fixed price,,1
2013 Britannia 1oz Silver Lunar Year of the Snake Privy,157447918087,"Feb 8, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157447918087,1
,,"Dec 26, 2025",$82.00,$5.15,,,Auction,,1
,,"Jan 12, 2026",$89.00,$0.00,,,Fixed price,,1
1 Oz grams 999 Silver 2013 Lunar Snake Suisse PAMP Mint Bullion Coin Assay Card,157596020066,"Jan 27, 2026",$165.00,$5.45,,,Fixed price,https://www.ebay.com/itm/157596020066,1
,,"Jan 14, 2026",$95.00,$0.00,,,Fixed price,,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157614014267,"Jan 18, 2026",$97.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157614014267,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157623428530,"Jan 23, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157623428530,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157634674555,"Jan 24, 2026",$108.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157634674555,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157635268238,"Jan 24, 2026",$109.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157635268238,1
"💥💥 ⭐2013 Australia Lunar Year of SNAKE 1 oz Silver Coin, ORIGINAL",157642203363,"Jan 28, 2026",$90.00,$5.52,,,Auction,https://www.ebay.com/itm/157642203363,1
"💥💥 ⭐2013 Australia Lunar Year of SNAKE 1 oz Silver Coin, ORIGINAL",157643780228,"Feb 4, 2026",$85.00,$5.52,,,Auction,https://www.ebay.com/itm/157643780228,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157648149018,"Jan 30, 2026",$103.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157648149018,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157650159871,"Feb 3, 2026",$101.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157650159871,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157657368820,"Feb 4, 2026",$101.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157657368820,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157659306309,"Feb 8, 2026",$98.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157659306309,1
2013 Australia Snake 1oz .999 Silver Reverse Proof Coin [Y18],157664000088,"Feb 14, 2026",$90.00,$5.52,,,Auction,https://www.ebay.com/itm/157664000088,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157670838743,"Feb 14, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157670838743,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157686192688,"Feb 16, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157686192688,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157688687021,"Feb 17, 2026",$96.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157688687021,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157690710168,"Feb 21, 2026",$97.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157690710168,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157698226234,"Feb 21, 2026",$98.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157698226234,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157699950763,"Feb 23, 2026",$98.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157699950763,1
2013 Australia Snake 1oz .999 Silver Reverse Proof Coin [B20],157700510658,"Mar 1, 2026",$103.50,$5.00,,,Auction,https://www.ebay.com/itm/157700510658,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157702453871,"Feb 23, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157702453871,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157703145855,"Feb 23, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157703145855,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157703408886,"Feb 24, 2026",$101.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157703408886,1
2013 Australia GREEN YELLOW SNAKE Lunar II - Colored 1 oz Silver coin - RARE!,157705980842,"Feb 24, 2026",$102.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157705980842,1
Australian Snake *2013* Golden (45MM) Bezel One Pure Ounce Keychain,167496707912,"Feb 25, 2026",$125.00,$5.89,,,Fixed price,https://www.ebay.com/itm/167496707912,1
,,"Oct 19, 2025",$78.00,$0.00,,,Fixed price,,1
,,"Oct 25, 2025",$56.00,$4.99,,,Auction,,1
,,"Oct 31, 2025",$57.00,$8.35,,,Auction,,1
,,"Nov 16, 2025",$69.99,$3.99,,,Fixed price,,1
,,"Dec 21, 2025",$59.00,$6.99,,,Fixed price,,1
,,"Jan 2, 2026",$44.95,$2.00,,,Fixed price,,1
,,"Jan 14, 2026",$51.00,$4.85,,,Auction,,1
2013 Rand Refinery Lunar Snake 1oz 999 Fine Silver Bar - 1 OZ Silver New Year,168121506538,"Jan 29, 2026",$113.99,$4.99,,,Fixed price,https://www.ebay.com/itm/168121506538,1
2013 Niue 1/2 oz Silver $2 Lunar Snake w/Reptile Egg Case (Box & COA) PROOF COIN,177031317918,"Feb 19, 2026",$83.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177031317918,1
,,"Dec 14, 2025",$69.99,$3.99,,,Fixed price,,1
,,"Dec 3, 2025",$65.95,$0.00,,,Fixed price,,1
2013 Year Of The Snake 1 Oz Silver Coin Lunar Series II Australia BU In Capsule,177641896972,"Jan 18, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177641896972,1
,,"Dec 19, 2025",$78.49,$5.49,,,Fixed price,,1
,,"Jan 7, 2026",$90.00,$0.00,,,Fixed price,,1
,,"Jan 7, 2026",$85.00,$0.00,,,Fixed price,,1
,,"Jan 13, 2026",$95.00,$0.00,,,Fixed price,,1
,,"Jan 13, 2026",$179.99,$0.00,,,Fixed price,,9
2013P $1 AUSTRALIA LUNAR 1 OZ SILVER YEAR OF THE SNAKE COLORIZED-NGC-MS69,177785172130,"Apr 14, 2026",$120.00,$4.99,,,Fixed price,https://www.ebay.com/itm/177785172130,1
2013 Year Of The Snake 1 Oz Silver Coin Lunar Series II Australia BU In Capsule,177788645367,"Jan 21, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177788645367,1
Australian 2013 Lunar Series Ii Year of Snake B/U - 1 Oz .999 Silver -In Capsule,177791115223,"Jan 24, 2026",$104.50,$4.88,,,Auction,https://www.ebay.com/itm/177791115223,1
2013 1 oz Silver Australian Lunar Year of the Snake Colorized Proof.,177802241210,"Jan 23, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177802241210,1
2013 1 oz Silver Australian Lunar Year of the Snake Colorized Proof.,177802523569,"Jan 23, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177802523569,1
2013 1 oz Silver Australian Lunar Year of the Snake Colorized Proof.,177807246969,"Jan 25, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177807246969,1
2013 1 oz Silver Australian Lunar Year of the Snake Colorized Proof.,177810391087,"Jan 29, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177810391087,1
2013 1 oz Silver Australian Lunar Year of the Snake Colorized Proof.,177816860683,"Jan 28, 2026",$129.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177816860683,1
2013 Niue Lunar Year of the Snake Lucky Oval Colorized 1oz Proof Silver Coin,177837605770,"Feb 28, 2026",$120.00,$5.62,,,Fixed price,https://www.ebay.com/itm/177837605770,1
2013 1 Oz SILVER $5 TOKELAU YEAR OF THE SNAKE ONE OF FIRST 1000 STRUCK NGC MS70,177969100724,"Apr 12, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177969100724,1
2013 CHINA COLORIZED LUNAR SNAKE 1 OZ SILVER PERFECT RARE NGC PF 70,184720258249,"Jan 23, 2026",$149.41,$18.02,,,Fixed price,https://www.ebay.com/itm/184720258249,1
2013P Australia Year of The Snake Lunar 1 oz Silver $1 Coin NGC MS 69,185269193998,"Jan 25, 2026",$115.00,$4.95,,,Fixed price,https://www.ebay.com/itm/185269193998,1
,,"Dec 24, 2025",$92.00,$19.00,,,Fixed price,,2
2013 1 Oz 999 Silver Coin $2 Niue Year of the Snake Lucky Oval with Case and Box,186218350068,"Jan 25, 2026",$110.00,$35.15,,,Fixed price,https://www.ebay.com/itm/186218350068,1
,,"Jan 16, 2026",$56.00,$0.50,,,Fixed price,,1
,,"Dec 24, 2025",$81.99,$5.00,,,Fixed price,,1
,,"Oct 25, 2025",$27.00,$4.87,,,Fixed price,,1
,,"Dec 13, 2025",$35.77,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$90.00,$0.00,,,Fixed price,,1
,,"Jan 16, 2026",$189.99,$0.00,,,Fixed price,,5
2013 PAMP 1oz .999 Fine Silver Lunar Calendar Series Snake w/ Assay Card,188274888565,"Apr 13, 2026",$99.99,$0.00,,,Fixed price,https://www.ebay.com/itm/188274888565,1
,,"Nov 30, 2025",$100.00,$3.95,,,Fixed price,,1
2013 Niue $2 Lunar Year of the Snake Colorized 1/2oz Silver Coin [044GRA],196329056146,"Jan 21, 2026",$47.50,$4.95,,,Fixed price,https://www.ebay.com/itm/196329056146,1
,,"Dec 24, 2025",$77.88,$5.51,,,Fixed price,,1
,,"Nov 17, 2025",$109.95,$7.50,,,Fixed price,,1
,,"Nov 15, 2025",$59.95,$0.00,,,Fixed price,,1
,,"Nov 15, 2025",$79.00,$4.65,,,Auction,,1
,,"Dec 6, 2025",$56.99,$4.95,,,Fixed price,,1
,,"Dec 19, 2025",$79.99,$8.55,,,Fixed price,,1
,,"Dec 18, 2025",$74.00,$0.00,,,Auction,,1
,,"Jan 3, 2026",$94.95,$6.95,,,Fixed price,,1
2013 Ruthenium Year Of The Snake 1 Oz Silver Coin Lunar Series II #7 Of 500!,198018480362,"Jan 25, 2026",$126.00,$0.00,,,Fixed price,https://www.ebay.com/itm/198018480362,1
2013 Australia Year of the Snake 1 oz Silver Coin 999 Lunar Series II BU,198070233282,"Feb 1, 2026",$95.00,$5.95,,,Fixed price,https://www.ebay.com/itm/198070233282,1
2013 Lunar Year of the Snake 1 Ounce .999 Silve Art Bar in sealed Package,198094370631,"Feb 20, 2026",$86.00,$4.78,,,Fixed price,https://www.ebay.com/itm/198094370631,1
2013 Palau Year of the Snake 1 oz Hi Rel Silver Coin 999 Lunar Series Gilded OGP,198126373977,"Feb 23, 2026",$115.17,$6.95,,,Fixed price,https://www.ebay.com/itm/198126373977,1
,,"Nov 21, 2025",$49.95,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$29.95,$5.71,,,Fixed price,,1
,,"Dec 27, 2025",$76.00,$1.01,,,Auction,,1
,,"Jan 6, 2026",$42.00,$4.50,,,Auction,,1
,,"Jan 13, 2026",$47.00,$4.50,,,Auction,,1
,,"Jan 15, 2026",$47.00,$4.50,,,Auction,,1
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206002179403,"Jan 22, 2026",$52.50,$0.00,,,Auction,https://www.ebay.com/itm/206002179403,1
2013 NGC MS70 Australia 1 Oz Silver ~ Lunar Year of the Snake $1 Bullion Coin,206005985134,"Jan 19, 2026",$115.00,$5.00,,,Fixed price,https://www.ebay.com/itm/206005985134,1
2013 Lunar Year of the Snake 1 oz Silver Colorized Perth Mint Series II BU Coin,206083344024,"Feb 28, 2026",$100.99,$0.00,,,Fixed price,https://www.ebay.com/itm/206083344024,1
2013-P 1oz Australia Year of the Snake Silver Coin - Gilded - w/ Box & COA,206093295163,"Feb 25, 2026",$133.00,$6.50,,,Fixed price,https://www.ebay.com/itm/206093295163,2
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz Coin,206182651029,"Apr 6, 2026",$34.00,$8.75,,,Auction,https://www.ebay.com/itm/206182651029,1
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206187960396,"Apr 10, 2026",$42.00,$4.50,,,Auction,https://www.ebay.com/itm/206187960396,1
2013 P Australia Silver Lunar Series II Year of the Snake 1/2 oz BU Sealed,206200840268,"Apr 16, 2026",$41.17,$4.50,,,Auction,https://www.ebay.com/itm/206200840268,1
,,"Dec 20, 2025",$975.00,$5.95,,,Fixed price,,1
2013 1/10 oz. Gold & 1 oz. Silver Lunar Snake w/ Box & Cert #94410,226812063926,"Feb 6, 2026",$748.00,$9.95,,,Fixed price,https://www.ebay.com/itm/226812063926,1
,,"Oct 23, 2025",$34.95,$2.95,,,Fixed price,,1
,,"Oct 24, 2025",$52.36,$0.00,,,Auction,,1
,,"Dec 7, 2025",$61.06,$4.95,,,Fixed price,,3
,,"Dec 12, 2025",$63.00,$0.00,,,Fixed price,,1
,,"Dec 15, 2025",$61.00,$5.09,,,Fixed price,,1
,,"Jan 3, 2026",$89.95,$4.95,,,Fixed price,,1
,,"Jan 8, 2026",$45.00,$5.80,,,Fixed price,,1
,,"Jan 6, 2026",$79.00,$0.00,,,Fixed price,,1
"AUSTRALIA 2013 LUNAR SNAKE 50 CENTS 1/2 OZ SILVER, COIN HAS SPOTS AND PITTING",227179859044,"Jan 27, 2026",$42.50,$5.00,,,Fixed price,https://www.ebay.com/itm/227179859044,1
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,227218984824,"Feb 22, 2026",$165.00,$5.90,,,Auction,https://www.ebay.com/itm/227218984824,1
2013 Lunar Year of the Snake 1/2 oz .999 Silver Coin Perth Australia Series II,116569670292,"Jan 26, 2026",$48.82,$0.00,,,Fixed price,https://www.ebay.com/itm/116569670292,21
,,"Jan 27, 2026",$59.99,$0.00,,,Fixed price,,9
,,"Jan 23, 2026",$83.33,$4.85,,,Fixed price,,3
2013 Niue 1/2 oz .999 Silver Coin $2 Lunar Snake with Egg Case Box & COA,225829411604,"Apr 20, 2026",$72.00,$0.00,,,Fixed price,https://www.ebay.com/itm/225829411604,4
,,"Nov 12, 2025",$52.95,$5.05,,,Fixed price,,4
,,"Jan 19, 2026",$47.59,$0.00,,,Fixed price,,3
2013 Lunar Year of the Snake 1oz .999 Silver Coin Perth Australia Series II🐍,116569669398,"Jan 24, 2026",$88.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116569669398,2
,,"Jan 20, 2026",$119.50,$0.00,,,Fixed price,,2
,,"Jan 22, 2026",$102.23,$4.99,,,Fixed price,,2
,,"Jan 23, 2026",$123.00,$0.00,,,Fixed price,,8
,,"Jan 24, 2026",$149.99,$0.00,,,Fixed price,,1
,,"Jan 24, 2026",$124.50,$0.00,,,Auction,,1
,,"Jan 29, 2026",$67.00,$7.95,,,Auction,,1
,,"Jan 22, 2026",$749.95,$0.00,,,Fixed price,,1
,,"Jan 29, 2026",$123.50,$0.00,,,Fixed price,,1
2013 PAMP Suisse Lunar Calendar Year Of The Snake 1 oz .999 Silver Bar,137246771174,"Apr 26, 2026",$85.88,$4.99,,,Auction,https://www.ebay.com/itm/137246771174,1
2013 PAMP Suisse Lunar Series Year of SNAKE 1 oz .999 Fine Silver in Assay,137274553170,"May 2, 2026",$140.00,$5.72,,,Fixed price,https://www.ebay.com/itm/137274553170,1
,,"Jan 27, 2026",$165.00,$5.45,,,Fixed price,,1
,,"Jan 18, 2026",$97.00,$0.00,,,Fixed price,,1
,,"Jan 23, 2026",$100.00,$0.00,,,Fixed price,,1
,,"Jan 24, 2026",$108.00,$0.00,,,Fixed price,,1
,,"Jan 24, 2026",$109.00,$0.00,,,Fixed price,,1
,,"Jan 28, 2026",$90.00,$5.52,,,Auction,,1
,,"Jan 30, 2026",$103.00,$0.00,,,Fixed price,,1
,,"Jan 29, 2026",$113.99,$4.99,,,Fixed price,,1
,,"Jan 18, 2026",$105.00,$0.00,,,Fixed price,,1
,,"Jan 21, 2026",$110.00,$0.00,,,Fixed price,,1
,,"Jan 24, 2026",$104.50,$4.88,,,Auction,,1
,,"Jan 23, 2026",$110.00,$0.00,,,Fixed price,,1
,,"Jan 23, 2026",$115.00,$0.00,,,Fixed price,,1
,,"Jan 25, 2026",$120.00,$0.00,,,Fixed price,,1
,,"Jan 29, 2026",$120.00,$0.00,,,Fixed price,,1
,,"Jan 28, 2026",$129.99,$0.00,,,Fixed price,,1
