Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
American Platinum Eagle (1/10 oz) $10 - BU - Random Date,373487202565,"Mar 19, 2026",$307.36,$0.00,,,Fixed price,https://www.ebay.com/itm/373487202565
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.04,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520
American Platinum Eagle Proof 1/10 oz $10 - Coin in OGP - Random Date,306366576342,"Mar 19, 2026",$271.60,$0.00,,,Fixed price,https://www.ebay.com/itm/306366576342
American Platinum Eagle 1/10 oz $10 - NGC MS70 Random Date and Label,376354442227,"Mar 26, 2026",$336.93,$0.00,,,Fixed price,https://www.ebay.com/itm/376354442227
Empty US Mint Capsule 1/10 oz - Fits Gold American Eagles Buffalo Platinum Coins,112285332796,"Mar 21, 2026",$6.47,$4.49,,,Fixed price,https://www.ebay.com/itm/112285332796
2000 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117075078302,"Apr 2, 2026",$379.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075078302
1997 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117075093749,"Apr 3, 2026",$465.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075093749
2008 1/10 oz $10 US Platinum Eagle MS70 NGC NICE LOW PRICE!!,117088383713,"Mar 24, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117088383713
2007 W $10 Proof Platinum Eagle 1/10 oz 🦅 Vault Box 10 NGC X PF70 Ultra Cameo,117093017936,"Mar 24, 2026",$225.00,$4.85,,,Fixed price,https://www.ebay.com/itm/117093017936
2008-W $10 Burnished Tenth Ounce Platinum Eagle PCGS MS70,127725265979,"Apr 2, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127725265979
2002-W $10 Platinum 1/10 oz American Eagle Proof Coin With COA & OGP,127728112985,"Mar 23, 2026",$280.00,$5.77,,,Fixed price,https://www.ebay.com/itm/127728112985
AMERICAN PLATINUM 1/10 Oz. $10 EAGLE 2001 GRADED ICG-MS69 COIN BEAUTIFUL EXAMPLE,127728874207,"Mar 9, 2026",$280.00,$10.15,,,Fixed price,https://www.ebay.com/itm/127728874207
1999-W $10 Platinum 1/10 oz American Eagle Proof Coin With COA & OGP,127763658707,"Mar 22, 2026",$280.00,$5.77,,,Fixed price,https://www.ebay.com/itm/127763658707
2001-W $10 American Platinum Eagle 1/10 Oz Platinum PF70 UCAM NGC,137026425388,"Apr 2, 2026",$446.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137026425388
1/10 oz $10 American Eagle Platinum Coin Bezel 16.5mm Plain Prong 10k Gold,137062575300,"Mar 15, 2026",$160.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137062575300
2002 $10 American PLATINUM Eagle 1/10th Statue of Liberty Bullion BU UNCIRCULATD,137124843737,"Mar 19, 2026",$274.71,$5.29,,,Fixed price,https://www.ebay.com/itm/137124843737
1997 1/10th Oz. PLATINUM Eagle Coin US Mint Statue of Liberty BU Good Condition,137149828501,"Mar 24, 2026",$200.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137149828501
"2007 Platinum Eagle 4 Coin Set NGC MS 69 US Mint Coin 1, 1/2, 1/4, 1/10 Oz .999",146906330479,"Apr 4, 2026","$4,577.99",$0.00,,,Fixed price,https://www.ebay.com/itm/146906330479
2006 NGC MS70 1/10th $10 Platinum Eagle,147198374625,"Mar 18, 2026",$300.00,$9.00,,,Auction,https://www.ebay.com/itm/147198374625
2001W 1/10 oz American Platinum Eagle Proof – Original Box & COA,147223721906,"Mar 29, 2026",$369.00,$5.29,,,Fixed price,https://www.ebay.com/itm/147223721906
2004 1/10 oz American Platinum Eagle NGC MS69,147223723512,"Mar 30, 2026",$284.05,$5.68,,,Fixed price,https://www.ebay.com/itm/147223723512
2003 1/10 oz American Platinum Eagle NGC MS69,147223724603,"Apr 1, 2026",$290.00,$5.20,,,Fixed price,https://www.ebay.com/itm/147223724603
QTY 10 - 1/10 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,156284926297,"Mar 30, 2026",$25.95,$0.00,,,Fixed price,https://www.ebay.com/itm/156284926297
1997 $10 1/10 oz American Liberty Platinum Eagle NGC PF68 Ultra Cameo,157721512924,"Apr 1, 2026",$319.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157721512924
2003 - 1/10 oz United States Mint - American Platinum Eagle Bullion $10 Coin,157730914665,"Mar 15, 2026",$380.00,$5.29,,,Auction,https://www.ebay.com/itm/157730914665
1997 W 1/10 oz Proof Platinum $10 American Eagle Coin In OGP-with Box & COA,157762002834,"Mar 20, 2026",$300.00,$5.45,,,Fixed price,https://www.ebay.com/itm/157762002834
2000 1/10 ounce American Platinum Eagle MS70 HOT!,167732617130,"Apr 2, 2026",$540.00,$0.00,,,Fixed price,https://www.ebay.com/itm/167732617130
Canada 1997 $30 1/10 Oz Platinum Proof Coin NGC PF69 UC Wildlife - Wood Bison,167738411973,"Mar 11, 2026",$399.99,$4.99,,,Fixed price,https://www.ebay.com/itm/167738411973
2008 -W 1/10 oz Proof $10 American Platinum Eagle OGP COA KEY DATE,168253484426,"Mar 31, 2026",$475.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168253484426
1998 - 1/10 oz United States Mint - American Platinum Eagle Bullion $10 Coin,177918527170,"Mar 8, 2026",$294.69,$0.00,,,Auction,https://www.ebay.com/itm/177918527170
2007 $10 1/10 oz American Platinum Eagle NGC MS70,177964796719,"Mar 16, 2026",$342.02,$9.99,,,Fixed price,https://www.ebay.com/itm/177964796719
2003 $10 American Platinum Eagle 1/10 Oz Platinum MS69 ICG,177989861991,"Mar 29, 2026",$232.50,$7.95,,,Auction,https://www.ebay.com/itm/177989861991
1997 Proof Platinum Eagle 1/10 Original Box/COA,188142058675,"Mar 19, 2026",$295.00,$39.81,,,Auction,https://www.ebay.com/itm/188142058675
2003 $10 American Platinum Eagle - 1/10 Oz Platinum - MS70 NGC,188220794385,"Mar 31, 2026",$325.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188220794385
2004 W 1/10 oz. Platinum $10 American Eagle NGC PF 70 Ultra Cameo,196667438268,"Apr 2, 2026",$479.95,$4.85,,,Fixed price,https://www.ebay.com/itm/196667438268
1997 W 1/10 oz Proof Platinum $10 American Eagle Coin In OGP-with all/OGP,198109230402,"Mar 23, 2026",$311.02,$10.00,,,Fixed price,https://www.ebay.com/itm/198109230402
"2003 American Platinum Eagle 1/10 Oz Coin, ***Fast Shipping ***",198193221565,"Mar 20, 2026",$275.00,$5.84,,,Fixed price,https://www.ebay.com/itm/198193221565
2006w 1/10 oz American Platinum Eagle Proof – Original Box & COA,198243127061,"Apr 1, 2026",$305.00,$11.95,,,Fixed price,https://www.ebay.com/itm/198243127061
QTY 10 - 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,205079685020,"Apr 6, 2026",$27.95,$0.00,,,Fixed price,https://www.ebay.com/itm/205079685020
2006-W $10 STATUE OF LIBERTY AMERICAN EAGLE PROOF 1/10 OZ PLATINUM PCGS PR69DCAM,206166530390,"Apr 1, 2026",$325.00,$5.45,,,Auction,https://www.ebay.com/itm/206166530390
1998 W PLATINUM $10 AMERICAN EAGLE 1/10oz STATUE OF LIBERTY NGC PF 70 UC,227064109302,"Apr 2, 2026",$434.50,$5.95,,,Fixed price,https://www.ebay.com/itm/227064109302
2005-W $10 PLATINUM EAGLE STATUE OF LIBERTY NGC PF70 EVERHART - 1/10 Oz,227237924691,"Apr 2, 2026",$425.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227237924691
2008 $10 1/10oz Platinum American Eagle - PCGS MS69 - Phillip Diehl,227238403358,"Mar 8, 2026",$320.00,$0.00,,,Auction,https://www.ebay.com/itm/227238403358
2008 $10 1/10oz Platinum American Eagle - PCGS MS69 - Phillip Diehl,227250559239,"Mar 15, 2026",$306.89,$0.00,,,Auction,https://www.ebay.com/itm/227250559239
2007 W PLATINUM EVERHART SIGNED $10 AMERICAN EAGLE 1/10oz SOL NGC PF 70 UC,227254964592,"Apr 2, 2026",$495.00,$6.95,,,Fixed price,https://www.ebay.com/itm/227254964592
1999 W $10 PROOF PLATINUM EAGLE NGC PF70 ULTRA CAMEO DON EVERHART SIGNED 1/10 OZ,236032799003,"Mar 31, 2026",$495.00,$0.00,,,Fixed price,https://www.ebay.com/itm/236032799003
U.S. Mint American Eagle 1999 $10 1/10 oz Platinum Statue of Liberty Coin,236676243654,"Apr 2, 2026",$290.00,$5.52,,,Fixed price,https://www.ebay.com/itm/236676243654
2002-W 1/10 OZ PROOF PLATINUM EAGLE ✪ NGC PF-70 ✪ OZ COIN AMERICAN $10 CASTLE,257422415844,"Mar 25, 2026",$359.95,$0.00,,,Fixed price,https://www.ebay.com/itm/257422415844
2007 $10 Platinum Eagle 1/10 oz MS70 NGC EARLY RELEASE LOW PRICE!!,116977749202,"Jan 21, 2026",$341.50,$0.00,,,Fixed price,https://www.ebay.com/itm/116977749202,1
2000 W $10 PROOF Platinum Eagle 1/10 oz PR69 PCGS NICE LOW PRICE!!,116985760380,"Jan 30, 2026",$356.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116985760380,1
2008 $10 Platinum Eagle 1/10 oz MS69 PCGS NICE LOW PRICE!!,116985774390,"Jan 24, 2026",$347.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116985774390,1
2001 1/10 oz $10 US Platinum Eagle MS69 NGC NICE LOW PRICE!!,116987386320,"Jan 26, 2026",$359.50,$0.00,,,Fixed price,https://www.ebay.com/itm/116987386320,1
2003 $10 Platinum Eagle 1/10 oz MS70 NGC W/SLAB WEAR LOW PRICE!!,116987498324,"Jan 21, 2026",$335.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116987498324,1
2007 $10 Platinum Eagle 1/10 oz MS69 NGC EARLY RELEASE LOW PRICE!!,116999749712,"Jan 25, 2026",$349.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116999749712,1
2002 W $10 PROOF Platinum Eagle 1/10 oz PR69 PCGS NICE LOW PRICE!!,116999784652,"Jan 28, 2026",$359.50,$0.00,,,Fixed price,https://www.ebay.com/itm/116999784652,1
1998 $10 Platinum Eagle 1/10 oz MS69 PCGS NICE LOW PRICE!!,116999799825,"Jan 26, 2026",$379.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116999799825,1
2004 $10 Platinum Eagle 1/10 oz MS70 NGC NICE LOW PRICE!!,117001435608,"Jan 25, 2026",$365.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117001435608,1
1998 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117001458481,"Jan 25, 2026",$389.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117001458481,1
2003 $10 American PLATINUM Eagle 1/10th Statue of Liberty PCGS MS69,117006405191,"Feb 8, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117006405191,1
2003 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117010161517,"Feb 27, 2026",$392.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117010161517,1
2001 1/10 oz $10 US Platinum Eagle MS69 NGC NICE LOW PRICE!!,117011924001,"Feb 4, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117011924001,1
2004 $10 Platinum Eagle 1/10 oz MS69 PCGS NICE LOW PRICE!!,117011945853,"Feb 6, 2026",$347.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117011945853,1
2001 1/10 oz $10 US Platinum Eagle MS69 NGC NICE LOW PRICE!!,117024151128,"Feb 12, 2026",$346.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117024151128,1
1999 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117025202249,"Feb 27, 2026",$402.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117025202249,1
2005 1/10 oz $10 US Platinum Eagle MS69 NGC FIRST STRIKE LOW PRICE!!,117034744771,"Feb 21, 2026",$341.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117034744771,1
2005 $10 Platinum Eagle 1/10 oz MS69 PCGS FIRST STRIKE NICE LOW PRICE!!,117037146141,"Feb 14, 2026",$355.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117037146141,1
1998 $10 Platinum Eagle 1/10 oz MS69 PCGS NICE LOW PRICE!!,117037289277,"Feb 15, 2026",$389.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117037289277,1
2003 $10 Platinum Eagle 1/10 oz MS69 PCGS NICE LOW PRICE!!,117043212153,"Feb 22, 2026",$355.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117043212153,1
2007 $10 Platinum Eagle 1/10 oz MS70 EARLY RELEASE NGC NICE LOW PRICE!!,117048871087,"Feb 25, 2026",$379.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117048871087,1
2003 W $10 PROOF Platinum Eagle 1/10 oz PR69 PCGS NICE LOW PRICE!!,117048908224,"Feb 25, 2026",$359.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117048908224,1
2002 1/10 oz $10 US Platinum Eagle MS69 NGC NICE LOW PRICE!!,117052665659,"Feb 25, 2026",$342.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117052665659,1
2000 1/10 oz $10 US Platinum Eagle MS69 NGC NICE LOW PRICE!!,117059516898,"Mar 1, 2026",$369.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117059516898,1
2007 1/10 oz $10 US Platinum Eagle MS70 NGC NICE LOW PRICE!!,117061337325,"Mar 1, 2026",$369.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117061337325,1
2003 $10 American Platinum Eagle 1/10 Oz Platinum MS70 NGC *8522,126329250332,"Jan 13, 2026",$335.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126329250332,1
,,"Dec 22, 2025",$281.15,$0.00,,,Fixed price,,1
2002 $10 American Platinum Eagle 1/10 Oz 0.1 Oz Platinum MS70 ICG *6399,126990218440,"Feb 15, 2026",$400.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126990218440,1
,,"Dec 24, 2025",$300.00,$0.00,,,Fixed price,,1
,,"Jan 3, 2026",$280.00,$0.00,,,Fixed price,,1
,,"Dec 22, 2025",$280.00,$0.00,,,Fixed price,,1
,,"Nov 24, 2025",$250.00,$0.00,,,Fixed price,,1
,,"Dec 12, 2025",$300.00,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$295.95,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$320.00,$0.00,,,Fixed price,,1
,,"Nov 19, 2025",$356.00,$0.00,,,Fixed price,,1
,,"Dec 22, 2025",$295.95,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$289.00,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$285.00,$0.00,,,Fixed price,,1
,,"Nov 28, 2025",$329.99,$4.99,,,Fixed price,,1
,,"Oct 17, 2025",$210.00,$2.50,,,Auction,,1
,,"Oct 25, 2025",$298.05,$6.95,,,Auction,,1
,,"Nov 18, 2025",$314.95,$0.00,,,Auction,,1
,,"Nov 19, 2025",$250.00,$0.00,,,Fixed price,,1
,,"Dec 3, 2025",$242.50,$5.15,,,Auction,,1
2008-W ASE PF70 Ultra Cameo Bullion Plus Evolved 2 Coin Slab 1/10 OZ PT Platinum,127534870662,"Jan 13, 2026",$465.00,$5.00,,,Fixed price,https://www.ebay.com/itm/127534870662,1
2007-W $10 Burnished Tenth Ounce Platinum Eagle NGC MS70,127553085074,"Mar 6, 2026",$499.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127553085074,1
,,"Dec 28, 2025",$365.00,$3.50,,,Fixed price,,1
,,"Jan 10, 2026",$305.00,$0.00,,,Auction,,1
,,"Jan 11, 2026",$320.00,$0.00,,,Auction,,1
1999-W $10 American Platinum Eagle 1/10 Oz .9995 Platinum PF70 UCAM NGC,127624172485,"Jan 15, 2026",$375.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127624172485,1
2001-(P) USA NGC MS 69 American Eagle P$10 USD 1/10 OZ-T .9995 Platinum Coin,127692298380,"Feb 23, 2026",$305.00,$0.00,,,Auction,https://www.ebay.com/itm/127692298380,1
2008-W $10 Burnished Tenth Ounce Platinum Eagle NGC MS70,127723331181,"Mar 6, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127723331181,1
