Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1/10 oz American Gold Eagle $5 Coin (Random Year),176038891530,"Apr 6, 2026",$528.61,$0.00,,,Fixed price,https://www.ebay.com/itm/176038891530
2026 1/10 oz American Gold Eagle Coin $5 (BU),177682411371,"Apr 3, 2026",$605.47,$0.00,,,Fixed price,https://www.ebay.com/itm/177682411371
1/10 oz American Gold Eagle Coin $5 BU - Random Year,297325569120,"Apr 6, 2026",$535.25,$0.00,,,Fixed price,https://www.ebay.com/itm/297325569120
1/10 oz American Gold Eagle Coin BU (Random Year),126124829455,"Apr 6, 2026",$556.60,$49.99,,,Fixed price,https://www.ebay.com/itm/126124829455
American Gold Eagle Proof 1/4 oz $10 - Coin in Capsule - Random Date,305692394428,"Mar 31, 2026","$1,286.62",$0.00,,,Fixed price,https://www.ebay.com/itm/305692394428
2026 Gold 1/10 oz Gold American Eagle $5 US Mint Gold Eagle .9167 Fine Coin,206001843668,"Apr 5, 2026",$539.70,$0.00,,,Fixed price,https://www.ebay.com/itm/206001843668
American Gold Eagle Proof 1/10 oz $5 - Coin in Capsule - Random Date,305690894883,"Mar 30, 2026",$530.80,$0.00,,,Fixed price,https://www.ebay.com/itm/305690894883
American Gold Eagle Proof 1/10 oz $5 - Coin in OGP - Random Date,405824564097,"Mar 30, 2026",$516.31,$0.00,,,Fixed price,https://www.ebay.com/itm/405824564097
2026 American Gold Eagle 1/10 oz $5 - BU,406597727963,"Apr 4, 2026",$570.58,$0.00,,,Fixed price,https://www.ebay.com/itm/406597727963
American Gold Eagle Proof 1/4 oz $10 - Coin in OGP - Random Date,376211949126,"Apr 2, 2026","$1,303.74",$0.00,,,Fixed price,https://www.ebay.com/itm/376211949126
Random Date 1986-2026 $5 American Gold Eagle - 1/10 Oz Gold US Mint BU,134554630342,"Apr 5, 2026",$555.28,$0.00,,,Fixed price,https://www.ebay.com/itm/134554630342
2026 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,205844257928,"Apr 5, 2026",$544.74,$0.00,,,Fixed price,https://www.ebay.com/itm/205844257928
Random Year - 1/4 oz Gold American Eagle $10 Coin BU,233681915508,"Apr 1, 2026","$1,340.59",$0.00,,,Fixed price,https://www.ebay.com/itm/233681915508
$5 American Gold Eagle 1/10 oz Random Year Brilliant Uncirculated,317033453861,"Apr 1, 2026",$524.25,$0.00,,,Fixed price,https://www.ebay.com/itm/317033453861
2026 American Gold Eagle 1/4 oz $10 - BU,406592996706,"Mar 26, 2026","$1,331.89",$0.00,,,Fixed price,https://www.ebay.com/itm/406592996706
1/4 oz American Gold Eagle $10 Coin (Random Year),386299955115,"Apr 6, 2026","$1,301.69",$0.00,,,Fixed price,https://www.ebay.com/itm/386299955115
American Gold Eagle Coin Proof 1/4 oz $10 - NGC PF70 Random Date and Label,306302894439,"Apr 2, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/306302894439
1/10 oz American Gold Eagle Coin Random Year (BU) $5 Gold Coin #A618,145664097350,"Apr 1, 2026",$553.72,$0.00,,,Fixed price,https://www.ebay.com/itm/145664097350
2026 $10 American Gold Eagle 1/4 oz Brilliant Uncirculated,317533509823,"Mar 23, 2026","$1,339.28",$0.00,,,Fixed price,https://www.ebay.com/itm/317533509823
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI W/OGP #255,137107581250,"Apr 3, 2026",$937.30,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581250
Random Year $5 1/10 oz Proof American Gold Eagle in Capsule Coin,297127088468,"Apr 3, 2026",$517.81,$0.00,,,Fixed price,https://www.ebay.com/itm/297127088468
American Gold Eagle 1/4 oz $10 - NGC MS69 Random Date and Label,404887927806,"Apr 4, 2026","$1,278.85",$0.00,,,Fixed price,https://www.ebay.com/itm/404887927806
2026 W $5 Gold American Eagle 1/10 oz Proof Coin NGC PF70 First Day of Issue,147224864229,"Apr 5, 2026",$944.26,$0.00,,,Fixed price,https://www.ebay.com/itm/147224864229
1776-2026 W Proof $5 American Gold Eagle 1/10 oz NGC PF70UC First Day Bell,168170151305,"Apr 3, 2026","$1,168.48",$0.00,,,Fixed price,https://www.ebay.com/itm/168170151305
American Gold Eagle 1/4 oz $10 - NGC MS70 Random Date and Label,375364348272,"Mar 25, 2026","$1,277.54",$0.00,,,Fixed price,https://www.ebay.com/itm/375364348272
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM W/OGP #948,137107581253,"Apr 6, 2026",$885.60,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581253
American Gold Eagle 1/10 oz $5 - NGC MS70 Random Date and Label,305506002247,"Apr 3, 2026",$563.77,$0.00,,,Fixed price,https://www.ebay.com/itm/305506002247
Random Year - 1/10 oz Gold American Eagle $5 Coin Uncirculated BU,233573165678,"Mar 30, 2026",$525.09,$0.00,,,Fixed price,https://www.ebay.com/itm/233573165678
Random Year $10 1/4 oz American Gold Eagle Uncirculated Coin BU,296070736276,"Mar 26, 2026","$1,341.11",$0.00,,,Fixed price,https://www.ebay.com/itm/296070736276
Random Year $10 1/4 oz Proof American Gold Eagle in Capsule Coin,297127647676,"Apr 4, 2026","$1,257.39",$0.00,,,Fixed price,https://www.ebay.com/itm/297127647676
2026 1/10 oz American Gold Eagle Coin BU,297852751754,"Apr 6, 2026",$545.33,$0.00,,,Fixed price,https://www.ebay.com/itm/297852751754
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI #948,137107581248,"Apr 5, 2026",$917.49,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581248
1/10 oz American Gold Eagle Coin ...Random Year (BU) $5 Gold Coin,317993646646,"Mar 17, 2026",$554.12,$10.62,,,Fixed price,https://www.ebay.com/itm/317993646646
Random Date 1986-2026 $10 American Gold Eagle - 1/4 Oz. Gold - U.S. Gold Coin,364348308351,"Apr 4, 2026","$1,265.99",$0.00,,,Fixed price,https://www.ebay.com/itm/364348308351
Random Year $5 1/10 oz American Gold Eagle Uncirculated Coin BU,375031786154,"Mar 22, 2026",$517.68,$0.00,,,Fixed price,https://www.ebay.com/itm/375031786154
American Gold Eagle 1/10 oz $5 - NGC MS69 Random Date and Label,404890978429,"Mar 31, 2026",$557.33,$0.00,,,Fixed price,https://www.ebay.com/itm/404890978429
American Gold Eagle Coin Proof 1/10 oz $5 - NGC PF70 Random Date and Label,405954289374,"Mar 23, 2026",$564.20,$0.00,,,Fixed price,https://www.ebay.com/itm/405954289374
2026 1/10 oz American Gold Eagle Coin BU,116982041409,"Mar 28, 2026",$562.75,$0.00,,,Fixed price,https://www.ebay.com/itm/116982041409
2009-P $10 Face 1/4 oz Gold American Mint Uncirculated Coin .99 Fine Gold,168198780148,"Apr 3, 2026","$1,365.80",$12.99,,,Fixed price,https://www.ebay.com/itm/168198780148
2025-W Proof $5 American Gold Eagle 1/10 oz PCGS PR70DCAM FS Flag Label,176942435806,"Mar 31, 2026",$675.00,$0.00,,,Fixed price,https://www.ebay.com/itm/176942435806
2015 $5 American Gold Eagle 1/10 oz PCGS MS70 FS Label,177034713257,"Apr 3, 2026",$584.23,$0.00,,,Fixed price,https://www.ebay.com/itm/177034713257
2026 Gold 1/4 oz Gold American Eagle $10 US Mint Gold Eagle .9167 Fine Coin,206001814577,"Apr 5, 2026","$1,286.20",$0.00,,,Fixed price,https://www.ebay.com/itm/206001814577
2026 W Gold American Eagle 1/10 oz Proof Coin W/OGP SEALED,206171108567,"Apr 5, 2026",$800.56,$0.00,,,Fixed price,https://www.ebay.com/itm/206171108567
2026 $5 GOLD AMERICAN EAGLE ✪ NGC MS-70 ✪ 1/10 OZ COIN EDC RED CORE ◢TRUSTED◣,257432333058,"Apr 2, 2026",$549.95,$0.00,,,Fixed price,https://www.ebay.com/itm/257432333058
American Gold Eagle 1/10 oz $5 - PCGS MS70 Random Date and Label,305683022746,"Apr 2, 2026",$562.70,$0.00,,,Fixed price,https://www.ebay.com/itm/305683022746
2001 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,317017776196,"Mar 26, 2026",$588.60,$0.00,,,Fixed price,https://www.ebay.com/itm/317017776196
American Gold Eagle 1/4 oz $10 - Cull Condition - Random Date,405294791770,"Mar 25, 2026","$1,353.03",$0.00,,,Fixed price,https://www.ebay.com/itm/405294791770
US Mint Presentation Case For 1/10 oz Gold American Eagle Coin Display Gift Box,114118996658,"Apr 3, 2026",$11.66,$0.00,,,Fixed price,https://www.ebay.com/itm/114118996658
2025 1/10 oz American Gold Eagle MS-70 PCGS (FirstStrike®),116435685915,"Mar 31, 2026",$634.70,$0.00,,,Fixed price,https://www.ebay.com/itm/116435685915
Guardhouse 1/10 Oz $5 American Gold Eagle Direct Fit Capsules 10 per Box,124550746400,"Apr 2, 2026",$10.75,$0.00,,,Fixed price,https://www.ebay.com/itm/124550746400
2026 Gold 1/4 oz Gold American Eagle $10 US Mint Gold Eagle .9167 Fine Coin,206001814577,"Apr 5, 2026","$1,387.00",$0.00,,,Fixed price,https://www.ebay.com/itm/206001814577,25
Lot of 5 Gold 2025 Gold 1/10 oz American Eagle $5 US Eagle Mint BU Coins,402925146004,"Dec 29, 2025","$2,387.43",$0.00,,,Fixed price,https://www.ebay.com/itm/402925146004,24
American Gold Eagle 1/10 oz $5 - PCGS MS70 Random Date and Label,305683022746,"Apr 11, 2026",$523.94,$0.00,,,Fixed price,https://www.ebay.com/itm/305683022746,52
2026 1/10 oz American Gold Eagle Coin BU,297852751754,"Apr 6, 2026",$567.26,$0.00,,,Fixed price,https://www.ebay.com/itm/297852751754,30
American Gold Eagle 1/10 oz US Mint Presentation Gift Case Capsule Box -No Coin,126849900658,"Mar 31, 2026",$9.47,$4.41,,,Fixed price,https://www.ebay.com/itm/126849900658,35
Lot (5) 1/10 Oz American Gold Eagle Original US Mint Capsules - NO Coins,135788789576,"Mar 10, 2026",$13.40,$14.58,,,Fixed price,https://www.ebay.com/itm/135788789576,22
Lot of 5 Gold 2026 Gold 1/10 oz American Eagle $5 US Eagle Mint .9167 Fine Coins,206001851143,"Apr 10, 2026","$2,833.57",$0.00,,,Fixed price,https://www.ebay.com/itm/206001851143,21
2025 $5 1/10-oz American Gold Eagle Brilliant Uncirculated,387655928898,"Mar 25, 2026",$500.30,$0.00,,,Fixed price,https://www.ebay.com/itm/387655928898,23
Guardhouse 1 Oz $50 Gold American Eagle Direct Fit Capsules 10 per Box,255339422917,"Mar 27, 2026",$9.70,$0.00,,,Fixed price,https://www.ebay.com/itm/255339422917,22
2001 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,317017776196,"Mar 26, 2026",$595.76,$0.00,,,Fixed price,https://www.ebay.com/itm/317017776196,30
American Gold Eagle 1/10 oz $5 - PCGS MS69 Random Date and Label,375540878373,"Mar 20, 2026",$496.98,$0.00,,,Fixed price,https://www.ebay.com/itm/375540878373,25
American Gold Eagle 1/4 oz $10 - Cull Condition - Random Date,405294791770,"Mar 25, 2026","$1,224.71",$0.00,,,Fixed price,https://www.ebay.com/itm/405294791770,19
2020 $5 1/10-oz American Gold Eagle GEM BU,134970176930,"Mar 21, 2026",$578.06,$0.00,,,Fixed price,https://www.ebay.com/itm/134970176930,21
2026 $5 American Gold Eagle 1/10 oz PCGS MS70 FS Flag Label,205945158368,"Apr 8, 2026",$649.37,$0.00,,,Fixed price,https://www.ebay.com/itm/205945158368,19
American Gold Eagle 1/4 oz $10 - PCGS MS70 Random Date and Label,375552718373,"Apr 12, 2026","$1,313.65",$0.00,,,Fixed price,https://www.ebay.com/itm/375552718373,30
2025 1/4 oz American Gold Eagle $10 Coin (BU),387696206560,"Apr 10, 2026","$1,214.04",$0.00,,,Fixed price,https://www.ebay.com/itm/387696206560,21
Coin Bezel 1/10 oz American Gold Eagle Reeded Edge 14K Gold Filled Soldered Bail,146447627359,"Mar 21, 2026",$39.37,$0.00,,,Fixed price,https://www.ebay.com/itm/146447627359,20
Empty US Mint American Gold American Eagle 1/10 oz. Coin Tube - Holds 50 Coins,195236714930,"Apr 7, 2026",$10.03,$0.00,,,Fixed price,https://www.ebay.com/itm/195236714930,16
Random Year $5 1/10 oz Proof American Gold Eagle in Capsule Coin,297127088468,"Apr 3, 2026",$515.58,$0.00,,,Fixed price,https://www.ebay.com/itm/297127088468,19
1993 $5 American Gold Eagle 1/10 oz Brilliant Uncirculated,315623968204,"Mar 19, 2026",$565.59,$0.00,,,Fixed price,https://www.ebay.com/itm/315623968204,17
American Gold Eagle 1/4 oz $10 - PCGS MS69 Random Date and Label,375564317391,"Mar 23, 2026","$1,259.07",$0.00,,,Fixed price,https://www.ebay.com/itm/375564317391,19
Lot of 2 Gold 2026 Gold 1/10 oz Gold American Eagle $5 US Mint .9167 Fine Coins,206001847358,"Mar 26, 2026","$1,134.33",$0.00,,,Fixed price,https://www.ebay.com/itm/206001847358,15
,,"Jan 12, 2026",$498.09,$0.00,,,Fixed price,,48
2026 1/4 oz American Gold Eagle Coin $10 (BU),389381955093,"Apr 12, 2026","$1,332.26",$0.00,,,Fixed price,https://www.ebay.com/itm/389381955093,19
Lot of 10 Gold 2025 Gold 1/10 oz American Eagle $5 US Eagle Mint BU Coins,402925162193,"Dec 26, 2025","$4,698.75",$0.00,,,Fixed price,https://www.ebay.com/itm/402925162193,15
2018 1/10 oz American Gold Eagle BU,114732165418,"Apr 8, 2026",$575.95,$49.99,,,Fixed price,https://www.ebay.com/itm/114732165418,15
2026 1/10 oz American Gold Eagle Coin BU,116982041409,"Apr 10, 2026",$583.29,$0.00,,,Fixed price,https://www.ebay.com/itm/116982041409,19
2026 W Gold American Eagle One-Tenth Ounce PCGS PR70DCAM FDI W/OGP #255,137107581250,"Apr 6, 2026",$939.27,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581250,14
1776-2026 W Proof $5 American Gold Eagle 1/10 oz NGC PF70UC First Day Bell,168170151305,"Apr 3, 2026","$1,169.86",$0.00,,,Fixed price,https://www.ebay.com/itm/168170151305,14
2025 1/10 oz American Gold Eagle MS-70 PCGS (FirstStrike®),116435685915,"Mar 31, 2026",$618.14,$0.00,,,Fixed price,https://www.ebay.com/itm/116435685915,15
"US Mint Gift Case Capsule Box 1/10 oz Gold American Eagle Color - Black, No Coin",116606873786,"Apr 9, 2026",$9.38,$4.34,,,Fixed price,https://www.ebay.com/itm/116606873786,22
2026 W $5 Gold American Eagle 1/10 oz Proof Coin NGC PF70 First Day of Issue,147224864229,"Apr 7, 2026",$944.93,$0.00,,,Fixed price,https://www.ebay.com/itm/147224864229,14
,,"Nov 22, 2025",$456.58,$0.00,,,Fixed price,,19
Random Year $10 1/4 oz Proof American Gold Eagle in Capsule Coin,297127647676,"Apr 7, 2026","$1,279.02",$0.00,,,Fixed price,https://www.ebay.com/itm/297127647676,15
"1/10 oz American Gold Eagle Coin MS70 (Random Year, Label, PCGS or NGC)",387082623255,"Mar 23, 2026",$523.31,$0.00,,,Fixed price,https://www.ebay.com/itm/387082623255,66
2025 $10 1/4-oz American Gold Eagle BU,387655928897,"Jan 18, 2026","$1,225.02",$0.00,,,Fixed price,https://www.ebay.com/itm/387655928897,16
"1/10 oz American Gold Eagle Coin MS69 (Random Year, Varied Label, PCGS or NGC)",388336780352,"Jan 15, 2026",$498.47,$0.00,,,Fixed price,https://www.ebay.com/itm/388336780352,40
2025 1/10 oz American Gold Eagle Coin BU,116427588548,"Jan 28, 2026",$590.36,$0.00,,,Fixed price,https://www.ebay.com/itm/116427588548,11
$5 American Gold Eagle 1/10 oz Random Year Brilliant Uncirculated,145639043559,"Feb 17, 2026",$565.93,$0.00,,,Fixed price,https://www.ebay.com/itm/145639043559,24
10 Guardhouse Tetra 2x2 Coin Snaplock Holder 1/10 oz. $5 American Gold Eagle,256234948711,"Mar 11, 2026",$9.93,$0.00,,,Fixed price,https://www.ebay.com/itm/256234948711,11
Random Year $10 1/4 oz American Gold Eagle Uncirculated Coin BU,296070736276,"Mar 26, 2026","$1,284.95",$0.00,,,Fixed price,https://www.ebay.com/itm/296070736276,12
American Gold Eagle Coin Proof 1/10 oz $5 - PCGS PR70 Random Date and Label,306361147405,"Mar 23, 2026",$551.14,$0.00,,,Fixed price,https://www.ebay.com/itm/306361147405,14
Lot of 2 Gold 2025 Gold 1/10 oz Gold American Eagle $5 US Mint Eagle BU Coins,403578629969,"Dec 28, 2025",$969.31,$0.00,,,Fixed price,https://www.ebay.com/itm/403578629969,11
2025 Gold 1/4 oz Gold American Eagle $10 US Mint Gold Eagle BU Coin,203783717704,"Jan 23, 2026","$1,241.98",$0.00,,,Fixed price,https://www.ebay.com/itm/203783717704,10
1999 1/10 oz American Gold Eagle BU Shipped in slab,206064824943,"Feb 17, 2026",$557.53,$6.10,,,Fixed price,https://www.ebay.com/itm/206064824943,14
American Gold Eagle Coin (1/10 oz) $5 - BU - Random Date,236602256274,"Feb 1, 2026",$563.07,$8.56,,,Fixed price,https://www.ebay.com/itm/236602256274,13
US Mint Presentation Case For 1/10 oz Gold American Eagle Coin Display Gift Box,365088198722,"Apr 2, 2026",$12.69,$23.79,,,Fixed price,https://www.ebay.com/itm/365088198722,15
5 US Mint Gift Cases for 1/10 oz Gold American Eagle Coin Capsule Case and Box,126834737543,"Feb 13, 2026",$37.63,$5.91,,,Fixed price,https://www.ebay.com/itm/126834737543,13
1986-Now $5 1/10 oz American Eagle Screw Top Reeded Border Coin Bezel 14k Gold,134076565389,"Mar 21, 2026",$240.00,$0.00,,,Fixed price,https://www.ebay.com/itm/134076565389,9
2025 $5 1/10oz Gold American Eagle Coin BU In Capsule,135689911812,"Mar 1, 2026",$519.95,$0.00,,,Fixed price,https://www.ebay.com/itm/135689911812,9
Presale 2026 W Gold American Eagle 1/10 oz Proof Coin W/OGP,147166959221,"Mar 6, 2026",$768.85,$0.00,,,Fixed price,https://www.ebay.com/itm/147166959221,9
2026 $5 American Gold Eagle 1/10 oz PCGS MS70 FDOI Flag Label,177706423949,"Mar 22, 2026",$643.47,$0.00,,,Fixed price,https://www.ebay.com/itm/177706423949,9
Air Tite 1/10 oz American Gold Eagle Direct Fit Coin Capsule - 16mm (1),284033195130,"Apr 8, 2026",$1.75,$5.33,,,Fixed price,https://www.ebay.com/itm/284033195130,13
2025 1/4 oz $10 Gold American Eagle Coin BU,335766502688,"Jan 11, 2026","$1,269.77",$0.00,,,Fixed price,https://www.ebay.com/itm/335766502688,12
2023 1/10 oz American Gold Eagle Coin (BU),396474011111,"Nov 14, 2025",$486.53,$0.00,,,Fixed price,https://www.ebay.com/itm/396474011111,11
Lot of 10 Gold 2026 Gold 1/10 oz American Eagle $5 US Mint .9167 Fine Coins,406602513362,"Apr 2, 2026","$5,729.39",$0.00,,,Fixed price,https://www.ebay.com/itm/406602513362,9
"Guardhouse Half 1/2 Oz Gold American Eagle Direct Fit Capsules,10 per Box",125107016387,"Apr 9, 2026",$10.03,$0.00,,,Fixed price,https://www.ebay.com/itm/125107016387,8
2021-W $5 American Gold Eagle Type 1 DC Mint 1/10 Oz PF70 UCAM NGC Low Pop,127406863670,"Apr 1, 2026",$627.61,$0.00,,,Fixed price,https://www.ebay.com/itm/127406863670,8
1/10 oz American Eagle $5 Coin Bezel Pendant Prong Set Edge in 14k Yellow Gold,136562166075,"Feb 17, 2026",$259.32,$0.00,,,Fixed price,https://www.ebay.com/itm/136562166075,8
2026 $5 1/10-oz American Gold Eagle PCGS MS70 FS Flag Label,147051720333,"Mar 19, 2026",$671.16,$0.00,,,Fixed price,https://www.ebay.com/itm/147051720333,9
2021-W Proof T1 and T2 American Eagle 1/10 oz Gold Set Designer Edition NGC,177077773095,"Dec 4, 2025",$995.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177077773095,9
SEALED 2026 W Gold American Eagle 1/10 oz Proof Coin W/OGP SEALED,206171108567,"Apr 11, 2026",$799.71,$0.00,,,Fixed price,https://www.ebay.com/itm/206171108567,8
1993 American Gold Eagle 1/10 oz Brilliant Uncirculated - authentic $5 GOLD Coin,264832510282,"Mar 12, 2026",$528.90,$12.00,,,Fixed price,https://www.ebay.com/itm/264832510282,10
2026 $10 1/4-oz American Gold Eagle Brilliant Uncirculated,389246127745,"Mar 22, 2026","$1,341.36",$0.00,,,Fixed price,https://www.ebay.com/itm/389246127745,9
1986-Now $5 1/10 oz American Eagle Screw Top Small Knot Rope Coin Bezel 14k Gold,134078000106,"Mar 26, 2026",$395.15,$0.00,,,Fixed price,https://www.ebay.com/itm/134078000106,7
1998 1/4 oz American Gold Eagle BU,141893025704,"Mar 20, 2026","$1,286.78",$0.00,,,Fixed price,https://www.ebay.com/itm/141893025704,7
2004 1/10 oz American Gold Eagle BU,145654948441,"Mar 24, 2026",$528.07,$49.99,,,Fixed price,https://www.ebay.com/itm/145654948441,7
,,"Oct 17, 2025",$469.00,$0.00,,,Fixed price,,10
2025-W Proof $10 American Gold Eagle 1/4 oz NGC PF70UC ER Blue Label,177735947758,"Feb 18, 2026","$1,517.00",$0.00,,,Fixed price,https://www.ebay.com/itm/177735947758,7
2004 American Gold Eagle 1/10 oz Brilliant Uncirculated - authentic $5 GOLD Coin,255711448346,"Mar 1, 2026",$532.78,$12.00,,,Fixed price,https://www.ebay.com/itm/255711448346,10
1986 American Gold Eagle Coin (1/10 oz) $5 - NGC MS69,306312057852,"Mar 18, 2026",$611.40,$0.00,,,Fixed price,https://www.ebay.com/itm/306312057852,7
2021 $10 Type 1 American Gold Eagle 1/4 oz Brilliant Uncirculated,316514005096,"Apr 9, 2026","$1,388.53",$0.00,,,Fixed price,https://www.ebay.com/itm/316514005096,7
Empty US Mint Capsule 1/10 oz - Fits Gold American Eagles Buffalo Platinum Coins,112285332796,"Mar 21, 2026",$6.47,$3.41,,,Fixed price,https://www.ebay.com/itm/112285332796,7
Random Year $10 1/4-oz American Gold Eagle BU,135181895316,"Nov 8, 2025","$1,120.52",$0.00,,,Fixed price,https://www.ebay.com/itm/135181895316,18
1989 1/10 oz American Gold Eagle BU (MCMLXXXIX),141637585938,"Apr 6, 2026",$593.99,$0.00,,,Fixed price,https://www.ebay.com/itm/141637585938,6
2002 1/10 oz American Gold Eagle BU,142549310798,"Mar 23, 2026",$540.01,$0.00,,,Fixed price,https://www.ebay.com/itm/142549310798,10
2009-P $10 Face 1/4 oz Gold American Mint Uncirculated Coin .99 Fine Gold,168198780148,"Apr 8, 2026","$1,345.17",$12.99,,,Fixed price,https://www.ebay.com/itm/168198780148,6
$5 American Gold Eagle 1/10 oz Random Year Impaired,177292681448,"Feb 23, 2026",$559.20,$0.00,,,Fixed price,https://www.ebay.com/itm/177292681448,6
2021-W Proof T1 and T2 American Eagle 1/10 oz Gold Set Designer Edition NGC,205445076991,"Jan 18, 2026","$1,042.25",$0.00,,,Fixed price,https://www.ebay.com/itm/205445076991,8
2026 $5 American Gold Eagle 1/10 oz NGC MS70 FDI ALS Label,205945158350,"Mar 1, 2026",$653.87,$0.00,,,Fixed price,https://www.ebay.com/itm/205945158350,6
1998 $5 American Gold Eagle 1/10 oz In 2x2 U.S. Flag Holder,227014579238,"Jan 27, 2026",$549.50,$0.00,,,Fixed price,https://www.ebay.com/itm/227014579238,10
American Gold Eagle Coin (1/10 oz) $5 - BU - Random Date,236662320789,"Mar 10, 2026",$561.99,$7.88,,,Fixed price,https://www.ebay.com/itm/236662320789,7
,,"Dec 1, 2025",$469.99,$4.25,,,Fixed price,,9
"$5 GOLD AMERICAN EAGLE 1/10th ozt., VARIED YEARS",297974873128,"Jan 27, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/297974873128,19
,,"Dec 17, 2025",$567.87,$10.29,,,Fixed price,,8
TUBE of 10 - 24k Pure Gold American Eagle Flag Coin .999 Fine Gold Bullion Round,358186329963,"Apr 4, 2026",$878.40,$65.00,,,Fixed price,https://www.ebay.com/itm/358186329963,12
2009 1/10 oz American Gold Eagle Coin (BU) “Not Random”,376878557871,"Jan 21, 2026",$530.44,$0.00,,,Fixed price,https://www.ebay.com/itm/376878557871,11
,,"Jan 11, 2026",$490.35,$0.00,,,Fixed price,,16
"2026 1/10 oz American Gold Eagle MS-70 PCGS (FDI, 250th Anniv)",116973302533,"Apr 5, 2026",$665.80,$0.00,,,Fixed price,https://www.ebay.com/itm/116973302533,6
1998 1/10 oz American Gold Eagle BU,121837382930,"Mar 23, 2026",$571.71,$0.00,,,Fixed price,https://www.ebay.com/itm/121837382930,6
2023 1/10 oz American Gold Eagle Coin BU,125672534568,"Mar 10, 2026",$606.99,$49.99,,,Fixed price,https://www.ebay.com/itm/125672534568,6
2014 1/10 oz American Gold Eagle MS-70 NGC (Early Releases),126039392083,"Dec 26, 2025",$573.33,$0.00,,,Fixed price,https://www.ebay.com/itm/126039392083,5
2025 W American Gold Eagle Proof 1/10 oz Case Capsule COA Box OGP - No Coin,127047699744,"Jan 21, 2026",$12.23,$3.39,,,Fixed price,https://www.ebay.com/itm/127047699744,7
1 oz gold / Platinum American Eagles Coin Capsules 33mm Holders 10 Lighthouse,127219858591,"Jan 16, 2026",$9.63,$0.00,,,Fixed price,https://www.ebay.com/itm/127219858591,5
10 Guardhouse Tetra 2x2 Coin Snaplock Holder 1/4 oz. $10 American Gold Eagle,127480970737,"Apr 11, 2026",$10.66,$0.00,,,Fixed price,https://www.ebay.com/itm/127480970737,5
1/10 oz American Eagle $5 Coin Bezel Pendant Prong Set in 14k Yellow Gold,136562166058,"Jan 18, 2026",$184.52,$17.26,,,Fixed price,https://www.ebay.com/itm/136562166058,5
1/10 oz $5 American Gold Eagle Coin Bezel 16.5mm Prong 10k Yellow Gold,137062455766,"Apr 11, 2026",$149.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137062455766,5
2026 W Gold Eagle One-Tenth Ounce PCGS PR70DCAM FirstStrike W/OGP #948,137107581251,"Apr 8, 2026",$916.89,$0.00,,,Fixed price,https://www.ebay.com/itm/137107581251,5
1/10 oz American Gold Eagle MS-70 PCGS (Random Year),145062272995,"Mar 16, 2026",$628.55,$0.00,,,Fixed price,https://www.ebay.com/itm/145062272995,5
2021-W $5 1/10-oz T1 &T2 Proof American Eagle Gold Set Designer Edition,145648914548,"Jan 12, 2026","$1,016.60",$0.00,,,Fixed price,https://www.ebay.com/itm/145648914548,5
2026 1/10 oz American Gold Eagle Coin $5 (BU),157549102332,"Mar 24, 2026",$611.26,$0.00,,,Fixed price,https://www.ebay.com/itm/157549102332,14
2023 1/10 oz. American Gold Eagle,157590844462,"Jan 13, 2026",$501.00,$4.54,,,Fixed price,https://www.ebay.com/itm/157590844462,5
2018 W 1/10 Oz Gold American Liberty High Relief Proof $10 Coin NGC PF70 UCAM,167890639235,"Jan 21, 2026",$612.39,$5.50,,,Fixed price,https://www.ebay.com/itm/167890639235,5
1986-Now $10 1/4 oz American Eagle Screw Top Reeded Border Coin Bezel 14k Gold,175229155892,"Apr 12, 2026",$325.30,$0.00,,,Fixed price,https://www.ebay.com/itm/175229155892,6
2026 $5 American Gold Eagle 1/10 oz NGC MS70 ALS Label,177706423932,"Mar 21, 2026",$627.28,$0.00,,,Fixed price,https://www.ebay.com/itm/177706423932,6
Lot of 4 Gold 2026 Gold 1/4 oz Gold American Eagle $10 US Mint .9167 fine Coins,198031371430,"Apr 7, 2026","$5,350.82",$0.00,,,Fixed price,https://www.ebay.com/itm/198031371430,5
2026 $5 American Gold Eagle 1/10 oz NGC MS70 Brown Label,205945158343,"Apr 10, 2026",$676.97,$0.00,,,Fixed price,https://www.ebay.com/itm/205945158343,6
1999 1/10 oz American Gold Eagle BU Shipped in slab,206033984511,"Jan 30, 2026",$578.97,$7.90,,,Fixed price,https://www.ebay.com/itm/206033984511,13
