Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Austria Gold Philharmonic (1/10 oz) - BU - Random Date,372644598190,"Apr 1, 2026",$516.38,$0.00,,,Fixed price,https://www.ebay.com/itm/372644598190
Austria Gold Philharmonic (1/4 oz) - BU - Random Date,302662644543,"Mar 24, 2026","$1,247.17",$0.00,,,Fixed price,https://www.ebay.com/itm/302662644543
2026 Austria Gold Philharmonic 1/10 oz 10 Euro - BU,376843351598,"Mar 22, 2026",$561.96,$0.00,,,Fixed price,https://www.ebay.com/itm/376843351598
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,194935901751,"Mar 28, 2026",$515.82,$0.00,,,Fixed price,https://www.ebay.com/itm/194935901751
2026 4 Euro Austrian Gold Philharmonic .9999 1/25 oz Brilliant Uncirculated,205941161428,"Apr 4, 2026",$244.60,$0.00,,,Fixed price,https://www.ebay.com/itm/205941161428
Austria Gold Philharmonic 1/25 oz - BU - Random Date,375195276225,"Mar 14, 2026",$242.99,$0.00,,,Fixed price,https://www.ebay.com/itm/375195276225
Empty Austrian Mint Gold Philharmonic 1/10 oz Tube - Holds 20 Coins,195929475554,"Apr 2, 2026",$9.95,$0.00,,,Fixed price,https://www.ebay.com/itm/195929475554
Austria Gold Philharmonic (1 oz) - BU - Random Date,302320173953,"Mar 18, 2026","$5,235.04",$0.00,,,Fixed price,https://www.ebay.com/itm/302320173953
Austrian Gold Philharmonic .9999 1 oz Random Year BU,315085403829,"Mar 28, 2026","$4,764.44",$0.00,,,Fixed price,https://www.ebay.com/itm/315085403829
Austria Gold Philharmonic (1/2 oz) - BU - Random Date,372242443262,"Mar 25, 2026","$2,632.97",$0.00,,,Fixed price,https://www.ebay.com/itm/372242443262
1/10 oz Austria Philharmonic Gold Random Year 1/10 oz .9999 fine Gold Coin,403563436613,"Mar 27, 2026",$510.93,$0.00,,,Fixed price,https://www.ebay.com/itm/403563436613
1989 Austria 1 oz Gold Philharmonic BU,116736196275,"Mar 31, 2026","$4,971.81",$0.00,,,Fixed price,https://www.ebay.com/itm/116736196275
2021 10 Euro Austrian Gold Philharmonic .9999 1/10 oz Brilliant Uncirculated,127786049361,"Apr 1, 2026",$527.50,$5.00,,,Fixed price,https://www.ebay.com/itm/127786049361
2024 Austria 1/10 oz Gold Philharmonic BU,145506922926,"Apr 2, 2026",$554.74,$0.00,,,Fixed price,https://www.ebay.com/itm/145506922926
Austria 2026 €4 1/25-oz Gold Philharmonic .9999 BU,147048383762,"Mar 24, 2026",$237.37,$0.00,,,Fixed price,https://www.ebay.com/itm/147048383762
1/4 oz Austrian Gold Philharmonic Coin (Random Year),176651711983,"Mar 24, 2026","$1,259.64",$0.00,,,Fixed price,https://www.ebay.com/itm/176651711983
2026 50 Euro Austrian Gold Philharmonic .9999 1/2 oz Brilliant Uncirculated,177712650806,"Mar 17, 2026","$2,741.43",$0.00,,,Fixed price,https://www.ebay.com/itm/177712650806
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198151377458,"Mar 8, 2026",$552.00,$0.00,,,Auction,https://www.ebay.com/itm/198151377458
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198157514925,"Mar 10, 2026",$571.00,$0.00,,,Auction,https://www.ebay.com/itm/198157514925
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198160652694,"Mar 11, 2026",$570.00,$0.00,,,Auction,https://www.ebay.com/itm/198160652694
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198168636820,"Mar 14, 2026",$570.00,$0.00,,,Auction,https://www.ebay.com/itm/198168636820
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198198860735,"Mar 22, 2026",$521.00,$0.00,,,Auction,https://www.ebay.com/itm/198198860735
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206108744951,"Mar 8, 2026",$575.00,$0.00,,,Auction,https://www.ebay.com/itm/206108744951
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206110603873,"Mar 9, 2026",$556.24,$0.00,,,Auction,https://www.ebay.com/itm/206110603873
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206134701703,"Mar 18, 2026",$535.00,$0.00,,,Auction,https://www.ebay.com/itm/206134701703
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206148737111,"Mar 23, 2026",$530.00,$0.00,,,Auction,https://www.ebay.com/itm/206148737111
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206171982672,"Apr 1, 2026",$510.00,$0.00,,,Auction,https://www.ebay.com/itm/206171982672
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206178386807,"Apr 4, 2026",$510.00,$0.00,,,Auction,https://www.ebay.com/itm/206178386807
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206180700523,"Apr 5, 2026",$513.88,$0.00,,,Auction,https://www.ebay.com/itm/206180700523
2023 Austria Gold Philharmonic 1/10 oz 10 Euro - BU,257426452030,"Apr 2, 2026",$495.00,$0.00,,,Auction,https://www.ebay.com/itm/257426452030
1998 Austrian 2000 Schilling GOLD Coin Philharmonic .9999 1 oz Uncirculated,277760655247,"Mar 8, 2026","$5,402.00",$10.00,,,Auction,https://www.ebay.com/itm/277760655247
2014 Austrian 1/10 oz. Gold Philharmonic 🇦🇹,277841431910,"Mar 28, 2026",$497.30,$8.10,,,Auction,https://www.ebay.com/itm/277841431910
2008 Austrian 1/10 oz. Gold Philharmonic 🇦🇹,277841471175,"Mar 28, 2026",$490.00,$8.75,,,Auction,https://www.ebay.com/itm/277841471175
2015 Austrian 1/10 oz. Gold Philharmonic 🇦🇹,287237824575,"Mar 28, 2026",$486.00,$7.70,,,Auction,https://www.ebay.com/itm/287237824575
A 2022 1/25 OZ .9999 GOLD AUSTRIA PHILHARMONIC 4 EURO COIN,306809084385,"Mar 14, 2026",$230.01,$5.00,,,Auction,https://www.ebay.com/itm/306809084385
((((1999)))) Rare Austrian Gold Philharmonic 500 Schilling .9999 1/4 oz,306818758796,"Mar 19, 2026","$1,225.00",$16.00,,,Auction,https://www.ebay.com/itm/306818758796
2025 50 Euro Austrian Gold Philharmonic .9999 1/2 oz Brilliant Uncirculated,316043237487,"Mar 28, 2026","$2,445.96",$0.00,,,Fixed price,https://www.ebay.com/itm/316043237487
2026 100 Euro Austrian Gold Philharmonic .9999 1 oz Brilliant Uncirculated,317700831185,"Mar 22, 2026","$4,734.42",$0.00,,,Fixed price,https://www.ebay.com/itm/317700831185
2023 1/25 oz Austrian Philharmonic Gold Coin (BU),335807972844,"Mar 11, 2026",$291.77,$0.00,,,Fixed price,https://www.ebay.com/itm/335807972844
2022 .9999 Fine Gold Austrian Philharmonic (4 Euro) Coin 1/25 Oz Beautiful Coin!,358315480258,"Mar 16, 2026",$232.50,$5.56,,,Auction,https://www.ebay.com/itm/358315480258
2026 Austria Gold Philharmonic 1/10 oz 10 Euro - 1 Roll 20 BU Coins in Mint Tube,376864865551,"Mar 22, 2026","$9,959.70",$0.00,,,Fixed price,https://www.ebay.com/itm/376864865551
1/10 oz Austrian Gold Philharmonic Coin (Random Year),386571298407,"Mar 24, 2026",$513.20,$0.00,,,Fixed price,https://www.ebay.com/itm/386571298407
2026 1/10 oz Austrian Gold Philharmonic Coin (BU),389351599887,"Mar 22, 2026",$512.83,$0.00,,,Fixed price,https://www.ebay.com/itm/389351599887
1/25 oz Austrian Gold Philharmonic Coin (Random Year),396578579806,"Apr 3, 2026",$267.38,$0.00,,,Fixed price,https://www.ebay.com/itm/396578579806
"1/2 oz Austrian Gold Philharmonic Coin (Random Year, BU)",396972235224,"Mar 22, 2026","$2,538.73",$0.00,,,Fixed price,https://www.ebay.com/itm/396972235224
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,406753418726,"Mar 15, 2026",$571.00,$0.00,,,Auction,https://www.ebay.com/itm/406753418726
1999 Austrian Philharmonic 1/10 oz .9999 Gold 200 Schilling Coin -WOW!,406754299268,"Mar 15, 2026",$531.00,$4.85,,,Auction,https://www.ebay.com/itm/406754299268
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,406756242946,"Mar 16, 2026",$570.00,$0.00,,,Auction,https://www.ebay.com/itm/406756242946
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,406773058139,"Mar 21, 2026",$513.00,$0.00,,,Auction,https://www.ebay.com/itm/406773058139
2020 Austrian Philharmonic Black Ruthenium ~ 1 oz .999 Silver 24KT Gold Gilding,116982466879,"Jan 20, 2026",$117.50,$6.24,,,Auction,https://www.ebay.com/itm/116982466879,1
2024 4 Euro Austrian Gold Philharmonic .9999 1/25 oz Brilliant Uncirculated WOW,117064859498,"Mar 2, 2026",$255.00,$5.95,,,Fixed price,https://www.ebay.com/itm/117064859498,1
Austria 1/10 oz Gold Philharmonic BU (Random Year),122771612901,"Jan 26, 2026",$635.32,$0.00,,,Fixed price,https://www.ebay.com/itm/122771612901,1
,,"Nov 8, 2025",$157.50,$4.92,,,Auction,,1
,,"Nov 29, 2025",$460.00,$0.00,,,Fixed price,,1
2021 10 Euro Austrian Gold Philharmonic .9999 1/10 oz Brilliant Uncirculated,127643340915,"Jan 26, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127643340915,1
2021 10 Euro Austrian Gold Philharmonic .9999 1/10 oz Brilliant Uncirculated,127798003876,"Apr 11, 2026",$527.50,$7.00,,,Fixed price,https://www.ebay.com/itm/127798003876,1
Austria 2024 €50 1/2-oz Gold Philharmonic .9999 Brilliant Uncirculated,135522352181,"Nov 14, 2025","$2,191.55",$0.00,,,Fixed price,https://www.ebay.com/itm/135522352181,1
,,"Oct 25, 2025",$450.00,$4.54,,,Auction,,1
,,"Dec 9, 2025","$4,255.42",$20.00,,,Auction,,1
,,"Dec 26, 2025",$480.00,$7.80,,,Auction,,1
2000 Austria Philharmonic PCGS MS67 .9999 Gold 1 oz Just Graded New Holder #KC39,136990425257,"Feb 8, 2026","$5,999.99",$18.99,,,Fixed price,https://www.ebay.com/itm/136990425257,1
1/10 oz Austria Philharmonic Gold 2022 Year 1/10 oz .9999 fine Gold Coin,137037253744,"Feb 15, 2026",$530.00,$5.00,,,Fixed price,https://www.ebay.com/itm/137037253744,1
2021 Austria 1/10 oz Gold Philharmonic BU,143887770332,"Nov 13, 2025",$528.20,$0.00,,,Fixed price,https://www.ebay.com/itm/143887770332,1
2009 Austria 10 Euro 1/10oz Gold Vienna Philharmonic Coin in a Capsule,147088370084,"Jan 19, 2026",$490.00,$0.00,,,Auction,https://www.ebay.com/itm/147088370084,1
"2022 Austria 10 Euro 1/10oz Gold Philharmonic Coin, .999 Gold BU",147126503062,"Feb 6, 2026",$531.00,$6.00,,,Auction,https://www.ebay.com/itm/147126503062,1
1 oz Austrian Gold Philharmonic Coin (Random Year),155391516487,"Nov 25, 2025","$4,371.84",$0.00,,,Fixed price,https://www.ebay.com/itm/155391516487,1
2005 1 oz Austrian Gold Philharmonic Coin,155594276340,"Jan 25, 2026","$5,161.99",$0.00,,,Fixed price,https://www.ebay.com/itm/155594276340,1
2025 1 oz Austrian Gold Philharmonic Coin (BU),156636355356,"Nov 9, 2025","$4,330.76",$0.00,,,Fixed price,https://www.ebay.com/itm/156636355356,1
,,"Oct 20, 2025","$1,010.00",$7.50,,,Auction,,1
,,"Nov 11, 2025",$187.50,$4.99,,,Auction,,1
,,"Nov 22, 2025",$500.00,$25.80,,,Fixed price,,1
,,"Nov 24, 2025",$169.50,$4.99,,,Auction,,1
2026 1/10 oz Austrian Gold Philharmonic Coin (BU),157532689649,"Dec 13, 2025",$494.61,$0.00,,,Fixed price,https://www.ebay.com/itm/157532689649,1
,,"Dec 14, 2025",$180.27,$6.99,,,Auction,,1
,,"Jan 14, 2026",$228.80,$4.76,,,Auction,,1
,,"Jan 18, 2026",$228.50,$5.29,,,Auction,,1
,,"Jan 18, 2026",$202.49,$5.70,,,Auction,,1
2024 Austria Philharmonic 1/25 OZ Twenty-Fifth Troy Ounce 4 Euro .9999 Gold Coin,157802856849,"Apr 6, 2026",$206.50,$0.00,,,Auction,https://www.ebay.com/itm/157802856849,1
,,"Nov 15, 2025",$422.00,$14.95,,,Auction,,1
,,"Nov 21, 2025",$200.00,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$441.00,$4.95,,,Auction,,1
,,"Jan 6, 2026",$470.77,$5.20,,,Auction,,1
2020 .9999 Fine Gold Austrian Philharmonic (4 Euro) 1/25 oz Beautiful BU Coin,168137632707,"Feb 5, 2026",$230.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168137632707,1
1994 Austrian Gold Philharmonic 500 Schilling .9999 1/4 oz,177782080983,"Feb 28, 2026","$1,395.00",$0.00,,,Fixed price,https://www.ebay.com/itm/177782080983,1
1991-Now �10 Austria 1/10 oz Philharmonic Screw Top Reeded Coin Bezel 14k Gold,185375692154,"Jan 1, 2026",$251.09,$0.00,,,Fixed price,https://www.ebay.com/itm/185375692154,1
Austrian 1/10 oz 2022 Philharmonic Gold Coin In Capsule,187995326407,"Jan 29, 2026",$600.00,$0.00,,,Auction,https://www.ebay.com/itm/187995326407,1
2021 10 Euro Austrian Gold Philharmonic .9999 1/10 oz Brilliant Uncirculated,188086385806,"Feb 22, 2026",$550.00,$5.17,,,Fixed price,https://www.ebay.com/itm/188086385806,1
,,"Dec 14, 2025",$458.00,$0.00,,,Auction,,1
,,"Dec 22, 2025",$460.52,$0.00,,,Auction,,1
,,"Dec 22, 2025",$472.00,$0.00,,,Auction,,1
,,"Dec 24, 2025",$483.52,$0.00,,,Auction,,1
,,"Jan 10, 2026",$490.00,$0.00,,,Auction,,1
,,"Jan 11, 2026",$480.10,$0.00,,,Auction,,1
,,"Jan 17, 2026",$510.00,$0.00,,,Auction,,1
Austria 1999 Gold 1/10 oz 200 Shilling Vienna Philharmonic UNC,198031170672,"Feb 4, 2026",$539.10,$0.00,,,Fixed price,https://www.ebay.com/itm/198031170672,1
2020 Austria Philharmonic 1/25 oz Gold Uncirculated Coin,198079502568,"Feb 14, 2026",$234.50,$6.00,,,Auction,https://www.ebay.com/itm/198079502568,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198142541144,"Mar 4, 2026",$565.00,$0.00,,,Auction,https://www.ebay.com/itm/198142541144,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,198251949968,"Apr 8, 2026",$513.78,$0.00,,,Auction,https://www.ebay.com/itm/198251949968,1
Gold 1/4 oz Austria Philharmonic Gold 1/4 oz .9999 fine Random Date Gold Coin,204003725779,"Mar 2, 2026","$1,508.13",$0.00,,,Fixed price,https://www.ebay.com/itm/204003725779,1
,,"Nov 18, 2025",$433.00,$0.00,,,Auction,,1
,,"Dec 23, 2025",$475.00,$0.00,,,Auction,,1
,,"Dec 24, 2025",$477.00,$0.00,,,Auction,,1
,,"Jan 12, 2026",$480.00,$0.00,,,Auction,,1
,,"Jan 13, 2026",$510.00,$0.00,,,Auction,,1
,,"Jan 14, 2026",$513.00,$0.00,,,Auction,,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,205998345206,"Jan 19, 2026",$495.00,$0.00,,,Auction,https://www.ebay.com/itm/205998345206,1
,,"Jan 15, 2026",$485.00,$0.00,,,Fixed price,,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206000996313,"Jan 20, 2026",$512.00,$0.00,,,Auction,https://www.ebay.com/itm/206000996313,1
1/10 oz Austria Philharmonic Gold Random Year 1/10 oz .9999 fine Gold Coin,206003977162,"Jan 21, 2026",$514.00,$0.00,,,Auction,https://www.ebay.com/itm/206003977162,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206003977163,"Jan 21, 2026",$514.00,$0.00,,,Auction,https://www.ebay.com/itm/206003977163,1
2016 Austrian Philharmonic 1/10 oz .9999 Gold 10 Euro Coin - Free S&H USA,206028846211,"Jan 27, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206028846211,1
2020 Austrian Philharmonic 1/10 oz .9999 Gold 10 Euro Coin - Free S&H USA,206028846940,"Jan 27, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206028846940,1
1999 Austrian Philharmonic 1/10 oz .9999 Gold 200 Schilling Coin - Free S&H USA,206028847930,"Jan 27, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206028847930,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206096189400,"Mar 3, 2026",$580.00,$0.00,,,Auction,https://www.ebay.com/itm/206096189400,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206194131600,"Apr 11, 2026",$520.00,$0.00,,,Auction,https://www.ebay.com/itm/206194131600,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206202005005,"Apr 15, 2026",$535.00,$0.00,,,Auction,https://www.ebay.com/itm/206202005005,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,206204107307,"Apr 16, 2026",$523.00,$0.00,,,Auction,https://www.ebay.com/itm/206204107307,1
,,"Dec 1, 2025",$442.10,$7.90,,,Fixed price,,1
,,"Jan 3, 2026",$960.00,$0.00,,,Fixed price,,1
2022 Gold 1/10 oz Austria Philharmonic 10 Euro .9999 fine Gold Coin BU,227216405613,"Feb 13, 2026",$526.39,$0.00,,,Fixed price,https://www.ebay.com/itm/227216405613,3
,,"Nov 4, 2025",$206.28,$0.00,,,Fixed price,,1
1/10 oz Austrian Gold Philharmonic Coin (Random Date),236139492903,"Jan 28, 2026",$682.48,$0.00,,,Fixed price,https://www.ebay.com/itm/236139492903,1
Austria 1998 Gold 1/10 oz 200 Shilling Vienna Philharmonic UNC,236407704486,"Feb 19, 2026",$630.00,$45.00,,,Fixed price,https://www.ebay.com/itm/236407704486,1
,,"Nov 3, 2025",$176.00,$4.76,,,Fixed price,,1
,,"Jan 14, 2026",$550.00,$0.00,,,Fixed price,,1
1/4 Ounce .999 Gold Coin BU UNC 1989 Austria Philharmonic,236634263711,"Feb 17, 2026","$1,295.00",$0.00,,,Fixed price,https://www.ebay.com/itm/236634263711,1
1/4 Ounce .999 Gold Coin BU UNC 2023 Austria Philharmonic,236649982523,"Feb 22, 2026","$1,350.00",$0.00,,,Fixed price,https://www.ebay.com/itm/236649982523,1
,,"Dec 10, 2025",$102.00,$4.99,,,Fixed price,,1
,,"Dec 24, 2025","$1,140.00",$30.95,,,Fixed price,,1
2024 10 EURO AUSTRIA VIENNA PHILHARMONIC NGC MS70 1/10 OZ .9999 FINE GOLD COIN,257307132542,"Jan 20, 2026",$531.30,$3.00,,,Auction,https://www.ebay.com/itm/257307132542,1
2024 25 Euro Austrian Gold Philharmonic .9999 1/4 oz Brilliant Uncirculated,257330161200,"Jan 27, 2026","$1,352.50",$13.77,,,Auction,https://www.ebay.com/itm/257330161200,1
2026 4 Euro Austrian Gold Philharmonic .9999 1/25 oz ICG MS-70,257460650231,"Apr 17, 2026",$225.00,$5.07,,,Fixed price,https://www.ebay.com/itm/257460650231,1
,,"Dec 7, 2025",$450.00,$4.95,,,Fixed price,,1
,,"Nov 16, 2025",$63.00,$1.37,,,Auction,,1
,,"Nov 23, 2025","$1,059.00",$0.00,,,Auction,,1
,,"Dec 29, 2025",$469.00,$0.00,,,Fixed price,,1
1997 1/10 oz Austrian Gold Philharmonic Coin (BU),287091745971,"Jan 22, 2026",$519.00,$5.07,,,Fixed price,https://www.ebay.com/itm/287091745971,1
,,"Dec 5, 2025","$1,051.26",$10.00,,,Fixed price,,1
,,"Dec 11, 2025","$8,999.95",$0.00,,,Fixed price,,1
,,"Jan 5, 2026","$4,999.95",$0.00,,,Fixed price,,1
,,"Dec 21, 2025","$1,051.26",$10.00,,,Fixed price,,1
2021 Mint Sealed Tube Roll Gold 1/10 oz Austria Philharmonic (20) 2 OZ TOTAL,297846605202,"Jan 25, 2026","$10,999.95",$0.00,,,Fixed price,https://www.ebay.com/itm/297846605202,1
,,"Jan 14, 2026","$1,051.26",$10.00,,,Fixed price,,1
,,"Jan 15, 2026","$1,051.26",$10.00,,,Fixed price,,1
,,"Jan 16, 2026","$1,051.26",$10.00,,,Fixed price,,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297941714887,"Jan 21, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297941714887,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297954570527,"Jan 22, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297954570527,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297957560357,"Jan 22, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297957560357,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297959966256,"Jan 24, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297959966256,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297966731609,"Jan 25, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297966731609,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297969539478,"Jan 26, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297969539478,1
1/4 oz Austria Gold Philharmonic Random Year Coin customary in banking,297972770709,"Jan 27, 2026","$1,051.26",$10.00,,,Fixed price,https://www.ebay.com/itm/297972770709,1
,,"Jan 3, 2026",$490.00,$2.75,,,Auction,,1
2026 Austria Gold Philharmonic 1 oz 100 Euro - BU,306695760327,"Feb 2, 2026","$4,937.74",$0.00,,,Fixed price,https://www.ebay.com/itm/306695760327,1
2018 .9999 Fine Gold Austrian Philharmonic (4 Euro) Coin 1/25 Oz Beautiful Coin!,306740119938,"Feb 6, 2026",$241.50,$5.00,,,Auction,https://www.ebay.com/itm/306740119938,1
2021 GOLD AUSTRIA 50 EURO 1/2 OZ PHILHARMONIC COIN BRILLIANT UNC+,335489430507,"Jan 25, 2026","$2,680.00",$0.00,,,Fixed price,https://www.ebay.com/itm/335489430507,1
,,"Oct 25, 2025",$180.00,$4.65,,,Auction,,1
2026 1/4 oz Austrian Philharmonic Gold Coin (BU),336334627157,"Jan 3, 2026","$1,345.40",$0.00,,,Fixed price,https://www.ebay.com/itm/336334627157,1
,,"Dec 20, 2025",$466.00,$1.99,,,Fixed price,,1
,,"Jan 2, 2026",$471.89,$5.15,,,Auction,,1
,,"Dec 9, 2025",$471.00,$6.65,,,Fixed price,,1
,,"Dec 17, 2025",$210.00,$1.95,,,Fixed price,,1
,,"Dec 21, 2025",$475.00,$1.95,,,Fixed price,,1
1/10 oz Austrian Gold Philharmonic Coin 2023,358170693307,"Jan 30, 2026",$535.00,$8.30,,,Fixed price,https://www.ebay.com/itm/358170693307,1
"2023 Austria 10 Euro 1/10oz Gold Philharmonic Coin, .999 Gold",358194929690,"Feb 8, 2026",$510.00,$7.70,,,Fixed price,https://www.ebay.com/itm/358194929690,1
1998 Austrian Gold Philharmonic 1/10 oz 9999 Fine Gold 200 Schilling BU Pre Euro,358253074894,"Apr 7, 2026",$520.00,$0.00,,,Fixed price,https://www.ebay.com/itm/358253074894,1
,,"Oct 25, 2025","$4,800.00",$0.00,,,Fixed price,,1
,,"Dec 5, 2025",$449.99,$0.00,,,Auction,,1
,,"Dec 6, 2025",$470.00,$4.92,,,Auction,,1
,,"Dec 8, 2025",$455.00,$0.00,,,Auction,,1
2021 AUSTRIA PHILHARMONIC 1/25 OZ .9999 GOLD 4 EURO COIN ICG MS70 CERTIFIED,376903270447,"Jan 28, 2026",$259.00,$0.00,,,Fixed price,https://www.ebay.com/itm/376903270447,1
2025 .9999 Fine Gold Austrian Philharmonic (4 Euro) Coin 1/25 Oz Beautiful Coin!,389104885615,"Mar 2, 2026",$329.99,$0.00,,,Fixed price,https://www.ebay.com/itm/389104885615,1
,,"Nov 9, 2025",$428.50,$0.00,,,Auction,,1
,,"Nov 9, 2025",$435.00,$0.00,,,Auction,,1
,,"Nov 15, 2025",$430.00,$0.00,,,Auction,,1
2026 1 oz Austrian Gold Philharmonic Coin (BU),389351599886,"Jan 18, 2026","$4,838.82",$0.00,,,Fixed price,https://www.ebay.com/itm/389351599886,1
2023 1 oz Austrian Gold Philharmonic Coin (BU),396517174679,"Dec 14, 2025","$4,460.22",$0.00,,,Fixed price,https://www.ebay.com/itm/396517174679,4
2025 1/4 oz Austrian Gold Philharmonic Coin (BU),397358635096,"Dec 9, 2025","$1,171.54",$0.00,,,Fixed price,https://www.ebay.com/itm/397358635096,1
,,"Dec 22, 2025","$4,500.00",$0.00,,,Fixed price,,1
2020 Austrian Philharmonic 1/10 oz .9999 Gold 10 Euro Coin - Free S&H USA,397543125021,"Jan 27, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/397543125021,1
2026 Gold 1 oz Austria Philharmonic Gold 1 oz .9999 fine Gold Coin,402611437800,"Apr 17, 2026","$5,141.67",$0.00,,,Fixed price,https://www.ebay.com/itm/402611437800,1
2025 Mint tube of 20 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 Coins,403563463531,"Nov 22, 2025","$9,332.40",$0.00,,,Fixed price,https://www.ebay.com/itm/403563463531,1
1/2 oz Austria Philharmonic Gold Random Year 1/2 oz .9999 fine Gold Coin,403973301708,"Feb 2, 2026","$2,546.44",$0.00,,,Fixed price,https://www.ebay.com/itm/403973301708,1
,,"Nov 18, 2025",$446.00,$0.00,,,Auction,,1
,,"Nov 19, 2025",$437.00,$0.00,,,Auction,,1
,,"Nov 19, 2025",$444.00,$0.00,,,Auction,,1
,,"Dec 1, 2025",$435.00,$4.87,,,Auction,,1
,,"Dec 23, 2025",$476.00,$8.99,,,Auction,,1
,,"Dec 21, 2025",$460.00,$0.00,,,Auction,,1
,,"Dec 23, 2025",$475.55,$0.00,,,Auction,,1
Empty 1 Oz Gold Philharmonic Tube. Hard To Find,406590892919,"Jan 23, 2026",$16.00,$5.68,,,Fixed price,https://www.ebay.com/itm/406590892919,1
,,"Jan 18, 2026",$497.00,$0.00,,,Auction,,1
1/10 oz Austria Philharmonic Gold Random Year 1/10 oz .9999 fine Gold Coin,406597147562,"Jan 19, 2026",$493.00,$0.00,,,Auction,https://www.ebay.com/itm/406597147562,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,406624110794,"Jan 26, 2026",$545.00,$0.00,,,Auction,https://www.ebay.com/itm/406624110794,1
1/10 oz Austria Philharmonic Gold Random Year 1/10 oz .9999 fine Gold Coin,406724286854,"Mar 3, 2026",$555.55,$0.00,,,Auction,https://www.ebay.com/itm/406724286854,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,406801617088,"Mar 30, 2026",$500.00,$0.00,,,Auction,https://www.ebay.com/itm/406801617088,1
2026 Gold 1/10 oz Austria Philharmonic Gold 1/10 oz .9999 fine Gold Coin,406804936460,"Mar 31, 2026",$495.00,$0.00,,,Auction,https://www.ebay.com/itm/406804936460,1
