Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
(1) 2017 W BU American silver eagle coin 1oz .999 Fine,326950603415,"Jan 25, 2026",$102.34,$0.00,,,Fixed price,https://www.ebay.com/itm/326950603415
"2017-W Proof $1 American Silver Eagle Box, OGP & COA",146245202312,"Mar 29, 2026",$105.70,$0.00,,,Fixed price,https://www.ebay.com/itm/146245202312
2017 (P) $1 American Silver Eagle PCGS MS69 Philadelphia Label,175907937120,"Oct 12, 2025",$55.00,$0.00,,,Fixed price,https://www.ebay.com/itm/175907937120
2017 $1 American Silver Eagle NGC MS69 Brown Label,204662616456,"Mar 31, 2026",$102.28,$0.00,,,Fixed price,https://www.ebay.com/itm/204662616456
2017 $1 1-oz American Silver Eagle NGC MS69 Brown Label,134957414713,"Apr 7, 2026",$101.63,$0.00,,,Fixed price,https://www.ebay.com/itm/134957414713
2017 $1 American Silver Eagle 1 oz Brilliant Uncirculated,204467394919,"Mar 30, 2026",$75.74,$0.00,,,Fixed price,https://www.ebay.com/itm/204467394919
2017 $1 American Silver Eagle PCGS MS 70 Eagle FDI Label US MINT MS70 Coin,205785485383,"Nov 19, 2025",$63.25,$0.00,,,Fixed price,https://www.ebay.com/itm/205785485383
2017-S Proof $1 American Silver Eagle Congratulations Set NGC PF69UC Trolley ER,316621873683,"Apr 7, 2026",$104.83,$0.00,,,Fixed price,https://www.ebay.com/itm/316621873683
2017 American Silver Eagle Early Releases MS70 NGC US Mint Label,136533826699,"Dec 13, 2025",$69.85,$0.00,,,Fixed price,https://www.ebay.com/itm/136533826699
"2017-W Proof $1 American Silver Eagle Box, OGP & COA",175894257231,"Apr 7, 2026",$100.50,$0.00,,,Fixed price,https://www.ebay.com/itm/175894257231
2017 W Burnished American Silver Eagle PCGS SP70 First Strike,297646198529,"Apr 4, 2026",$113.50,$8.36,,,Fixed price,https://www.ebay.com/itm/297646198529
2017 S PROOF SILVER EAGLE $1 FROM LIMITED EDITION SILVER PROOF SET FRESH IN CAP,165377523423,"Mar 13, 2026",$117.89,$8.10,,,Fixed price,https://www.ebay.com/itm/165377523423
(1) 2017 W BU American silver eagle coin 1oz .999 Fine,227189135472,"Apr 1, 2026",$104.19,$0.00,,,Fixed price,https://www.ebay.com/itm/227189135472
2017-W Proof $1 American Silver Eagle NGC PF69UC Brown Label,175873358309,"Apr 1, 2026",$111.95,$0.00,,,Fixed price,https://www.ebay.com/itm/175873358309
2017-S PCGS PF70 Silver Eagle from Congratulations Set First Day of Issue,187720159051,"Jan 24, 2026",$136.35,$0.00,,,Fixed price,https://www.ebay.com/itm/187720159051
2017 $1 American Silver Eagle NGC MS70 Brown Label,204385547818,"Mar 29, 2026",$116.54,$0.00,,,Fixed price,https://www.ebay.com/itm/204385547818
2017 (S) $1 American Silver Eagle NGC MS70 San Francisco Core,175907937980,"Jan 12, 2026",$131.06,$0.00,,,Fixed price,https://www.ebay.com/itm/175907937980
2017-W Proof $1 American Silver Eagle NGC PF69UC ER Flag Label Red Core,205402646377,"Feb 27, 2026",$107.74,$0.00,,,Fixed price,https://www.ebay.com/itm/205402646377
2017 American Silver Eagle - NGC MS69,404433397876,"Mar 8, 2026",$99.86,$0.00,,,Fixed price,https://www.ebay.com/itm/404433397876
2017 (W) Silver Am Eagle $1 - PCGS MS70 - Struck at West Point - First Strike,147088876209,"Mar 1, 2026",$112.03,$0.00,,,Fixed price,https://www.ebay.com/itm/147088876209
2017 (P) $1 1-oz American Silver Eagle PCGS MS69 Philadelphia Label,145646811161,"Oct 12, 2025",$55.00,$0.00,,,Fixed price,https://www.ebay.com/itm/145646811161
2017-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,147156511401,"Mar 10, 2026",$105.92,$0.00,,,Fixed price,https://www.ebay.com/itm/147156511401
"2026 1 oz Silver Eagle - w/Happy Birthday, Confetti Card, In TEP",115686505059,"Apr 5, 2026",$81.24,$0.00,,,Fixed price,https://www.ebay.com/itm/115686505059
2017 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663997097,"Mar 19, 2026",$100.14,$0.00,,,Fixed price,https://www.ebay.com/itm/145663997097
2017 $1 First Strike Silver Eagle. PCGS MS70. 225 Years.,117063852719,"Mar 8, 2026",$107.00,$6.39,,,Fixed price,https://www.ebay.com/itm/117063852719
,,"Feb 9, 2026",$101.99,$0.00,,,Fixed price,
2017 $1 AMERICAN SILVER EAGLE NGC MS70 EARLY RELEASES LABEL BLACK CORE HOLDER,227186422010,"Jan 27, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227186422010
,,"Dec 4, 2025",$59.75,$0.00,,,Fixed price,
2017 1oz American Silver Eagle Coin NGC MS 70 Mike Castle Signed,286563528278,"Jan 26, 2026",$95.22,$7.19,,,Fixed price,https://www.ebay.com/itm/286563528278
"2017 American Silver Eagle First Strike, Certified PCGS MS70 Bright White Coin",306712767418,"Jan 25, 2026",$116.79,$0.00,,,Fixed price,https://www.ebay.com/itm/306712767418
2017-W Burnished $1 American Silver Eagle NGC MS70 Brown Label,316962177723,"Jan 25, 2026",$124.55,$0.00,,,Fixed price,https://www.ebay.com/itm/316962177723
2017 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631505683,"Dec 16, 2025",$65.86,$0.00,,,Fixed price,https://www.ebay.com/itm/365631505683
2017-S 1 oz Proof American Silver Eagle (Congratulations Set),115462753404,"Apr 6, 2026",$141.48,$0.00,,,Fixed price,https://www.ebay.com/itm/115462753404
2017-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,145760680778,"Mar 27, 2026",$106.17,$0.00,,,Fixed price,https://www.ebay.com/itm/145760680778
2017 (W) $1 American Silver Eagle PCGS MS70 West Point Frame,176534311847,"Nov 22, 2025",$64.95,$0.00,,,Fixed price,https://www.ebay.com/itm/176534311847
2017 American Silver Eagle MS70 Early Releases Blue Label,227186420603,"Jan 28, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227186420603
2017 SILVER AMERICAN EAGLE 1 OUNCE .999 BU,277112600962,"Jan 26, 2026",$88.06,$5.32,,,Fixed price,https://www.ebay.com/itm/277112600962
2017-W American Silver Eagle Proof Coin 1 Oz,365896075797,"Jan 24, 2026",$104.19,$0.00,,,Fixed price,https://www.ebay.com/itm/365896075797
2017 American Silver Eagle 1 oz .999 Fine Silver Coin Bulk Uncirculated,267582277993,"Feb 21, 2026",$89.99,$6.44,,,Fixed price,https://www.ebay.com/itm/267582277993
2017-W Burnished Silver Eagle,127227054826,"Jan 18, 2026",$70.11,$0.00,,,Fixed price,https://www.ebay.com/itm/127227054826
2017 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,132121373455,"Feb 3, 2026",$95.20,$0.00,,,Fixed price,https://www.ebay.com/itm/132121373455
2017 1 oz American Silver Eagle Coin,157025882328,"Jan 23, 2026",$68.30,$5.04,,,Fixed price,https://www.ebay.com/itm/157025882328
2017 W Burnished American Silver Eagle PCGS SP70,297764532274,"Mar 18, 2026",$100.36,$6.00,,,Fixed price,https://www.ebay.com/itm/297764532274
2017 $1 1-oz American Silver Eagle BU,386823141816,"Mar 26, 2026",$67.11,$0.00,,,Fixed price,https://www.ebay.com/itm/386823141816
2017 $1 American Silver Eagle NGC MS 70 Eagle ER Label US MINT MS70 Coin,406369910484,"Nov 19, 2025",$63.95,$0.00,,,Fixed price,https://www.ebay.com/itm/406369910484
,,"Dec 1, 2025","$1,170.00",$8.00,,,Fixed price,
2017 $1 American Silver Eagle NGC MS69 Brown Label,204662616456,"Apr 9, 2026",$102.22,$0.00,,,Fixed price,https://www.ebay.com/itm/204662616456
"2017-W Proof $1 American Silver Eagle Box, OGP & COA",175894257231,"Apr 10, 2026",$100.93,$0.00,,,Fixed price,https://www.ebay.com/itm/175894257231
Lot of 5 - 2017 $1 American Silver Eagle 1 oz BU,176423517449,"Mar 22, 2026",$305.17,$0.00,,,Fixed price,https://www.ebay.com/itm/176423517449
2017 W Burnished American Silver Eagle PCGS SP70 First Strike,297646198529,"Apr 10, 2026",$113.76,$8.43,,,Fixed price,https://www.ebay.com/itm/297646198529
"2017-18 Upper Deck AHL Hockey- You Pick - Inserts, Pre-Rookies, Stars, Silvers",406468453124,"Apr 7, 2026",$0.88,$0.78,,,Fixed price,https://www.ebay.com/itm/406468453124
2017-S 1 oz Proof American Silver Eagle (Congratulations Set),115462753404,"Apr 9, 2026",$141.38,$0.00,,,Fixed price,https://www.ebay.com/itm/115462753404
Lot of 20 - 2017 $1 American Silver Eagle 1 oz BU,176423517447,"Mar 22, 2026","$1,300.54",$0.00,,,Fixed price,https://www.ebay.com/itm/176423517447
2017 1oz American Silver Eagle Coin NGC MS 70 Mike Castle Signed,286563528278,"Jan 26, 2026",$96.34,$7.43,,,Fixed price,https://www.ebay.com/itm/286563528278
2017 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631505683,"Dec 16, 2025",$67.62,$0.00,,,Fixed price,https://www.ebay.com/itm/365631505683
Lot of 2 Silver 2011 & 2012 American Eagle 1 oz. Fine .999 US oz Coins,198049984578,"Jan 29, 2026",$229.28,$0.00,,,Fixed price,https://www.ebay.com/itm/198049984578
,,"Dec 22, 2025",$70.83,$0.00,,,Fixed price,
,,"Nov 16, 2025",$46.72,$8.02,,,Fixed price,
Random Year *American Silver Eagle Two Rolls 40 oz Pure Silver ! 40 oz BU Coins,267478883683,"Dec 14, 2025","$2,348.33",$0.00,,,Fixed price,https://www.ebay.com/itm/267478883683
2017-S American Silver Eagle Congratulations Set PR69 DCAM PCGS Blue Label,135155102242,"Mar 10, 2026",$117.87,$0.00,,,Fixed price,https://www.ebay.com/itm/135155102242,3
,,"Dec 6, 2025",$68.99,$0.00,,,Fixed price,,16
2017 MintDirect $1 American Silver Eagle Dollar,136929992392,"Jan 14, 2026",$84.99,$8.85,,,Fixed price,https://www.ebay.com/itm/136929992392,15
1 Coin per Purchase: 2017 First Strike PCGS Silver Eagle MS70,137052530665,"Feb 19, 2026",$85.00,$5.58,,,Fixed price,https://www.ebay.com/itm/137052530665,3
2017 American Silver Eagle $1 Early Releases NGC MS 70 225th Anniversary Label,145102703770,"Dec 23, 2025",$73.80,$5.32,,,Fixed price,https://www.ebay.com/itm/145102703770,5
2017 American Silver Eagle – NGC MS70 – First Day of Issue – Red Holder w/ Blue,157330523985,"Mar 10, 2026",$124.13,$5.55,,,Fixed price,https://www.ebay.com/itm/157330523985,3
2017 1 Oz Silver American Eagle BU .999 Silver coin uncirculated,177778798347,"Jan 14, 2026",$90.00,$7.33,,,Fixed price,https://www.ebay.com/itm/177778798347,10
2017 American Silver Eagle PCGS MS70 First Day of Issue Thomas Cleveland signed,184305326170,"Jan 23, 2026",$119.99,$0.00,,,Fixed price,https://www.ebay.com/itm/184305326170,3
,,"Nov 16, 2025",$61.00,$4.67,,,Fixed price,,4
,,"Dec 6, 2025","$1,450.00",$11.86,,,Fixed price,,3
,,"Dec 27, 2025",$321.00,$0.00,,,Fixed price,,4
,,"Jan 3, 2026",$76.99,$5.95,,,Fixed price,,4
2017 AMERICAN SILVER EAGLE PCGS MS69 FIRST STRIKE 1oz Silver Coin FLAG LABEL,198121660308,"Feb 26, 2026",$99.13,$5.95,,,Fixed price,https://www.ebay.com/itm/198121660308,4
2017-W Proof $1 American Silver Eagle NGC PF69UC Blue ER Label Red Core,204467402371,"Apr 9, 2026",$104.92,$0.00,,,Fixed price,https://www.ebay.com/itm/204467402371,3
Lot of 10 - 2017 $1 American Silver Eagle 1 oz BU,204832412100,"Mar 23, 2026",$652.10,$0.00,,,Fixed price,https://www.ebay.com/itm/204832412100,3
2017-S Proof $1 American Silver Eagle Congratulations Set NGC PF69UC 225th ER,205402962213,"Apr 7, 2026",$110.39,$0.00,,,Fixed price,https://www.ebay.com/itm/205402962213,3
,,"Dec 5, 2025","$1,250.00",$8.00,,,Fixed price,,8
2017 W PROOF SILVER EAGLE NGC PF70 ULTRA CAMEO EDMUND MOY HAND SIGNED BLUE LABEL,234633043970,"Apr 4, 2026",$149.65,$0.00,,,Fixed price,https://www.ebay.com/itm/234633043970,3
= 2017-W BU BURNISHED American SILVER Eagle Dollar ASE Coin with Box & COA,235053362636,"Jan 12, 2026",$100.08,$0.00,,,Fixed price,https://www.ebay.com/itm/235053362636,3
,,"Dec 23, 2025",$78.95,$0.00,,,Fixed price,,3
2017 American Silver Eagle 1 Troy Oz .999 Silver $1 Coin BU From Mint Tube,236549431453,"Jan 14, 2026",$85.99,$6.32,,,Fixed price,https://www.ebay.com/itm/236549431453,4
"2017 $1 American Silver Eagle 1 Oz .999 Fine Choice Uncirculated, Fast Ship 🚢",236557853378,"Jan 26, 2026",$116.30,$4.21,,,Fixed price,https://www.ebay.com/itm/236557853378,3
,,"Oct 26, 2025",$265.00,$0.00,,,Fixed price,,3
,,"Nov 25, 2025",$59.95,$5.99,,,Fixed price,,3
,,"Nov 10, 2025",$250.00,$0.00,,,Fixed price,,4
,,"Dec 26, 2025",$79.00,$0.00,,,Fixed price,,6
2017-S 1 oz U.S. Mint Proof Silver American Eagle Congratulations Set in OGP/COA,267554369323,"Feb 16, 2026",$165.67,$5.52,,,Fixed price,https://www.ebay.com/itm/267554369323,3
2017-W American Proof Silver Eagle-Mint Issued Presentation Box & COA (NO Coin),275460519242,"Mar 15, 2026",$9.66,$0.00,,,Fixed price,https://www.ebay.com/itm/275460519242,3
2017 SEALED SILVER EAGLE ROLL of 20 - NGC CERTIFIED GEM UNC EARLY RELEASES,277279776507,"Jan 26, 2026","$2,228.33",$8.67,,,Fixed price,https://www.ebay.com/itm/277279776507,3
2017 S Eagle S $1 Congratulations Set PF 69 Ultra Cameo,286471604389,"Jan 18, 2026",$86.00,$6.50,,,Fixed price,https://www.ebay.com/itm/286471604389,3
2017 P SILVER AMERICAN EAGLE PCGS MS70 FIRST STRIKE MERCANTI SIGNED LABEL 1/1000,286587269075,"Feb 23, 2026",$145.00,$0.00,,,Fixed price,https://www.ebay.com/itm/286587269075,4
[Removed] Item 286936592543,286936592543,"Nov 25, 2025",$44.39,$13.32,,,Fixed price,,4
,,"Dec 25, 2025",$79.99,$0.00,,,Fixed price,,3
2017 W Burnished American Silver Eagle ANACS SP70,303593703273,"Feb 1, 2026",$107.83,$0.00,,,Fixed price,https://www.ebay.com/itm/303593703273,3
,,"Dec 27, 2025",$74.00,$6.15,,,Fixed price,,10
2017 (S) $1 American Silver Eagle NGC MS70 Black ER Label Red Core,314838233464,"Jan 29, 2026",$211.53,$0.00,,,Fixed price,https://www.ebay.com/itm/314838233464,3
2017-W Proof $1 American Silver Eagle PCGS PR70DCAM Blue Label,316330411665,"Jan 29, 2026",$129.00,$0.00,,,Fixed price,https://www.ebay.com/itm/316330411665,3
,,"Nov 12, 2025",$256.67,$9.90,,,Fixed price,,3
2017 $1 1-oz American Silver Eagle PCGS MS70 First Day Of Issue Cleveland Signed,317561256885,"Dec 25, 2025",$82.49,$0.00,,,Fixed price,https://www.ebay.com/itm/317561256885,4
2017-(W) American Silver Eagle PCGS MS70 First Strike (West Point),364156028065,"Dec 12, 2025",$79.99,$0.00,,,Fixed price,https://www.ebay.com/itm/364156028065,4
2017-W American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,387583440248,"Jan 10, 2026",$100.80,$0.00,,,Fixed price,https://www.ebay.com/itm/387583440248,3
,,"Dec 11, 2025",$62.01,$3.65,,,Fixed price,,5
Item ID 393006913269,393006913269,"Feb 7, 2026",$121.07,$5.53,,,Fixed price,https://www.ebay.com/itm/393006913269,9
2017-W Burnished $1 American Silver Eagle NGC MS69 First Releases,397184501899,"Jan 25, 2026",$105.62,$0.00,,,Fixed price,https://www.ebay.com/itm/397184501899,8
,,"Oct 22, 2025",$54.95,$0.00,,,Fixed price,,5
2017 American Silver Eagle Coin 1 oz $1 - BU,404927783220,"Apr 8, 2026",$87.64,$0.00,,,Fixed price,https://www.ebay.com/itm/404927783220,6
2017 AMERICAN SILVER EAGLE 1 OZ. FINE SILVER BULLION COIN IN CAPSULE / BU-UNC,406563839682,"Jan 19, 2026",$99.65,$0.00,,,Fixed price,https://www.ebay.com/itm/406563839682,5
,,"Dec 28, 2025",$95.00,$0.00,,,Fixed price,,2
Lot of 6~ 2017 SILVER EAGLE NGC MS69 EARLY RELEASES 6 OZ Silver MS 69,117006734756,"Jan 31, 2026",$620.00,$12.00,,,Fixed price,https://www.ebay.com/itm/117006734756,2
2017-S PF70 UCAM American Silver Eagle Limited Edition Set NGC Brown Label,126115624274,"Jan 28, 2026",$219.98,$0.00,,,Fixed price,https://www.ebay.com/itm/126115624274,2
"RARE 2017-W (2020) PROOF SILVER EAGLE, PCGS PR70 DCAM, WEST POINT WP MINT HOARD",126545499976,"Feb 25, 2026",$135.09,$8.77,,,Fixed price,https://www.ebay.com/itm/126545499976,3
,,"Nov 14, 2025",$134.95,$0.00,,,Fixed price,,8
,,"Jan 7, 2026",$374.99,$14.98,,,Fixed price,,5
,,"Jan 11, 2026",$374.99,$20.48,,,Fixed price,,5
2017 PCGS MS70 Silver Eagle $1 First Strike,127625704557,"Jan 16, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127625704557,10
2017 American Silver Eagle $1 First Strike PCGS MS70 / Donald J Trump 45th DC,127679799143,"Mar 10, 2026",$129.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127679799143,2
2017-S $1 1-oz Proof American Silver Eagle Congratulations Set NGC PF69UC Blue,134965817092,"Jan 1, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/134965817092,2
Roll of 20 - 2017 $1 1-oz American Silver Eagle BU,135103034224,"Dec 17, 2025","$1,263.80",$0.00,,,Fixed price,https://www.ebay.com/itm/135103034224,3
2017 (P) American Silver Eagle Struck at Philadelphia ER MS70 NGC Blue,135728135205,"Jan 17, 2026",$119.95,$0.00,,,Fixed price,https://www.ebay.com/itm/135728135205,2
2017-W $1 1-oz Burnished American Silver Eagle NGC MS70 Brown Label,135957763527,"Dec 26, 2025",$105.88,$0.00,,,Fixed price,https://www.ebay.com/itm/135957763527,2
,,"Jan 13, 2026",$265.00,$0.00,,,Fixed price,,2
2017 Silver Eagle PCGS MS70 First Strike Donald Trump History in your Hands,137008192540,"Mar 19, 2026",$155.03,$0.00,,,Fixed price,https://www.ebay.com/itm/137008192540,2
2017-(W) 1oz Silver American Eagle $1 Coin PCGS MS 70 First Strike (West Point),142348255086,"Dec 11, 2025",$74.95,$0.00,,,Fixed price,https://www.ebay.com/itm/142348255086,2
2017 Limited Edition Silver Proof Set US Mint 8 Coins OGP American Silver Eagle,145632713281,"Jan 17, 2026",$214.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145632713281,2
2017-S $1 1-oz Proof American Silver Eagle Congratulations Set NGC PF69UC,145649337083,"Apr 6, 2026",$114.19,$0.00,,,Fixed price,https://www.ebay.com/itm/145649337083,2
,,"Dec 10, 2025",$99.95,$3.99,,,Fixed price,,2
,,"Dec 19, 2025",$69.00,$0.00,,,Fixed price,,2
2017-W (2020) Silver Eagle Proof PCGS PR 70 Special Issue US Mint $1 Coin,147138532503,"Mar 16, 2026",$139.59,$0.00,,,Fixed price,https://www.ebay.com/itm/147138532503,2
2017 American Silver Eagle – NGC MS70 – First Day of Issue – Blue Holder w/ Blue,157330483851,"Mar 10, 2026",$114.81,$5.42,,,Fixed price,https://www.ebay.com/itm/157330483851,2
,,"Nov 28, 2025",$58.99,$0.00,,,Fixed price,,2
,,"Dec 31, 2025",$84.95,$8.00,,,Fixed price,,2
2017 W AMERICAN EAGLE PROOF SILVER 1.OZ OGP / COA BRILLIANT COIN 011841,157623359052,"Jan 29, 2026",$124.48,$7.63,,,Fixed price,https://www.ebay.com/itm/157623359052,2
2017 SILVER EAGLE PCGS MS70 THOMAS CLEVELAND FIRST DAY OF ISSUE FDI WREATH,165494275178,"Jan 28, 2026",$120.00,$8.00,,,Fixed price,https://www.ebay.com/itm/165494275178,6
2017 W $1 PROOF SILVER EAGLE DOLLAR PF 69 Graded By ANACS,166007359736,"Jan 27, 2026",$114.00,$0.00,,,Fixed price,https://www.ebay.com/itm/166007359736,2
,,"Dec 3, 2025",$68.88,$0.00,,,Fixed price,,10
2017 W Burnished Silver Eagle OGP & COA,168118752944,"Feb 1, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168118752944,2
Motorcycle Rider Bell Guardian Bald Eagle USA Biker Hanger Key Ring Stainless,168230613604,"Apr 2, 2026",$15.87,$0.00,,,Fixed price,https://www.ebay.com/itm/168230613604,2
2017 W US Mint Proof American 1oz Silver Eagle .999 Bullion Coin w/ Box COA,177272625523,"Dec 28, 2025",$89.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177272625523,2
2017 $1 American Silver Eagle 1 oz - Fresh from Mint Tube,177852533829,"Mar 7, 2026",$100.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177852533829,2
,,"Jan 4, 2026",$99.99,$0.00,,,Fixed price,,2
2017 American Silver Eagle Early Releases NGC MS 70 Top Grade 💎💎💎 3 Coin Lot,187226139440,"Oct 23, 2025",$184.50,$4.95,,,Fixed price,https://www.ebay.com/itm/187226139440,2
2017 AMERICAN SILVER EAGLE NGC 💎 HIGH INVESTMENT GRADE MS70 💎EARLY RELEASES💎,187304570068,"Dec 23, 2025",$67.26,$7.67,,,Fixed price,https://www.ebay.com/itm/187304570068,13
,,"Dec 15, 2025",$67.45,$0.00,,,Fixed price,,2
2017-(W) $1 1-oz American Silver Eagle PCGS MS70 Struck at West Point First Day,187757842550,"Nov 27, 2025",$82.49,$0.00,,,Fixed price,https://www.ebay.com/itm/187757842550,4
2017 (P) $1 AMERICAN SILVER EAGLE NGC MS70 STRUCK AT PHILADELPHIA GEM BU,187898247455,"Feb 21, 2026",$154.99,$4.99,,,Fixed price,https://www.ebay.com/itm/187898247455,2
2017 W BURNISHED SILVER EAGLE PCGS SP70 THOMAS CLEVELAND FDI,188125710639,"Mar 5, 2026",$87.50,$5.89,,,Fixed price,https://www.ebay.com/itm/188125710639,2
,,"Dec 22, 2025","$1,780.00",$18.85,,,Fixed price,,2
2017 U.S. American Eagle Walking Liberty 1oz Fine Silver One Dollar Coin,198084555647,"Feb 8, 2026",$87.50,$5.18,,,Fixed price,https://www.ebay.com/itm/198084555647,2
2017 SILVER EAGLE PCGS MS70 ~ FIRST STRIKE FLAG LABEL ~ PRISTINE (X),198094420991,"Feb 10, 2026",$98.31,$3.48,,,Fixed price,https://www.ebay.com/itm/198094420991,2
2017 Silver Eagle NGC MS70 Early Releases ~ Rare Mint 225th Anniv Label (X),198097597353,"Feb 17, 2026",$103.52,$3.48,,,Fixed price,https://www.ebay.com/itm/198097597353,2
,,"Dec 17, 2025",$273.00,$0.00,,,Fixed price,,2
,,"Nov 30, 2025",$69.99,$0.00,,,Fixed price,,2
,,"Dec 16, 2025",$64.60,$0.00,,,Fixed price,,16
,,"Nov 19, 2025",$65.33,$0.00,,,Fixed price,,2
2017-W Burnished Silver Eagle. NGC MS 70 Premier Select Series,224351111544,"Jan 19, 2026",$114.13,$0.00,,,Fixed price,https://www.ebay.com/itm/224351111544,2
2017-S Silver Eagle Congratulations Set First Day Of Issue PCGS PR70 DCAM BEAUTY,227222945027,"Feb 22, 2026",$140.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227222945027,2
