Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
[Removed] Item 236625608171,236625608171,"Mar 15, 2026",$60.41,$0.00,,,Fixed price,
[Removed] Item 317984271387,317984271387,"Apr 3, 2026",$60.78,$0.00,,,Fixed price,
1898 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,404920089692,"Mar 25, 2026",$95.41,$0.00,,,Fixed price,https://www.ebay.com/itm/404920089692
1898-O Morgan Silver Dollar MS63 PCGS,295646142712,"Mar 20, 2026",$126.00,$0.00,,,Fixed price,https://www.ebay.com/itm/295646142712
1898-O Morgan Silver Dollar,117064587087,"Mar 11, 2026",$76.00,$0.00,,,Auction,https://www.ebay.com/itm/117064587087
1898 O $1 Morgan Silver Dollar Coin - GEM BU Unc - Eye Appeal - as Shown!,117064647331,"Mar 13, 2026",$84.95,$5.00,,,Fixed price,https://www.ebay.com/itm/117064647331
1898O Morgan Dollar Silver $1 Coin Rare Key Date Beautiful 1898 O,117072119824,"Mar 12, 2026",$81.00,$0.00,,,Auction,https://www.ebay.com/itm/117072119824
1898 O PCGS MS64 Morgan Silver Dollar,117073651477,"Mar 11, 2026",$123.50,$4.66,,,Auction,https://www.ebay.com/itm/117073651477
Absolutely Stunning 1898-O Morgan Dollar CERTIFIED NGC MS 64 Silver Dollar,117077513219,"Mar 13, 2026",$115.00,$5.96,,,Auction,https://www.ebay.com/itm/117077513219
One(1) Beautiful 1899-O Morgan Silver Dollar PCGS MS63 7878,117078671750,"Mar 19, 2026",$85.00,$8.75,,,Auction,https://www.ebay.com/itm/117078671750
1898-O $1 Morgan Dollar PCGS MS65 New Orleans 90% Silver US Coin,117080256471,"Mar 17, 2026",$169.99,$5.62,,,Fixed price,https://www.ebay.com/itm/117080256471
1898-O PCGS MS65 Morgan Silver Dollar End Of Roll Toning Nice Gem!,117082327517,"Mar 13, 2026",$474.05,$0.00,,,Fixed price,https://www.ebay.com/itm/117082327517
1898-O CHOICE AU+BU BEAUTIFULLY TONED MORGAN SILVER DOLLAR COLLECTOR GRADE M1675,117086469208,"Mar 14, 2026",$105.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117086469208
"1898-O Morgan U.S. silver dollar. White very choice BU, deep satin luster. #ro1",117106893338,"Mar 24, 2026",$76.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117106893338
1898-O Morgan Silver Dollar Uncirculated Mint State 64+,117114758899,"Apr 1, 2026",$118.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117114758899
1898-O Morgan Silver Dollar - New Orleans Mint - NGC MS 64 - Nice Reverse Toning,127614404328,"Mar 11, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127614404328
1898O Morgan Dollar Silver $1 Coin Rare Key Date Beautiful 1898 O,127721938016,"Mar 12, 2026",$69.00,$0.00,,,Auction,https://www.ebay.com/itm/127721938016
1898-O PCGS MS63 MORGAN SILVER DOLLAR CERTIFIED,127731548043,"Mar 21, 2026",$100.00,$6.00,,,Fixed price,https://www.ebay.com/itm/127731548043
Early - 1898-O Morgan Silver Dollar - 90% US Coin *082,127740844728,"Mar 18, 2026",$64.13,$0.00,,,Auction,https://www.ebay.com/itm/127740844728
1898-O UNC MORGAN SILVER DOLLAR YOU VS ME #MF-T1708,127744096085,"Mar 21, 2026",$83.00,$6.00,,,Auction,https://www.ebay.com/itm/127744096085
"1898-O Morgan Silver Dollar $1 PCGS MS64 - Sweet Original Coin, New Holder!",135562445646,"Mar 27, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135562445646
1898-O $1 Morgan Silver Dollar NGC MS64 Fatty Holder Toning,136937604252,"Mar 24, 2026",$218.45,$0.00,,,Fixed price,https://www.ebay.com/itm/136937604252
1898 O Morgan Silver Dollar $1 NGC MS64,137078170175,"Mar 11, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137078170175
"GEM BU 1898-O Morgan Silver Dollar (Blast White, All Original), U.S. $1 Coin MS",137101163178,"Mar 15, 2026",$76.80,$4.43,,,Auction,https://www.ebay.com/itm/137101163178
1898 O Morgan Silver Dollar $1 U.S. Coin,137122588991,"Mar 30, 2026",$73.00,$5.00,,,Auction,https://www.ebay.com/itm/137122588991
1898-O MORGAN SILVER DOLLAR ICG MS 63 #T1634,137129423761,"Mar 20, 2026",$84.00,$6.00,,,Auction,https://www.ebay.com/itm/137129423761
1898 O $1 Morgan Silver Dollar in a Plastic Holder,137138045513,"Mar 23, 2026",$76.67,$0.00,,,Auction,https://www.ebay.com/itm/137138045513
1898-O PCGS MS-64 Reverse Rim Toned gold/blue Morgan Silver Dollar #397.,137161153025,"Mar 24, 2026",$149.95,$0.00,,,Fixed price,https://www.ebay.com/itm/137161153025
1898 O $1 Morgan Silver Dollar,137163072184,"Mar 31, 2026",$85.69,$0.00,,,Auction,https://www.ebay.com/itm/137163072184
1898-O Morgan Dollar Excellent,137163933970,"Mar 30, 2026",$65.00,$5.20,,,Fixed price,https://www.ebay.com/itm/137163933970
1898 O Morgan Silver Dollar - Beautiful Mint State - NGC MS63 - FREE SHIPPING,137181422598,"Apr 3, 2026",$114.50,$0.00,,,Fixed price,https://www.ebay.com/itm/137181422598
1898-O CACG MS63 Morgan Dollar,146744101914,"Mar 19, 2026",$119.99,$5.99,,,Fixed price,https://www.ebay.com/itm/146744101914
1898-O Morgan Silver Dollar $1 PCGS Ms63 Ogh Rainbow Toned,147100721541,"Mar 11, 2026",$138.69,$4.50,,,Fixed price,https://www.ebay.com/itm/147100721541
1898 O Morgan Silver Dollar Gem BU ANACS MS64 (PSlab4),147169218580,"Mar 15, 2026",$105.95,$7.95,,,Fixed price,https://www.ebay.com/itm/147169218580
1898-O $1 NGC MS63 Toner - Soap Box Fatty Holder Morgan Silver Dollar. Gorgeous,147174661639,"Apr 3, 2026",$120.00,$5.89,,,Fixed price,https://www.ebay.com/itm/147174661639
1898-O MORGAN SILVER DOLLAR IN PGA SLAB MINT 65,147176109785,"Mar 26, 2026",$85.00,$5.52,,,Fixed price,https://www.ebay.com/itm/147176109785
PCGS / MS- 64 / 1898 O / MORGAN DOLLAR,147201117657,"Mar 19, 2026",$110.58,$5.03,,,Auction,https://www.ebay.com/itm/147201117657
1898-O Morgan Dollar PCGS MS64 #26MAR023,147202674136,"Mar 21, 2026",$157.50,$0.00,,,Auction,https://www.ebay.com/itm/147202674136
1898-O Morgan Silver Dollar NGC MS62 PL Superb Eye Appeal Strong Strike,147202694986,"Mar 20, 2026",$155.00,$0.00,,,Auction,https://www.ebay.com/itm/147202694986
"1898-O Silver Morgan Dollar $1 PCGS MS 64, Stunning Coin",147212714850,"Mar 31, 2026",$94.23,$5.77,,,Fixed price,https://www.ebay.com/itm/147212714850
1898 O Morgan Dollar PCGS MS65 Rattler Holder,147218432835,"Mar 29, 2026",$223.50,$5.20,,,Auction,https://www.ebay.com/itm/147218432835
1898-O Morgan Silver Dollar - A708,147221470867,"Mar 30, 2026",$73.00,$0.00,,,Auction,https://www.ebay.com/itm/147221470867
1898 O $1 Morgan Silver Dollar,147224883937,"Apr 2, 2026",$76.50,$0.00,,,Auction,https://www.ebay.com/itm/147224883937
1898-O Morgan Silver Dollar PCGS MS 65 US Mint $1 New Orleans,147230159091,"Apr 4, 2026",$179.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147230159091
1898 O Morgan Silver Dollar UNCIRCULATED,147231955273,"Apr 4, 2026",$105.50,$1.32,,,Auction,https://www.ebay.com/itm/147231955273
"1898-O Morgan Silver Dollar NGC MS64PL ""Fatty Holder""",156165359345,"Mar 27, 2026",$255.00,$0.00,,,Fixed price,https://www.ebay.com/itm/156165359345
1898 O Morgan Silver Dollar PCGS MS-65 CAC,157375678546,"Mar 10, 2026",$295.00,$2.97,,,Fixed price,https://www.ebay.com/itm/157375678546
1898-O Morgan Dollar - Beautiful Glow- Check Out Photos,157685037991,"Mar 15, 2026",$85.00,$6.00,,,Fixed price,https://www.ebay.com/itm/157685037991
1898-O Morgan Dollar PCGS MS64 New Orleans Minted Silver Dollar No Reserve,157763118086,"Mar 25, 2026",$123.50,$3.50,,,Auction,https://www.ebay.com/itm/157763118086
1898-O Morgan Silver Dollar $1 PCGS MS62,127332246473,"Jan 25, 2026",$84.99,$8.75,,,Fixed price,https://www.ebay.com/itm/127332246473,1
1898-O Morgan Silver Dollar Original Bag Fragment MS63 NGC,127406883839,"Jan 19, 2026",$118.75,$0.00,,,Fixed price,https://www.ebay.com/itm/127406883839,1
,,"Oct 22, 2025",$157.50,$0.00,,,Auction,,1
,,"Oct 16, 2025",$195.63,$7.53,,,Auction,,1
,,"Oct 19, 2025",$69.95,$0.00,,,Auction,,1
,,"Oct 21, 2025",$100.00,$6.00,,,Fixed price,,1
,,"Oct 22, 2025",$86.00,$3.00,,,Auction,,1
,,"Oct 28, 2025",$46.00,$0.00,,,Auction,,1
,,"Oct 26, 2025",$50.00,$4.99,,,Fixed price,,1
1898 O Morgan Silver Dollar #203,127455546453,"Jan 30, 2026",$100.00,$6.45,,,Fixed price,https://www.ebay.com/itm/127455546453,1
,,"Nov 2, 2025",$64.00,$5.00,,,Auction,,1
,,"Nov 3, 2025",$51.01,$0.00,,,Auction,,1
,,"Jan 1, 2026",$225.00,$5.00,,,Fixed price,,1
"1898-O US Antique Silver Morgan Dollar, PCGS MS62, Prooflike, Light Toning",127466963165,"Mar 4, 2026",$122.18,$7.55,,,Fixed price,https://www.ebay.com/itm/127466963165,1
,,"Nov 7, 2025",$49.00,$6.50,,,Auction,,1
,,"Nov 8, 2025",$56.00,$0.00,,,Auction,,1
,,"Nov 9, 2025",$611.00,$6.00,,,Auction,,1
,,"Nov 12, 2025",$51.00,$0.00,,,Auction,,1
,,"Nov 18, 2025",$56.88,$6.50,,,Auction,,1
,,"Dec 13, 2025",$177.50,$1.02,,,Auction,,1
,,"Nov 24, 2025",$40.55,$0.00,,,Auction,,1
,,"Dec 20, 2025",$64.95,$0.00,,,Fixed price,,1
,,"Nov 29, 2025",$56.00,$0.00,,,Auction,,1
1898-O PCGS MS64+ Morgan Silver Dollar **EXQUISITE STRIKE** 505191,127522127909,"Feb 3, 2026",$139.95,$0.00,,,Fixed price,https://www.ebay.com/itm/127522127909,1
,,"Dec 1, 2025",$91.00,$4.95,,,Auction,,1
,,"Nov 30, 2025",$70.00,$0.00,,,Auction,,1
,,"Nov 30, 2025",$144.50,$4.99,,,Auction,,1
,,"Dec 3, 2025",$76.77,$0.00,,,Auction,,1
,,"Dec 3, 2025",$43.09,$0.00,,,Auction,,1
,,"Dec 10, 2025",$52.00,$5.00,,,Fixed price,,1
,,"Dec 28, 2025",$109.99,$4.80,,,Fixed price,,1
,,"Dec 14, 2025",$205.00,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$120.50,$0.00,,,Auction,,1
,,"Dec 21, 2025",$177.51,$0.00,,,Auction,,1
,,"Dec 6, 2025",$95.00,$8.55,,,Fixed price,,1
,,"Dec 14, 2025",$78.02,$5.99,,,Auction,,1
,,"Dec 12, 2025",$84.95,$24.18,,,Auction,,1
,,"Dec 22, 2025",$213.11,$0.00,,,Auction,,1
,,"Dec 30, 2025",$72.00,$0.00,,,Auction,,1
,,"Jan 1, 2026",$64.00,$4.25,,,Auction,,1
"Lot of 2 Morgans, 1898-O & 1904-O, CACG MS63 sweet! DKRCs DOLLAR DEAL WEDNESDAY!",127585822243,"Jan 21, 2026",$205.00,$0.00,,,Auction,https://www.ebay.com/itm/127585822243,1
,,"Dec 27, 2025",$160.00,$5.00,,,Fixed price,,1
,,"Jan 4, 2026",$58.00,$5.28,,,Fixed price,,1
,,"Jan 9, 2026",$405.00,$5.25,,,Auction,,1
1898-O MORGAN SILVER DOLLAR. NGC MS 64. BEAUTIFUL COIN!,127610485992,"Jan 14, 2026",$113.50,$8.35,,,Auction,https://www.ebay.com/itm/127610485992,1
1898-O Morgan Silver Dollar - New Orleans Mint - NGC MS 63 - Beautiful Rev Toner,127614405445,"Jan 16, 2026",$91.11,$0.00,,,Auction,https://www.ebay.com/itm/127614405445,1
1898-O $1 MS65 Morgan Silver Dollar - PCGS Gold Shield - ANACS Photo Grade *018,127620167027,"Feb 20, 2026",$195.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127620167027,1
BU/Unc 1898-O Morgan Silver Dollar (1 coin) *0465,127626466879,"Jan 22, 2026",$94.95,$0.00,,,Auction,https://www.ebay.com/itm/127626466879,1
"Lot of 2 Morgans, 1898-O & 1904-O, CACG MS63 sweet! DKRCs DOLLAR DEAL WEDNESDAY!",127627738432,"Feb 4, 2026",$221.50,$0.00,,,Auction,https://www.ebay.com/itm/127627738432,1
Early - 1898-O Morgan Silver Dollar - 90% US Coin *584,127629916711,"Jan 22, 2026",$72.51,$0.00,,,Auction,https://www.ebay.com/itm/127629916711,1
1898-O Morgan Silver Dollar High-End AU Original Luster,127633313378,"Jan 26, 2026",$82.00,$4.85,,,Auction,https://www.ebay.com/itm/127633313378,1
1898-O MORGAN SILVER DOLLAR *Choice Uncirculated* New Orleans Mint **Blaylock**,127646040528,"Feb 2, 2026",$72.00,$0.00,,,Auction,https://www.ebay.com/itm/127646040528,1
1898 O Morgan Silver Dollar NGC MS-63,127653808859,"Feb 5, 2026",$86.00,$5.96,,,Auction,https://www.ebay.com/itm/127653808859,1
1898-O Morgan Silver Dollar PCGS MS 64 $1 Coin New Orleans Mint Gold Shield,127655739283,"Feb 6, 2026",$114.95,$8.10,,,Auction,https://www.ebay.com/itm/127655739283,1
1898-O Morgan Silver Dollar PCGS MS66 $1 Coin New Orleans Uncirculated,127657429011,"Feb 8, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127657429011,1
1898 o Morgan Silver Dollar Us Coin - Very good+,127659030888,"Feb 4, 2026",$80.00,$4.00,,,Auction,https://www.ebay.com/itm/127659030888,1
"lot of 5 Morgan silver dollars, 1892 O,1894 O, 1898 S, 1900 O, 1904",127665852180,"Feb 9, 2026",$330.00,$5.75,,,Auction,https://www.ebay.com/itm/127665852180,1
PERFECT! 1898 O Morgan Silver Dollar ~ UNCIRCULATED ~ PREMIUM MS ~ 90% Silver $1,127673955715,"Feb 13, 2026",$85.00,$6.50,,,Auction,https://www.ebay.com/itm/127673955715,1
1898-O $1 MS64 NGC Morgan Silver Dollar,127675378262,"Feb 10, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127675378262,1
1898-O Morgan Silver Dollar PCGS MS64 Great Eye Appeal Toner Cartwheel (M635),127675625758,"Feb 9, 2026",$110.00,$6.07,,,Fixed price,https://www.ebay.com/itm/127675625758,1
1898 O Morgan Dollar BU Uncirculated Mint 90% Silver $1 US Coin,127678211646,"Feb 27, 2026",$96.00,$4.00,,,Fixed price,https://www.ebay.com/itm/127678211646,1
"1898-O MORGAN SILVER DOLLAR , MINT STATE DETAILS. NO RESERVE",127681459807,"Feb 19, 2026",$127.50,$5.07,,,Auction,https://www.ebay.com/itm/127681459807,1
"Lot Of 5 Morgan Silver Dollars - 90% Silver - 1881-O, 1883, 1889, 1898, 1921-S",127683883525,"Feb 21, 2026",$340.00,$10.00,,,Fixed price,https://www.ebay.com/itm/127683883525,1
1898 O Morgan Silver Dollar UNC Beautiful toning *Free S/H After 1st Item*,127692156338,"Feb 25, 2026",$83.00,$2.82,,,Auction,https://www.ebay.com/itm/127692156338,1
S118 💎 1898 O MORGAN SILVER DOLLAR UNC Stunning TONER Mystic REV,127702597941,"Feb 25, 2026",$83.00,$5.85,,,Auction,https://www.ebay.com/itm/127702597941,1
1898 O - Morgan Silver Dollar - PCGS MS 63 OGH PJ,127703657441,"Feb 24, 2026",$124.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127703657441,1
1898-O $1 NGC MS63 Old Fatty Holder Morgan Silver Dollar PJ,127703664220,"Feb 24, 2026",$119.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127703664220,1
1898 o morgan silver dollar,127709163895,"Feb 28, 2026",$84.55,$4.99,,,Auction,https://www.ebay.com/itm/127709163895,1
1898 O Morgan Silver Dollar PCGS MS 65 in old style green label holder,127715156104,"Mar 2, 2026",$175.00,$5.52,,,Fixed price,https://www.ebay.com/itm/127715156104,1
"Lot of Three $1 Morgan Silver Dollars (1884 O, 1890, 1898)",127760878918,"Mar 21, 2026",$150.00,$6.00,,,Fixed price,https://www.ebay.com/itm/127760878918,1
NGC MS62 1898-O Morgan Silver Dollar New Orleans Mint #6799483-019,127801863059,"Apr 11, 2026",$80.00,$8.75,,,Fixed price,https://www.ebay.com/itm/127801863059,1
,,"Dec 26, 2025",$90.00,$0.00,,,Fixed price,,1
,,"Dec 22, 2025",$217.55,$0.00,,,Fixed price,,1
,,"Nov 15, 2025",$217.55,$0.00,,,Fixed price,,1
"1898-O Morgan Silver Dollar $1 PCGS MS64 - Sweet Original Coin, New Holder!",135562448934,"Jan 14, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135562448934,1
,,"Nov 6, 2025",$95.00,$0.00,,,Fixed price,,1
1898-O Morgan Silver Dollar $1 PCGS MS64 - PQ,135647690866,"Jan 28, 2026",$130.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135647690866,1
,,"Oct 19, 2025",$83.88,$5.49,,,Fixed price,,1
,,"Nov 20, 2025",$85.00,$0.00,,,Fixed price,,1
,,"Oct 22, 2025",$79.99,$0.50,,,Fixed price,,1
,,"Jan 8, 2026",$79.99,$5.49,,,Fixed price,,1
,,"Oct 17, 2025",$4.99,$8.15,,,Auction,,1
,,"Oct 15, 2025",$57.00,$4.00,,,Auction,,1
,,"Oct 18, 2025",$69.95,$0.00,,,Auction,,1
,,"Oct 27, 2025",$103.50,$0.00,,,Auction,,1
,,"Oct 26, 2025",$55.00,$4.00,,,Auction,,1
,,"Dec 10, 2025",$199.99,$10.99,,,Fixed price,,1
,,"Oct 29, 2025",$73.88,$8.50,,,Auction,,1
,,"Oct 30, 2025",$50.00,$0.00,,,Auction,,1
,,"Oct 30, 2025",$71.00,$0.00,,,Auction,,1
,,"Nov 12, 2025",$41.00,$5.00,,,Auction,,1
,,"Nov 14, 2025",$77.00,$4.00,,,Auction,,1
,,"Nov 13, 2025",$124.99,$0.00,,,Fixed price,,1
,,"Nov 19, 2025",$61.22,$0.00,,,Auction,,1
,,"Nov 23, 2025",$69.95,$0.00,,,Auction,,1
,,"Nov 30, 2025",$68.77,$4.99,,,Auction,,1
,,"Dec 18, 2025",$89.00,$5.95,,,Fixed price,,1
,,"Dec 4, 2025",$90.00,$5.00,,,Fixed price,,1
,,"Dec 2, 2025",$51.00,$4.00,,,Auction,,1
,,"Dec 3, 2025",$62.00,$0.00,,,Auction,,1
,,"Dec 8, 2025",$107.50,$0.00,,,Auction,,1
,,"Dec 11, 2025",$110.50,$0.00,,,Auction,,1
,,"Dec 11, 2025",$86.01,$2.47,,,Auction,,1
,,"Dec 12, 2025",$83.00,$4.79,,,Auction,,1
,,"Dec 12, 2025",$69.95,$0.00,,,Auction,,1
,,"Dec 12, 2025",$50.00,$0.00,,,Auction,,1
,,"Dec 13, 2025",$89.00,$0.00,,,Auction,,1
,,"Dec 16, 2025",$67.00,$0.00,,,Auction,,1
,,"Dec 21, 2025",$81.00,$4.99,,,Auction,,1
,,"Dec 18, 2025",$47.00,$5.15,,,Auction,,1
1898-O Morgan Silver Dollar $1 - PCGS MS63 - $125 Appraised Value - Fast Ship!,136848125497,"Jan 20, 2026",$97.99,$7.45,,,Fixed price,https://www.ebay.com/itm/136848125497,1
,,"Dec 22, 2025",$69.00,$0.00,,,Auction,,1
,,"Dec 22, 2025",$46.06,$2.20,,,Auction,,1
Morgan Silver Dollars-1898 O-1899 O-1900 O,136859069665,"Jan 25, 2026",$199.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136859069665,1
,,"Dec 24, 2025",$61.00,$0.00,,,Auction,,1
,,"Dec 20, 2025",$75.00,$4.75,,,Fixed price,,1
