Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2024 Mexico 1 oz Silver Libertad BU,116349858844,"Apr 6, 2026",$84.04,$52.99,,,Fixed price,https://www.ebay.com/itm/116349858844
Mexico 1 oz Silver Libertad BU (Random Year),111408841867,"Apr 6, 2026",$71.65,$0.00,,,Fixed price,https://www.ebay.com/itm/111408841867
2025 Intaglio Mint Libertad Tribute om mint mark 1 oz Silver Round in capsule,297829003745,"Mar 19, 2026",$123.49,$15.59,,,Fixed price,https://www.ebay.com/itm/297829003745
2024 Mexico 1/20th oz Silver Libertad PCGS MS69 Flag Label,405308068049,"Feb 24, 2026",$105.86,$0.00,,,Fixed price,https://www.ebay.com/itm/405308068049
2024 Silver Mexican Libertad Onza 1/4 oz Brilliant Uncirculated,205012307001,"Feb 2, 2026",$35.07,$0.00,,,Fixed price,https://www.ebay.com/itm/205012307001
2023 Mexico 1 Onza Silver Libertad 1 oz .999 Fine Silver BU - In Stock,335113104926,"Mar 26, 2026",$117.68,$0.00,,,Fixed price,https://www.ebay.com/itm/335113104926
[Removed] Item 397600509972,397600509972,"Feb 23, 2026",$80.69,$0.00,,,Fixed price,
,,"Dec 16, 2025",$82.03,$0.00,,,Fixed price,
Lot of 4 - 2023 Silver Mexican Libertad Onza 1/4 oz BU,316455439712,"Jan 2, 2026",$98.61,$0.00,,,Fixed price,https://www.ebay.com/itm/316455439712
2022 Mexico .999 Fine Silver Libertad 1 oz 1 Onza Coin - BU,234713133124,"Apr 7, 2026",$117.97,$0.00,,,Fixed price,https://www.ebay.com/itm/234713133124
2024 Mexican Libertad BU Brilliant Uncirculated 1 oz .999 Silver Coin,365541232695,"Feb 26, 2026",$104.93,$0.00,,,Fixed price,https://www.ebay.com/itm/365541232695
1985 1 oz Mexican Silver Libertad Coin,397118515054,"Apr 5, 2026",$101.95,$0.00,,,Fixed price,https://www.ebay.com/itm/397118515054
[Removed] Item 397549212739,397549212739,"Feb 11, 2026",$81.64,$0.00,,,Fixed price,
2025 Mexico LIBERTAD TRIBUTE – 1 TROY OUNCE .999 Fine Silver Bu – 39MM IN STOCK!,167734946654,"Jan 29, 2026",$95.97,$22.59,,,Fixed price,https://www.ebay.com/itm/167734946654
2021 Mexico 1oz Silver Libertad PCGS Brilliant Uncirculated - Flag Label,364936826313,"Apr 9, 2026",$115.59,$0.00,,,Fixed price,https://www.ebay.com/itm/364936826313
2020 Mexico Libertad 1 oz Silver Limited BU Round Capsuled AG-47 Bullion Coin,164045112066,"Jan 1, 2026",$73.80,$8.63,,,Fixed price,https://www.ebay.com/itm/164045112066
2018 Mexico 1/4 Onza Libertad 1/4 Oz Silver BU,134584038802,"Mar 2, 2026",$41.56,$14.55,,,Fixed price,https://www.ebay.com/itm/134584038802
Mexico 2024 1/4-oz Silver Libertad Onza BU,387421772740,"Feb 2, 2026",$35.85,$0.00,,,Fixed price,https://www.ebay.com/itm/387421772740
,,"Dec 5, 2025",$64.75,$6.17,,,Fixed price,
2024 Silver Mexican Libertad Onza 1/2 oz Brilliant Uncirculated,315786447976,"Dec 19, 2025",$41.44,$0.00,,,Fixed price,https://www.ebay.com/itm/315786447976
25 Direct Fit 40mm Airtight Holders Capsule - 1 oz Silver Libertad (1996+) Coins,156371176678,"Apr 9, 2026",$7.20,$0.00,,,Fixed price,https://www.ebay.com/itm/156371176678
,,"Dec 26, 2025",$79.32,$6.69,,,Fixed price,
2024 Libertad En La Muerte 1 oz Colorized Silver Bar - In Capsule w/ Coa,126678487157,"Feb 20, 2026",$90.73,$21.90,,,Fixed price,https://www.ebay.com/itm/126678487157
2023 Mexico 1 oz Silver Libertad BU,145433008692,"Apr 5, 2026",$69.63,$0.00,,,Fixed price,https://www.ebay.com/itm/145433008692
1 oz Mexican Silver Libertad Coin (Random Year),396862094611,"Mar 27, 2026",$92.43,$0.00,,,Fixed price,https://www.ebay.com/itm/396862094611
,,"Jan 6, 2026",$20.84,$13.56,,,Fixed price,
2021 Mexico 1oz Silver Libertad PCGS MS69 - Flag Label,364906052198,"Apr 8, 2026",$118.26,$0.00,,,Fixed price,https://www.ebay.com/itm/364906052198
2026 Mexico LIBERTAD TRIBUTE – 1 TROY OUNCE .999 Fine Silver Bu – 39MM IN STOCK!,168016625958,"Apr 7, 2026",$115.66,$21.65,,,Fixed price,https://www.ebay.com/itm/168016625958
1989 Mo MEXICO - Silver 1 oz BU UNC Libertad Onza Coin #38579,325439128435,"Feb 2, 2026",$151.12,$0.00,,,Fixed price,https://www.ebay.com/itm/325439128435
48 Pack 1.42 IN 36 mm Coin Capsule Holders w/ Case 4 Mexico 1 Oz Silver Libertad,405845275328,"Jan 26, 2026",$15.32,$0.00,,,Fixed price,https://www.ebay.com/itm/405845275328
1 oz. Modern 2025 LIBERTAD OF MEXICO coin tribute BU round .999 silver,187844223109,"Feb 13, 2026",$120.27,$17.98,,,Fixed price,https://www.ebay.com/itm/187844223109
🇺🇸2024 Mexico Libertad Black & White Diamond Dust Edition 1oz Silver Coin,136986204019,"Mar 12, 2026",$157.50,$4.57,,,Fixed price,https://www.ebay.com/itm/136986204019
,,"Dec 25, 2025",$84.08,$0.00,,,Fixed price,
2023 Silver Mexican Libertad Onza 1/20 oz Brilliant Uncirculated,314949660166,"Apr 4, 2026",$28.34,$0.00,,,Fixed price,https://www.ebay.com/itm/314949660166
1 Ring Airtite Capsule Y48 For 2 Oz Silver Mexican Libertad Coin / Medallions,115144510760,"Mar 24, 2026",$8.19,$0.00,,,Fixed price,https://www.ebay.com/itm/115144510760
2015 Mexico Libertad .999 Silver 1 oz Coin ~ BU,287215536168,"Mar 23, 2026",$89.99,$5.36,,,Fixed price,https://www.ebay.com/itm/287215536168
2023 Mexico Libertad Fiesta Edition 1 oz Silver Coin in OGP,305553021633,"Mar 26, 2026",$105.05,$0.00,,,Fixed price,https://www.ebay.com/itm/305553021633
2019 Mexico Onza / Libertad BU 1/10 oz .999 Silver RARE,389156476147,"Mar 7, 2026",$25.12,$0.00,,,Fixed price,https://www.ebay.com/itm/389156476147
,,"Nov 20, 2025",$87.57,$0.00,,,Fixed price,
2023 Silver Mexican Libertad Onza 1/4 oz Brilliant Uncirculated,204496302535,"Jan 1, 2026",$28.47,$0.00,,,Fixed price,https://www.ebay.com/itm/204496302535
,,"Dec 23, 2025",$75.41,$0.00,,,Fixed price,
,,"Dec 21, 2025",$68.32,$3.00,,,Fixed price,
2026 Mexico LIBERTAD TRIBUTE – 1/2 TROY OUNCE .999 Fine Silver Bu – 30MM INSTOCK,157554929567,"Apr 1, 2026",$63.52,$24.05,,,Fixed price,https://www.ebay.com/itm/157554929567
2023-Mo Mexico 1/20 oz Onza Silver Libertad PCGS MS 70 | Uncirculated UNC BU,305614388467,"Mar 11, 2026",$39.95,$0.00,,,Fixed price,https://www.ebay.com/itm/305614388467
2023 Mexico Libertad Dia de los Muertos Big Cats Edition 1oz Silver Coin Blister,326481164979,"Jan 30, 2026",$134.97,$0.00,,,Fixed price,https://www.ebay.com/itm/326481164979
2018 Mexico 1/20 Onza Libertad 1/20 Oz Silver BU,125947708619,"Jan 15, 2026",$19.32,$0.00,,,Fixed price,https://www.ebay.com/itm/125947708619
2015 1/10 oz Mexico Silver Libertad Coin (BU),125960457751,"Mar 27, 2026",$29.02,$12.90,,,Fixed price,https://www.ebay.com/itm/125960457751
,,"Nov 8, 2025",$63.95,$8.41,,,Fixed price,
1982 1 oz Mexican Silver Libertad Coin,177815303171,"Mar 19, 2026",$77.84,$0.00,,,Fixed price,https://www.ebay.com/itm/177815303171
,,"Dec 10, 2025",$76.64,$14.12,,,Fixed price,
2024 Mexico 1 oz Silver Libertad BU,116349858844,"Apr 10, 2026",$84.39,$52.99,,,Fixed price,https://www.ebay.com/itm/116349858844
Mexico 1 oz Silver Libertad BU (Random Year),111408841867,"Apr 10, 2026",$72.43,$0.00,,,Fixed price,https://www.ebay.com/itm/111408841867
2024 Mexico 1/20th oz Silver Libertad PCGS MS69 Flag Label,405308068049,"Feb 24, 2026",$106.78,$0.00,,,Fixed price,https://www.ebay.com/itm/405308068049
2022 Mexico .999 Fine Silver Libertad 1 oz 1 Onza Coin - BU,234713133124,"Apr 10, 2026",$118.17,$0.00,,,Fixed price,https://www.ebay.com/itm/234713133124
Lot of 4 - 2023 Silver Mexican Libertad Onza 1/4 oz BU,316455439712,"Jan 2, 2026",$98.68,$0.00,,,Fixed price,https://www.ebay.com/itm/316455439712
2018 Mexico 1/4 Onza Libertad 1/4 Oz Silver BU,134584038802,"Mar 2, 2026",$41.70,$14.55,,,Fixed price,https://www.ebay.com/itm/134584038802
25 Direct Fit 40mm Airtight Holders Capsule - 1 oz Silver Libertad (1996+) Coins,156371176678,"Apr 11, 2026",$7.24,$0.00,,,Fixed price,https://www.ebay.com/itm/156371176678
2023 Mexico 1 oz Silver Libertad BU,145433008692,"Apr 5, 2026",$69.84,$0.00,,,Fixed price,https://www.ebay.com/itm/145433008692
48 Pack 1.42 IN 36 mm Coin Capsule Holders w/ Case 4 Mexico 1 Oz Silver Libertad,405845275328,"Jan 26, 2026",$15.30,$0.00,,,Fixed price,https://www.ebay.com/itm/405845275328
,,"Nov 20, 2025",$87.51,$0.00,,,Fixed price,
1982 1 oz Mexican Silver Libertad Coin,388565991961,"Apr 4, 2026",$111.94,$0.00,,,Fixed price,https://www.ebay.com/itm/388565991961
2017 Mo 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin,358188837797,"Feb 4, 2026",$95.00,$3.00,,,Fixed price,https://www.ebay.com/itm/358188837797,25
2024 1 oz Mexican Silver Libertad Coin (BU),388922130381,"Apr 9, 2026",$91.68,$0.00,,,Fixed price,https://www.ebay.com/itm/388922130381,13
2021 Mexico 1Onza Libertad .999 1 Oz Silver From Mint Roll In Capsule Coin#(360),406635798595,"Jan 28, 2026",$125.20,$5.73,,,Fixed price,https://www.ebay.com/itm/406635798595,25
1982 1 oz Mexican Silver Libertad Coin,157624728925,"Feb 18, 2026",$89.16,$0.00,,,Fixed price,https://www.ebay.com/itm/157624728925,20
2000 Mexico Silver Libertad 1 Onza .999 1 oz Silver Coin Key Date Brilliant UNC,157720230618,"Apr 5, 2026",$135.25,$0.00,,,Fixed price,https://www.ebay.com/itm/157720230618,16
2017 Mexico Libertad 1 oz .999 Fine Silver - 1 Onza Plata Pura,177983396756,"Apr 5, 2026",$97.97,$5.25,,,Fixed price,https://www.ebay.com/itm/177983396756,13
,,"Dec 26, 2025",$91.48,$8.39,,,Fixed price,,11
,,"Dec 8, 2025",$93.34,$0.00,,,Fixed price,,14
2021 1 oz Silver Libertad ! 1 Onza Plata Pura! Casa De La Moneda Mexico BU !,267361029290,"Dec 8, 2025",$69.59,$0.00,,,Fixed price,https://www.ebay.com/itm/267361029290,17
2024 Mexico Libertad Holo Mermaid Blue Ocean Edition 1 oz Silver Coin,297953099214,"Apr 7, 2026",$182.20,$0.00,,,Fixed price,https://www.ebay.com/itm/297953099214,14
2023-Mo Onza Mexico 1/4 oz Silver Libertad PCGS MS 70,305360287026,"Dec 24, 2025",$39.45,$0.00,,,Fixed price,https://www.ebay.com/itm/305360287026,16
2023 Mexico Libertad Dos Angeles 1 oz Silver Medal with Sleeve & COA,305367780730,"Jan 20, 2026",$96.16,$21.35,,,Fixed price,https://www.ebay.com/itm/305367780730,15
2023 Mexico Libertad Starry Night Edition 1 oz Silver Coin in OGP,305553052545,"Jan 13, 2026",$99.95,$21.05,,,Fixed price,https://www.ebay.com/itm/305553052545,14
,,"Mar 15, 2026",$34.41,$0.00,,,Fixed price,,15
2022 Mexico 1oz Silver Libertad PCGS MS70 - Flag Picture Frame,364936828039,"Feb 19, 2026",$180.00,$0.00,,,Fixed price,https://www.ebay.com/itm/364936828039,14
1984 1 oz Mexican Silver Libertad Coin,389033973711,"Mar 27, 2026",$118.63,$0.00,,,Fixed price,https://www.ebay.com/itm/389033973711,23
48 Pack 1.42 IN 36 mm Coin Capsule Holders w/ Case 4 Mexico 1 Oz Silver Libertad,406650916120,"Apr 2, 2026",$15.95,$15.13,,,Fixed price,https://www.ebay.com/itm/406650916120,12
2000 Mexico Silver Libertad 1 Onza .999 1 oz Silver Coin Key Date Brilliant UNC,117044959580,"Mar 1, 2026",$129.77,$0.00,,,Fixed price,https://www.ebay.com/itm/117044959580,13
2021 Ley Mexico Mexican Libertad 1 Onza Plata Pura 1 ozt. 0.999 Fine Silver,127233843090,"Dec 5, 2025",$65.66,$0.00,,,Fixed price,https://www.ebay.com/itm/127233843090,14
Mexico Libertad 1 oz Silver Coin BU – Random Year,127627880979,"Feb 1, 2026",$116.48,$0.00,,,Fixed price,https://www.ebay.com/itm/127627880979,24
2023 Mexico 1/10 oz 999 Silver Libertad Brilliant Uncirculated,135282588848,"Mar 13, 2026",$18.68,$0.00,,,Fixed price,https://www.ebay.com/itm/135282588848,13
🇲🇽2024 Libertad MOTHER OF PEARL Black Platinum 1oz Silver Coin Mexico Sale!,136957393163,"Jan 24, 2026",$139.16,$7.29,,,Fixed price,https://www.ebay.com/itm/136957393163,11
,,"Dec 13, 2025",$39.23,$0.00,,,Fixed price,,13
2026 Mexico LIBERTAD TRIBUTE – 1/4 TROY OUNCE .999 Fine Silver Bu – 20MM INSTOCK,168016641310,"Apr 4, 2026",$40.21,$0.00,,,Fixed price,https://www.ebay.com/itm/168016641310,18
SCARCE 2008 BANCO AZTECA 1 ONZA MEXICO SILVER LIBERTAD .999 PLATA PURA SILVER,227034755412,"Mar 22, 2026",$125.36,$4.50,,,Fixed price,https://www.ebay.com/itm/227034755412,10
2023 Mexico Libertad Judgement Day Dark Glow affect 1 oz silver coin 333 Mintage,286703455942,"Mar 30, 2026",$129.18,$0.00,,,Fixed price,https://www.ebay.com/itm/286703455942,11
2023 Colorized Mexican Libertad,286781551169,"Feb 2, 2026",$123.45,$0.00,,,Fixed price,https://www.ebay.com/itm/286781551169,11
2023 Mexico Libertad Cinco de Mayo Edition 1 oz Silver Coin w/ COA,305553057642,"Mar 26, 2026",$116.59,$0.00,,,Fixed price,https://www.ebay.com/itm/305553057642,16
2024 Mexico Silver Libertad 1 oz 1 Onza - BU,306867073191,"Apr 12, 2026",$99.08,$0.00,,,Fixed price,https://www.ebay.com/itm/306867073191,11
,,"Dec 2, 2025",$32.49,$0.99,,,Fixed price,,12
Coin Bezel 1/2 Oz 1996-Now Mexican Silver Libertad Coin Edge Sterling Silver,356201010304,"Apr 1, 2026",$27.57,$16.41,,,Fixed price,https://www.ebay.com/itm/356201010304,15
2015 Mo 1 Onza Mexico Libertad Plata Pura 1 Troy Oz .999 Fine Silver Coin,358192763969,"Feb 5, 2026",$85.00,$2.85,,,Fixed price,https://www.ebay.com/itm/358192763969,23
,,"Jan 4, 2026",$99.95,$0.00,,,Fixed price,,10
Colorized Copper Libertad 1 Oz 2024,396704234695,"Jan 21, 2026",$6.20,$0.00,,,Fixed price,https://www.ebay.com/itm/396704234695,20
,,"Jan 2, 2026",$28.99,$0.00,,,Fixed price,,10
1980 Pre Libertad Mexico 1 Oz Silver One Onza 0.925 AU/BU 33.6 Grams,127590384387,"Apr 11, 2026",$89.84,$8.89,,,Fixed price,https://www.ebay.com/itm/127590384387,23
2019 1/4 Oz Silver MEXICAN LIBERTAD BU Coin.,167914688303,"Jan 14, 2026",$54.02,$0.00,,,Fixed price,https://www.ebay.com/itm/167914688303,15
1985 Mo Mexico Libertad Onza 1 oz .999 Silver BU Original Luster - U2943 - STOCK,188183777546,"Apr 6, 2026",$104.04,$5.39,,,Fixed price,https://www.ebay.com/itm/188183777546,27
1985 Mexican Silver Libertad Onza 1 oz Brilliant Uncirculated,205828690404,"Nov 10, 2025",$65.92,$0.00,,,Fixed price,https://www.ebay.com/itm/205828690404,15
1993 GORGEOUS 1 Onza Mexico Libertad Plata Pura .999 Fine Silver Fresh From Roll,226439515060,"Mar 17, 2026",$117.73,$4.50,,,Fixed price,https://www.ebay.com/itm/226439515060,9
2020 Mo PCGS MS69 - Mexico 1 oz Silver Libertad Un Onza Coin #55919W,226931007388,"Jan 14, 2026",$127.21,$0.00,,,Fixed price,https://www.ebay.com/itm/226931007388,19
,,"Nov 28, 2025",$108.88,$0.00,,,Fixed price,,10
2024 1 oz Mexico Libertad Stormy Tides Silver Art Coin with COA,297620680337,"Jan 16, 2026",$111.98,$0.00,,,Fixed price,https://www.ebay.com/itm/297620680337,9
2024 Mexico Libertad Dia De Muertos Edition 1 oz Silver Art Coin mintage of 250,297743816500,"Jan 25, 2026",$129.91,$0.00,,,Fixed price,https://www.ebay.com/itm/297743816500,9
2024 1 oz Mexico Libertad Babylonian Zodiac Edition Silver Coin,297831837430,"Apr 6, 2026",$141.69,$0.00,,,Fixed price,https://www.ebay.com/itm/297831837430,9
2024 1 oz Mexico Libertad Blue Diamond Ring Silver Color Coin mintage 250,297834647398,"Mar 5, 2026",$166.25,$0.00,,,Fixed price,https://www.ebay.com/itm/297834647398,9
2024 1 oz Mexico Libertad Medieval Massacre Edition Silver Coin,297859636352,"Apr 7, 2026",$140.67,$0.00,,,Fixed price,https://www.ebay.com/itm/297859636352,9
2023-Mo Mexico 1/10 oz Silver Libertad NGC MS 70 | Uncirculated UNC BU,305614386875,"Mar 21, 2026",$51.95,$0.00,,,Fixed price,https://www.ebay.com/itm/305614386875,10
1982 BU 1oz MEXICO LIBERTAD 1 ONZA PLATA PURA SILVER FROM ROLL,365026996459,"Mar 16, 2026",$83.98,$4.67,,,Fixed price,https://www.ebay.com/itm/365026996459,12
,,"Dec 27, 2025",$74.94,$3.20,,,Fixed price,,9
