Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
,,"Nov 4, 2025",$35.04,$0.00,,,Fixed price,
1879 S Morgan Silver Dollar $1 Brilliant Uncirculated BU 90% Silver,196284222133,"Apr 6, 2026",$171.01,$0.00,,,Fixed price,https://www.ebay.com/itm/196284222133
[Removed] Item 318027744827,318027744827,"Apr 3, 2026",$62.13,$0.00,,,Fixed price,
[Removed] Item 205997207643,205997207643,"Feb 3, 2026",$72.45,$0.00,,,Fixed price,
VF 1879-S Morgan Silver Dollar (1 coin),365117525088,"Jan 26, 2026",$49.45,$0.00,,,Fixed price,https://www.ebay.com/itm/365117525088
,,"Jan 17, 2026",$64.28,$0.00,,,Fixed price,
1879 S US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,305612269931,"Mar 25, 2026",$65.19,$0.00,,,Fixed price,https://www.ebay.com/itm/305612269931
* 1879-S * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,164709589360,"Apr 6, 2026",$204.86,$0.00,,,Fixed price,https://www.ebay.com/itm/164709589360
,,"Nov 12, 2025",$18.38,$0.00,,,Fixed price,
MS 1879-S MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE COIN M-1797,177798784772,"Apr 7, 2026",$91.10,$5.25,,,Fixed price,https://www.ebay.com/itm/177798784772
1879-S Morgan Silver Dollar MS64 PCGS,362734320998,"Mar 8, 2026",$147.00,$0.00,,,Fixed price,https://www.ebay.com/itm/362734320998
,,"Nov 2, 2025",$20.10,$0.00,,,Fixed price,
[Removed] Item 389275120678,389275120678,"Dec 6, 2025",$18.13,$0.00,,,Fixed price,
[Removed] Item 197747640218,197747640218,"Nov 1, 2025",$21.67,$0.00,,,Fixed price,
1879 S Morgan Dollar Uncirculated Silver $1 Coin,365846546258,"Jan 22, 2026",$104.42,$0.00,,,Fixed price,https://www.ebay.com/itm/365846546258
VG/F 1879-S Morgan Silver Dollar (1 coin),126671178390,"Dec 29, 2025",$49.34,$0.00,,,Fixed price,https://www.ebay.com/itm/126671178390
,,"Oct 28, 2025",$31.71,$0.00,,,Fixed price,
XF 1879-S Morgan Silver Dollar (1 coin),127139093781,"Jan 26, 2026",$59.67,$0.00,,,Fixed price,https://www.ebay.com/itm/127139093781
BU/Unc 1879-S Morgan Silver Dollar (1 coin),133331306875,"Jan 18, 2026",$82.30,$0.00,,,Fixed price,https://www.ebay.com/itm/133331306875
,,"Mar 11, 2026",$69.40,$0.00,,,Fixed price,
EF 1879-S MORGAN SILVER DOLLAR EXCELLENTEF DETAIL COLLECTOR QUALITY COIN M-1708,177743364037,"Mar 25, 2026",$79.40,$5.25,,,Fixed price,https://www.ebay.com/itm/177743364037
1879 S Morgan Dollar VF Very Fine 90% Silver $1 US Coin Collectible,365978680840,"Mar 17, 2026",$84.59,$0.00,,,Fixed price,https://www.ebay.com/itm/365978680840
,,"Nov 22, 2025",$36.34,$0.00,,,Fixed price,
[Removed] Item 357729062849,357729062849,"Oct 21, 2025",$21.02,$0.00,,,Fixed price,
,,"Oct 28, 2025",$35.85,$0.00,,,Fixed price,
"1879-S Morgan Dollar, Gem PL FIELDS BU MS, Proof-Like Mirrors Frosty Flashy PQ",365387026835,"Nov 17, 2025",$143.00,$0.00,,,Fixed price,https://www.ebay.com/itm/365387026835
AU+ 1879-S Morgan Silver Dollar (1 coin),126227206264,"Jan 14, 2026",$65.98,$0.00,,,Fixed price,https://www.ebay.com/itm/126227206264
1879-S Morgan Silver Dollar MS64 NGC Brown Label,126651294229,"Mar 11, 2026",$118.30,$0.00,,,Fixed price,https://www.ebay.com/itm/126651294229
1879-S Morgan Silver Dollar Reverse 79 MS64 ICG,136218132828,"Dec 13, 2025",$90.18,$0.00,,,Fixed price,https://www.ebay.com/itm/136218132828
"1879-S Morgan silver dollar PCGS graded MS64, bright and pretty.",157172256685,"Feb 26, 2026",$130.67,$0.00,,,Fixed price,https://www.ebay.com/itm/157172256685
1879-S $1 Morgan Silver Dollar PCGS MS 63 | Uncirculated UNC,305136856543,"Mar 23, 2026",$129.95,$0.00,,,Fixed price,https://www.ebay.com/itm/305136856543
1879-S Morgan Silver Dollar MS64 PCGS Blue Label,126651296705,"Jan 15, 2026",$111.70,$0.00,,,Fixed price,https://www.ebay.com/itm/126651296705
1879-S Morgan Dollar MS62 ANACS,127126348378,"Feb 9, 2026",$96.77,$0.00,,,Fixed price,https://www.ebay.com/itm/127126348378
1879 S Morgan Silver Dollar,157555709758,"Jan 20, 2026",$115.00,$5.27,,,Fixed price,https://www.ebay.com/itm/157555709758
1879-S S$1 Morgan Silver Dollar PCGS MS63PL Proof Like - Purple Core,226815994890,"Jan 19, 2026",$189.99,$5.00,,,Fixed price,https://www.ebay.com/itm/226815994890
1879-S $1 Morgan Silver Dollar NGC MS64 Brown Label,317069186466,"Jan 28, 2026",$114.90,$0.00,,,Fixed price,https://www.ebay.com/itm/317069186466
[Removed] Item 317406039304,317406039304,"Nov 24, 2025",$22.69,$0.00,,,Fixed price,
Brilliant GEM Uncirculated $1 1879-S Morgan US Silver Dollar 90% BU WHITE,326555571051,"Apr 4, 2026",$229.72,$0.00,,,Fixed price,https://www.ebay.com/itm/326555571051
1879 S Morgan Dollar AU About Uncirculated 90% Silver $1 US Coin Collectible,365137957164,"Mar 3, 2026",$93.99,$0.00,,,Fixed price,https://www.ebay.com/itm/365137957164
1879 S Morgan Dollar Uncirculated Silver $1 Coin,366322533637,"Apr 3, 2026",$116.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366322533637
1879 S Morgan Silver Dollar 78 Reverse - MS++ - Uncirculated Plus Plus HEEX,387850339903,"Apr 2, 2026",$122.49,$5.99,,,Fixed price,https://www.ebay.com/itm/387850339903
,,"Nov 12, 2025",$21.96,$0.00,,,Fixed price,
[Removed] Item 406590034110,406590034110,"Jan 26, 2026",$73.00,$0.00,,,Fixed price,
1879-S MORGAN DOLLAR - Toned MS..Beautiful Coin,115071974145,"Jan 11, 2026",$85.00,$8.00,,,Fixed price,https://www.ebay.com/itm/115071974145
1879-S Morgan Silver Dollar | PCGS MS64 CAC | Vibrant Neon Rainbow Obv Toning,115746499231,"Jan 15, 2026","$1,899.99",$0.00,,,Fixed price,https://www.ebay.com/itm/115746499231
,,"Oct 14, 2025",$225.00,$5.00,,,Fixed price,
,,"Dec 27, 2025",$90.00,$6.50,,,Fixed price,
"1879 S BU/UNC Morgan Silver Dollar - PCS LEGENDS OF THE WEST ""Chief Joseph"" RARE",116367663265,"Jan 19, 2026",$109.99,$0.91,,,Fixed price,https://www.ebay.com/itm/116367663265
,,"Jan 2, 2026",$105.00,$4.65,,,Fixed price,
VF 1879-S MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE COIN M-1231,116987412533,"Jan 19, 2026",$78.00,$5.25,,,Fixed price,https://www.ebay.com/itm/116987412533,1
CAC MS64 Toned 1879-S Silver Morgan Dollar NGC MS64 CAC BOTH SIDE TONING,116988321541,"Jan 22, 2026",$166.50,$7.49,,,Auction,https://www.ebay.com/itm/116988321541,1
1879 S MORGAN SILVER DOLLAR! BEAUTIFUL UNCIRCULATED Coin! WOW! Reflective,116989874904,"Jan 23, 2026",$96.00,$1.03,,,Auction,https://www.ebay.com/itm/116989874904,1
1879 S rev'78 Morgan dollar ICG XF45 details. TOP100*,116993064164,"Jan 23, 2026",$82.01,$6.00,,,Auction,https://www.ebay.com/itm/116993064164,1
1879 S To 1883 S MORGAN SILVER DOLLARS! Bradford 5 Coin Box Set! Nice!,116993974612,"Jan 22, 2026",$341.29,$2.00,,,Auction,https://www.ebay.com/itm/116993974612,1
"1879-S Morgan Silver Dollar, Strong Luster, Subtle Reverse Tone, NR.",116996118988,"Jan 27, 2026",$89.00,$4.95,,,Auction,https://www.ebay.com/itm/116996118988,1
1879 S Morgan Silver Dollar PCGS PO01 Poor LOWBALL Low Registry Set,116998896433,"Mar 22, 2026",$298.30,$15.50,,,Fixed price,https://www.ebay.com/itm/116998896433,1
1879 S MORGAN SILVER DOLLAR ~ PCGS MS64 ~OLD GREEN LABEL ~ A LOVELY BEAUTY,117007868996,"Jan 29, 2026",$100.00,$5.62,,,Fixed price,https://www.ebay.com/itm/117007868996,1
1879 S Rev 78 Morgan Dollar AU About Uncirculated Silver SKU:I13598,117013587455,"Feb 1, 2026",$325.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117013587455,1
1879 S REV OF 78 San Francisco Morgan Silver Dollar NGC AU 55 Freshly Graded,117016044808,"Feb 3, 2026",$349.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117016044808,1
1879-S Morgan Silver Dollar BU++ (cn16035),117017491026,"Feb 8, 2026",$100.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117017491026,1
1879-S Morgan Silver Dollar BU PL (cn16058),117017590936,"Feb 17, 2026",$120.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117017590936,1
1879-S $1 Morgan Silver Dollar PCGS MS-64? Cameo DMPL,117022564541,"Mar 26, 2026",$389.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117022564541,1
1879-S Morgan Silver Dollar NGC MS62,117029014544,"Feb 14, 2026",$85.10,$4.78,,,Auction,https://www.ebay.com/itm/117029014544,1
1879-S Silver Morgan Dollar Coin ~ Cleaned - VAM-37,117040512836,"Feb 19, 2026",$87.11,$4.95,,,Auction,https://www.ebay.com/itm/117040512836,1
1879-S Morgan Silver Dollar BU Toned (cn16277),117041038501,"Feb 18, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117041038501,1
MORGAN SILVER DOLLAR 1879 S GEM BU MS++++++ GLASSY PL FROM ORIGINAL ROLL WOW !,117046150565,"Feb 26, 2026",$134.50,$5.95,,,Auction,https://www.ebay.com/itm/117046150565,1
"1879 S BU/UNC Morgan Silver Dollar - PCS LEGENDS OF THE WEST ""Chief Joseph"" RARE",117047049213,"Mar 1, 2026",$153.00,$5.40,,,Fixed price,https://www.ebay.com/itm/117047049213,1
1879-S PCGS MS67 Morgan Silver Dollar GEM BU,117048540088,"Mar 12, 2026",$989.10,$0.00,,,Fixed price,https://www.ebay.com/itm/117048540088,1
1879 S Morgan Silver Dollar NGC MS-63 #3013,117054067624,"Mar 2, 2026",$100.00,$14.50,,,Auction,https://www.ebay.com/itm/117054067624,1
Morgan Silver Dollar Lot Of 2! 1881-S And 1878 Reverse Of The 1879 No Reserve!,117055010089,"Mar 1, 2026",$193.50,$5.07,,,Auction,https://www.ebay.com/itm/117055010089,1
1879 S Morgan Silver Dollar BU,117059220805,"Mar 13, 2026",$103.49,$5.20,,,Fixed price,https://www.ebay.com/itm/117059220805,1
MORGAN SILVER DOLLAR 1879 S 90% SILVER DOLLAR,117060560194,"Mar 10, 2026",$65.60,$5.95,,,Auction,https://www.ebay.com/itm/117060560194,1
1879-S Morgan Dollar - NGC MS 62 -,117064568761,"Mar 11, 2026",$102.50,$0.00,,,Auction,https://www.ebay.com/itm/117064568761,1
1879 S PCGS MS64 Morgan Silver Dollar,117073650829,"Mar 11, 2026",$124.50,$7.50,,,Auction,https://www.ebay.com/itm/117073650829,1
1879-S Reverse of '78 VAM-39 $1 Morgan Silver Dollar NGC AU 50 CAC (Top 100),117084325011,"Mar 21, 2026",$202.51,$0.00,,,Auction,https://www.ebay.com/itm/117084325011,1
RARE! 1879 S Morgan Silver Dollar ~ REVERSE OF 1878 ~ TOP 100 VAM 6 “TIUST”,117089082621,"Mar 22, 2026",$177.50,$6.75,,,Auction,https://www.ebay.com/itm/117089082621,1
1879 S Rev Of ‘78 MORGAN SILVER DOLLAR! BEAUTIFUL CIRCULATED Coin! MORE RARE!,117092969605,"Mar 18, 2026",$132.50,$1.10,,,Auction,https://www.ebay.com/itm/117092969605,1
Very Nice 1879-S BU Morgan Silver Dollar,117093020878,"Mar 17, 2026",$98.00,$5.50,,,Fixed price,https://www.ebay.com/itm/117093020878,1
1879 S MORGAN SILVER DOLLAR HI GRADE GENUINE U.S. MINT RARE COIN,117096841498,"Mar 20, 2026",$67.00,$6.00,,,Auction,https://www.ebay.com/itm/117096841498,1
1879-S Morgan Silver Dollar Almost Uncirculated,117104562981,"Mar 24, 2026",$68.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117104562981,1
Morgan Dollar PCGS MS63/MS64 Lot 1878-S 1879-S 1880-S San Francisco,117108369958,"Mar 26, 2026",$122.00,$6.83,,,Fixed price,https://www.ebay.com/itm/117108369958,3
1879 S Morgan Silver Dollar $1 Brilliant Uncirculated BU 90% Silver,196284222133,"Apr 16, 2026",$171.39,$0.00,,,Fixed price,https://www.ebay.com/itm/196284222133,64
VF 1879-S Morgan Silver Dollar (1 coin),365117525088,"Jan 26, 2026",$49.56,$0.00,,,Fixed price,https://www.ebay.com/itm/365117525088,36
AU 1879-S MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE COIN M-1836,177798784772,"Apr 15, 2026",$92.58,$5.25,,,Fixed price,https://www.ebay.com/itm/177798784772,12
,,"Oct 28, 2025",$31.69,$0.00,,,Fixed price,,13
1879-S Morgan Silver Dollar MS64 NGC Brown Label,126651294229,"Mar 11, 2026",$129.95,$0.00,,,Fixed price,https://www.ebay.com/itm/126651294229,2
1879-S Morgan Silver Dollar Reverse 79 MS64 ICG,136218132828,"Dec 13, 2025",$87.50,$0.00,,,Fixed price,https://www.ebay.com/itm/136218132828,2
,,"Jan 15, 2026","$1,899.99",$0.00,,,Fixed price,,1
,,"Jan 17, 2026",$117.50,$3.29,,,Auction,,1
1879-S Reverse of '78 VAM-42 $1 Morgan Silver Dollar NGC AU 55 (Top 100),117115197352,"Apr 5, 2026",$179.50,$0.00,,,Auction,https://www.ebay.com/itm/117115197352,1
1879 S Morgan Dollar,117115432299,"Apr 5, 2026",$75.55,$5.50,,,Auction,https://www.ebay.com/itm/117115432299,1
1879-S Morgan Silver Dollar MS65 PCGS,117115437267,"Apr 4, 2026",$199.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117115437267,1
1879 S MORGAN DOLLAR S$1 NGC MS 67,117118480469,"Mar 31, 2026",$800.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117118480469,1
1879 S PCGS MS64 Proof Like Morgan Silver Dollar,117132760551,"Apr 15, 2026",$240.00,$9.00,,,Auction,https://www.ebay.com/itm/117132760551,1
